origin,dest,edge,date,forecast_volume,is_long_shutdown_corrected,raw_forecast_volume
DC35,DC8,DC35->DC8,2023-01-16,0,False,0
DC35,DC9,DC35->DC9,2023-01-16,0,False,0
DC36,DC10,DC36->DC10,2023-01-16,17230,False,18598
DC36,DC12,DC36->DC12,2023-01-16,0,False,0
DC36,DC14,DC36->DC14,2023-01-16,10446,False,11276
DC36,DC20,DC36->DC20,2023-01-16,0,False,0
DC36,DC23,DC36->DC23,2023-01-16,0,False,0
DC36,DC29,DC36->DC29,2023-01-16,0,False,0
DC36,DC3,DC36->DC3,2023-01-16,15861,True,17120
DC36,DC32,DC36->DC32,2023-01-16,0,False,0
DC36,DC33,DC36->DC33,2023-01-16,0,False,0
DC36,DC34,DC36->DC34,2023-01-16,0,False,0
DC36,DC35,DC36->DC35,2023-01-16,627,False,677
DC36,DC4,DC36->DC4,2023-01-16,44856,False,48418
DC36,DC40,DC36->DC40,2023-01-16,0,False,0
DC36,DC5,DC36->DC5,2023-01-16,7838,False,8460
DC36,DC62,DC36->DC62,2023-01-16,13645,False,14729
DC36,DC64,DC36->DC64,2023-01-16,0,False,0
DC36,DC65,DC36->DC65,2023-01-16,0,False,0
DC36,DC70,DC36->DC70,2023-01-16,670,False,723
DC36,DC8,DC36->DC8,2023-01-16,149,False,161
DC36,DC81,DC36->DC81,2023-01-16,0,False,0
DC36,DC9,DC36->DC9,2023-01-16,0,False,0
DC37,DC10,DC37->DC10,2023-01-16,0,False,0
DC37,DC14,DC37->DC14,2023-01-16,0,False,0
DC37,DC3,DC37->DC3,2023-01-16,0,False,0
DC37,DC4,DC37->DC4,2023-01-16,0,False,0
DC37,DC5,DC37->DC5,2023-01-16,0,False,0
DC37,DC54,DC37->DC54,2023-01-16,0,False,0
DC37,DC62,DC37->DC62,2023-01-16,0,False,0
DC37,DC8,DC37->DC8,2023-01-16,0,False,0
DC37,DC9,DC37->DC9,2023-01-16,0,False,0
DC38,DC10,DC38->DC10,2023-01-16,5189,False,5601
DC38,DC12,DC38->DC12,2023-01-16,0,False,0
DC38,DC14,DC38->DC14,2023-01-16,4814,False,5196
DC38,DC22,DC38->DC22,2023-01-16,0,False,0
DC38,DC3,DC38->DC3,2023-01-16,3335,True,3600
DC38,DC32,DC38->DC32,2023-01-16,0,False,0
DC38,DC34,DC38->DC34,2023-01-16,0,False,0
DC38,DC35,DC38->DC35,2023-01-16,1129,False,1219
DC38,DC4,DC38->DC4,2023-01-16,12586,False,13585
DC38,DC40,DC38->DC40,2023-01-16,0,False,0
DC38,DC5,DC38->DC5,2023-01-16,2949,False,3183
DC38,DC62,DC38->DC62,2023-01-16,5289,False,5709
DC38,DC64,DC38->DC64,2023-01-16,0,False,0
DC38,DC65,DC38->DC65,2023-01-16,0,False,0
DC38,DC70,DC38->DC70,2023-01-16,1902,False,2053
DC38,DC8,DC38->DC8,2023-01-16,60,False,65
DC38,DC81,DC38->DC81,2023-01-16,0,False,0
DC38,DC9,DC38->DC9,2023-01-16,0,False,0
DC39,DC10,DC39->DC10,2023-01-16,0,False,0
DC39,DC14,DC39->DC14,2023-01-16,0,False,0
DC39,DC4,DC39->DC4,2023-01-16,0,False,0
DC39,DC5,DC39->DC5,2023-01-16,0,False,0
DC39,DC8,DC39->DC8,2023-01-16,0,False,0
DC39,DC9,DC39->DC9,2023-01-16,0,False,0
DC4,DC10,DC4->DC10,2023-01-16,57,False,61
DC4,DC14,DC4->DC14,2023-01-16,79,False,85
DC4,DC17,DC4->DC17,2023-01-16,0,False,0
DC4,DC19,DC4->DC19,2023-01-16,0,False,0
DC4,DC20,DC4->DC20,2023-01-16,0,False,0
DC4,DC21,DC4->DC21,2023-01-16,0,False,0
DC4,DC22,DC4->DC22,2023-01-16,0,False,0
DC4,DC23,DC4->DC23,2023-01-16,0,False,0
DC4,DC3,DC4->DC3,2023-01-16,0,False,0
DC4,DC30,DC4->DC30,2023-01-16,0,False,0
DC4,DC34,DC4->DC34,2023-01-16,0,False,0
DC4,DC35,DC4->DC35,2023-01-16,0,False,0
DC4,DC36,DC4->DC36,2023-01-16,0,False,0
DC4,DC38,DC4->DC38,2023-01-16,0,False,0
DC4,DC40,DC4->DC40,2023-01-16,0,False,0
DC4,DC5,DC4->DC5,2023-01-16,10,False,11
DC4,DC62,DC4->DC62,2023-01-16,82,False,89
DC4,DC64,DC4->DC64,2023-01-16,0,False,0
DC4,DC65,DC4->DC65,2023-01-16,0,False,0
DC4,DC70,DC4->DC70,2023-01-16,0,False,0
DC4,DC8,DC4->DC8,2023-01-16,127,False,137
DC4,DC9,DC4->DC9,2023-01-16,0,False,0
DC40,DC10,DC40->DC10,2023-01-16,8,False,9
DC40,DC12,DC40->DC12,2023-01-16,0,False,0
DC40,DC14,DC40->DC14,2023-01-16,10,False,11
DC40,DC21,DC40->DC21,2023-01-16,0,False,0
DC40,DC22,DC40->DC22,2023-01-16,0,False,0
DC40,DC3,DC40->DC3,2023-01-16,0,False,0
DC40,DC30,DC40->DC30,2023-01-16,0,False,0
DC40,DC32,DC40->DC32,2023-01-16,0,False,0
DC40,DC34,DC40->DC34,2023-01-16,0,False,0
DC40,DC35,DC40->DC35,2023-01-16,1518,False,1639
DC40,DC4,DC40->DC4,2023-01-16,13,False,14
DC40,DC5,DC40->DC5,2023-01-16,7,False,8
DC40,DC62,DC40->DC62,2023-01-16,9,False,10
DC40,DC67,DC40->DC67,2023-01-16,0,False,0
DC40,DC70,DC40->DC70,2023-01-16,2747,False,2965
DC40,DC8,DC40->DC8,2023-01-16,0,False,0
DC40,DC9,DC40->DC9,2023-01-16,0,False,0
DC41,DC10,DC41->DC10,2023-01-16,0,False,0
DC41,DC12,DC41->DC12,2023-01-16,0,False,0
DC41,DC14,DC41->DC14,2023-01-16,0,False,0
DC41,DC29,DC41->DC29,2023-01-16,0,False,0
DC41,DC3,DC41->DC3,2023-01-16,0,False,0
DC41,DC35,DC41->DC35,2023-01-16,0,False,0
DC41,DC40,DC41->DC40,2023-01-16,0,False,0
DC41,DC5,DC41->DC5,2023-01-16,0,False,0
DC41,DC81,DC41->DC81,2023-01-16,0,False,0
DC41,DC9,DC41->DC9,2023-01-16,6760,True,7297
DC42,DC10,DC42->DC10,2023-01-16,790,False,853
DC42,DC12,DC42->DC12,2023-01-16,0,False,0
DC42,DC14,DC42->DC14,2023-01-16,1090,False,1177
DC42,DC29,DC42->DC29,2023-01-16,0,False,0
DC42,DC3,DC42->DC3,2023-01-16,0,False,0
DC42,DC32,DC42->DC32,2023-01-16,0,False,0
DC42,DC34,DC42->DC34,2023-01-16,0,False,0
DC42,DC35,DC42->DC35,2023-01-16,58,False,63
DC42,DC4,DC42->DC4,2023-01-16,6,False,6
DC42,DC40,DC42->DC40,2023-01-16,0,False,0
DC42,DC5,DC42->DC5,2023-01-16,348,False,376
DC42,DC62,DC42->DC62,2023-01-16,1084,False,1170
DC42,DC65,DC42->DC65,2023-01-16,0,False,0
DC42,DC70,DC42->DC70,2023-01-16,59,False,64
DC42,DC8,DC42->DC8,2023-01-16,3574,False,3858
DC42,DC81,DC42->DC81,2023-01-16,0,False,0
DC42,DC9,DC42->DC9,2023-01-16,2872,True,3100
DC43,DC10,DC43->DC10,2023-01-16,1527,False,1648
DC43,DC12,DC43->DC12,2023-01-16,0,False,0
DC43,DC14,DC43->DC14,2023-01-16,1518,False,1639
DC43,DC29,DC43->DC29,2023-01-16,0,False,0
DC43,DC3,DC43->DC3,2023-01-16,0,False,0
DC43,DC34,DC43->DC34,2023-01-16,0,False,0
DC43,DC35,DC43->DC35,2023-01-16,16,False,17
DC43,DC4,DC43->DC4,2023-01-16,7,False,8
DC43,DC40,DC43->DC40,2023-01-16,0,False,0
DC43,DC45,DC43->DC45,2023-01-16,0,False,0
DC43,DC5,DC43->DC5,2023-01-16,738,False,797
DC43,DC62,DC43->DC62,2023-01-16,1447,False,1562
DC43,DC64,DC43->DC64,2023-01-16,0,False,0
DC43,DC65,DC43->DC65,2023-01-16,0,False,0
DC43,DC70,DC43->DC70,2023-01-16,9,False,10
DC43,DC8,DC43->DC8,2023-01-16,4944,False,5337
DC43,DC9,DC43->DC9,2023-01-16,3301,True,3563
DC44,DC10,DC44->DC10,2023-01-16,5082,False,5486
DC44,DC12,DC44->DC12,2023-01-16,0,False,0
DC44,DC14,DC44->DC14,2023-01-16,3242,False,3499
DC44,DC29,DC44->DC29,2023-01-16,0,False,0
DC44,DC3,DC44->DC3,2023-01-16,3086,True,3331
DC44,DC32,DC44->DC32,2023-01-16,0,False,0
DC44,DC34,DC44->DC34,2023-01-16,0,False,0
DC44,DC35,DC44->DC35,2023-01-16,401,False,433
DC44,DC4,DC44->DC4,2023-01-16,20,False,22
DC44,DC40,DC44->DC40,2023-01-16,0,False,0
DC44,DC5,DC44->DC5,2023-01-16,2984,False,3221
DC44,DC62,DC44->DC62,2023-01-16,4974,False,5369
DC44,DC64,DC44->DC64,2023-01-16,0,False,0
DC44,DC65,DC44->DC65,2023-01-16,0,False,0
DC44,DC70,DC44->DC70,2023-01-16,1180,False,1274
DC44,DC8,DC44->DC8,2023-01-16,15887,False,17148
DC44,DC81,DC44->DC81,2023-01-16,0,False,0
DC44,DC9,DC44->DC9,2023-01-16,25231,True,27235
DC45,DC10,DC45->DC10,2023-01-16,0,False,0
DC45,DC12,DC45->DC12,2023-01-16,0,False,0
DC45,DC14,DC45->DC14,2023-01-16,0,False,0
DC45,DC29,DC45->DC29,2023-01-16,0,False,0
DC45,DC3,DC45->DC3,2023-01-16,0,False,0
DC45,DC35,DC45->DC35,2023-01-16,0,False,0
DC45,DC4,DC45->DC4,2023-01-16,0,False,0
DC45,DC5,DC45->DC5,2023-01-16,0,False,0
DC45,DC8,DC45->DC8,2023-01-16,0,False,0
DC45,DC81,DC45->DC81,2023-01-16,0,False,0
DC45,DC9,DC45->DC9,2023-01-16,5961,True,6434
DC46,DC10,DC46->DC10,2023-01-16,1534,False,1656
DC46,DC12,DC46->DC12,2023-01-16,0,False,0
DC46,DC13,DC46->DC13,2023-01-16,0,False,0
DC46,DC14,DC46->DC14,2023-01-16,1417,False,1530
DC46,DC29,DC46->DC29,2023-01-16,0,False,0
DC46,DC3,DC46->DC3,2023-01-16,3260,True,3519
DC46,DC32,DC46->DC32,2023-01-16,0,False,0
DC46,DC34,DC46->DC34,2023-01-16,0,False,0
DC46,DC35,DC46->DC35,2023-01-16,863,False,931
DC46,DC4,DC46->DC4,2023-01-16,3,False,3
DC46,DC40,DC46->DC40,2023-01-16,0,False,0
DC46,DC5,DC46->DC5,2023-01-16,782,False,844
DC46,DC52,DC46->DC52,2023-01-16,0,False,0
DC46,DC62,DC46->DC62,2023-01-16,1498,False,1617
DC46,DC64,DC46->DC64,2023-01-16,0,False,0
DC46,DC65,DC46->DC65,2023-01-16,0,False,0
DC46,DC70,DC46->DC70,2023-01-16,1441,False,1555
DC46,DC8,DC46->DC8,2023-01-16,5814,False,6276
DC46,DC81,DC46->DC81,2023-01-16,0,False,0
DC46,DC9,DC46->DC9,2023-01-16,23396,True,25254
DC47,DC10,DC47->DC10,2023-01-16,2940,False,3173
DC47,DC12,DC47->DC12,2023-01-16,0,False,0
DC47,DC14,DC47->DC14,2023-01-16,2528,False,2729
DC47,DC29,DC47->DC29,2023-01-16,0,False,0
DC47,DC3,DC47->DC3,2023-01-16,6027,True,6506
DC47,DC34,DC47->DC34,2023-01-16,0,False,0
DC47,DC35,DC47->DC35,2023-01-16,18,False,19
DC47,DC4,DC47->DC4,2023-01-16,7,False,8
DC47,DC40,DC47->DC40,2023-01-16,0,False,0
DC47,DC5,DC47->DC5,2023-01-16,1398,False,1509
DC47,DC62,DC47->DC62,2023-01-16,3013,False,3252
DC47,DC64,DC47->DC64,2023-01-16,0,False,0
DC47,DC65,DC47->DC65,2023-01-16,0,False,0
DC47,DC70,DC47->DC70,2023-01-16,14,False,15
DC47,DC8,DC47->DC8,2023-01-16,6409,False,6918
DC47,DC81,DC47->DC81,2023-01-16,0,False,0
DC47,DC9,DC47->DC9,2023-01-16,12028,True,12983
DC48,DC10,DC48->DC10,2023-01-16,2817,False,3041
DC48,DC12,DC48->DC12,2023-01-16,0,False,0
DC48,DC14,DC48->DC14,2023-01-16,2177,False,2350
DC48,DC29,DC48->DC29,2023-01-16,0,False,0
DC48,DC3,DC48->DC3,2023-01-16,0,False,0
DC48,DC32,DC48->DC32,2023-01-16,0,False,0
DC48,DC34,DC48->DC34,2023-01-16,0,False,0
DC48,DC35,DC48->DC35,2023-01-16,12,False,13
DC48,DC4,DC48->DC4,2023-01-16,5,False,5
DC48,DC40,DC48->DC40,2023-01-16,0,False,0
DC48,DC5,DC48->DC5,2023-01-16,1169,False,1262
DC48,DC50,DC48->DC50,2023-01-16,0,False,0
DC48,DC62,DC48->DC62,2023-01-16,2239,False,2417
DC48,DC64,DC48->DC64,2023-01-16,0,False,0
DC48,DC65,DC48->DC65,2023-01-16,0,False,0
DC48,DC70,DC48->DC70,2023-01-16,137,False,148
DC48,DC8,DC48->DC8,2023-01-16,7098,False,7662
DC48,DC9,DC48->DC9,2023-01-16,7000,True,7556
DC49,DC10,DC49->DC10,2023-01-16,0,False,0
DC49,DC12,DC49->DC12,2023-01-16,0,False,0
DC49,DC14,DC49->DC14,2023-01-16,0,False,0
DC49,DC3,DC49->DC3,2023-01-16,0,False,0
DC49,DC35,DC49->DC35,2023-01-16,0,False,0
DC49,DC5,DC49->DC5,2023-01-16,0,False,0
DC49,DC9,DC49->DC9,2023-01-16,0,False,0
DC5,DC10,DC5->DC10,2023-01-16,180,False,194
DC5,DC12,DC5->DC12,2023-01-16,0,False,0
DC5,DC14,DC5->DC14,2023-01-16,74,False,80
DC5,DC15,DC5->DC15,2023-01-16,0,False,0
DC5,DC19,DC5->DC19,2023-01-16,0,False,0
DC5,DC20,DC5->DC20,2023-01-16,0,False,0
DC5,DC21,DC5->DC21,2023-01-16,0,False,0
DC5,DC22,DC5->DC22,2023-01-16,0,False,0
DC5,DC23,DC5->DC23,2023-01-16,0,False,0
DC5,DC3,DC5->DC3,2023-01-16,0,False,0
DC5,DC30,DC5->DC30,2023-01-16,0,False,0
DC5,DC31,DC5->DC31,2023-01-16,0,False,0
DC5,DC32,DC5->DC32,2023-01-16,0,False,0
DC5,DC35,DC5->DC35,2023-01-16,0,False,0
DC5,DC36,DC5->DC36,2023-01-16,0,False,0
DC5,DC4,DC5->DC4,2023-01-16,1618,False,1746
DC5,DC40,DC5->DC40,2023-01-16,0,False,0
DC5,DC51,DC5->DC51,2023-01-16,0,False,0
DC5,DC61,DC5->DC61,2023-01-16,0,False,0
DC5,DC62,DC5->DC62,2023-01-16,123,False,133
DC5,DC70,DC5->DC70,2023-01-16,8,False,9
DC5,DC8,DC5->DC8,2023-01-16,6,False,7
DC5,DC9,DC5->DC9,2023-01-16,0,False,0
DC50,DC10,DC50->DC10,2023-01-16,1465,False,1581
DC50,DC12,DC50->DC12,2023-01-16,0,False,0
DC50,DC14,DC50->DC14,2023-01-16,1063,False,1147
DC50,DC29,DC50->DC29,2023-01-16,0,False,0
DC50,DC3,DC50->DC3,2023-01-16,0,False,0
DC50,DC32,DC50->DC32,2023-01-16,0,False,0
DC50,DC34,DC50->DC34,2023-01-16,0,False,0
DC50,DC35,DC50->DC35,2023-01-16,6,False,7
DC50,DC4,DC50->DC4,2023-01-16,2,False,2
DC50,DC40,DC50->DC40,2023-01-16,0,False,0
DC50,DC48,DC50->DC48,2023-01-16,0,False,0
DC50,DC5,DC50->DC5,2023-01-16,724,False,781
DC50,DC62,DC50->DC62,2023-01-16,1149,False,1240
DC50,DC64,DC50->DC64,2023-01-16,0,False,0
DC50,DC65,DC50->DC65,2023-01-16,0,False,0
DC50,DC70,DC50->DC70,2023-01-16,7,False,8
DC50,DC8,DC50->DC8,2023-01-16,3469,False,3744
DC50,DC9,DC50->DC9,2023-01-16,4371,True,4718
DC51,DC10,DC51->DC10,2023-01-16,5362,False,5788
DC51,DC12,DC51->DC12,2023-01-16,0,False,0
DC51,DC14,DC51->DC14,2023-01-16,5047,False,5448
DC51,DC29,DC51->DC29,2023-01-16,0,False,0
DC51,DC3,DC51->DC3,2023-01-16,5197,True,5610
DC51,DC32,DC51->DC32,2023-01-16,0,False,0
DC51,DC34,DC51->DC34,2023-01-16,0,False,0
DC51,DC35,DC51->DC35,2023-01-16,265,False,286
DC51,DC4,DC51->DC4,2023-01-16,18,False,19
DC51,DC40,DC51->DC40,2023-01-16,0,False,0
DC51,DC5,DC51->DC5,2023-01-16,3208,False,3463
DC51,DC62,DC51->DC62,2023-01-16,5457,False,5890
DC51,DC64,DC51->DC64,2023-01-16,0,False,0
DC51,DC65,DC51->DC65,2023-01-16,0,False,0
DC51,DC70,DC51->DC70,2023-01-16,403,False,435
DC51,DC8,DC51->DC8,2023-01-16,17142,False,18503
DC51,DC81,DC51->DC81,2023-01-16,0,False,0
DC51,DC9,DC51->DC9,2023-01-16,40566,True,43787
DC52,DC10,DC52->DC10,2023-01-16,50,False,54
DC52,DC14,DC52->DC14,2023-01-16,28,False,30
DC52,DC3,DC52->DC3,2023-01-16,0,False,0
DC52,DC35,DC52->DC35,2023-01-16,0,False,0
DC52,DC4,DC52->DC4,2023-01-16,0,False,0
DC52,DC40,DC52->DC40,2023-01-16,0,False,0
DC52,DC46,DC52->DC46,2023-01-16,0,False,0
DC52,DC5,DC52->DC5,2023-01-16,54,False,58
DC52,DC62,DC52->DC62,2023-01-16,48,False,52
DC52,DC64,DC52->DC64,2023-01-16,0,False,0
DC52,DC65,DC52->DC65,2023-01-16,0,False,0
DC52,DC70,DC52->DC70,2023-01-16,0,False,0
DC52,DC8,DC52->DC8,2023-01-16,178,False,192
DC52,DC9,DC52->DC9,2023-01-16,0,False,0
DC53,DC10,DC53->DC10,2023-01-16,313,False,338
DC53,DC14,DC53->DC14,2023-01-16,533,False,575
DC53,DC25,DC53->DC25,2023-01-16,0,False,0
DC53,DC3,DC53->DC3,2023-01-16,0,False,0
DC53,DC33,DC53->DC33,2023-01-16,0,False,0
DC53,DC35,DC53->DC35,2023-01-16,0,False,0
DC53,DC4,DC53->DC4,2023-01-16,8,False,9
DC53,DC5,DC53->DC5,2023-01-16,276,False,298
DC53,DC62,DC53->DC62,2023-01-16,541,False,584
DC53,DC64,DC53->DC64,2023-01-16,0,False,0
DC53,DC65,DC53->DC65,2023-01-16,0,False,0
DC53,DC70,DC53->DC70,2023-01-16,0,False,0
DC53,DC8,DC53->DC8,2023-01-16,1364,False,1472
DC54,DC23,DC54->DC23,2023-01-16,0,False,0
DC54,DC37,DC54->DC37,2023-01-16,0,False,0
DC55,DC10,DC55->DC10,2023-01-16,98,False,106
DC55,DC14,DC55->DC14,2023-01-16,47,False,51
DC55,DC20,DC55->DC20,2023-01-16,0,False,0
DC55,DC3,DC55->DC3,2023-01-16,0,False,0
DC55,DC33,DC55->DC33,2023-01-16,0,False,0
DC55,DC35,DC55->DC35,2023-01-16,0,False,0
DC55,DC4,DC55->DC4,2023-01-16,319,False,344
DC55,DC5,DC55->DC5,2023-01-16,38,False,41
DC55,DC62,DC55->DC62,2023-01-16,97,False,105
DC55,DC8,DC55->DC8,2023-01-16,1,False,1
DC55,DC9,DC55->DC9,2023-01-16,0,False,0
DC56,DC10,DC56->DC10,2023-01-16,0,False,0
DC56,DC12,DC56->DC12,2023-01-16,0,False,0
DC56,DC14,DC56->DC14,2023-01-16,0,False,0
DC56,DC3,DC56->DC3,2023-01-16,0,False,0
DC56,DC35,DC56->DC35,2023-01-16,1,False,1
DC56,DC4,DC56->DC4,2023-01-16,0,False,0
DC56,DC40,DC56->DC40,2023-01-16,0,False,0
DC56,DC5,DC56->DC5,2023-01-16,0,False,0
DC56,DC61,DC56->DC61,2023-01-16,0,False,0
DC56,DC62,DC56->DC62,2023-01-16,0,False,0
DC56,DC70,DC56->DC70,2023-01-16,84,False,91
DC56,DC8,DC56->DC8,2023-01-16,0,False,0
DC56,DC9,DC56->DC9,2023-01-16,0,False,0
DC57,DC10,DC57->DC10,2023-01-16,0,False,0
DC57,DC14,DC57->DC14,2023-01-16,0,False,0
DC57,DC32,DC57->DC32,2023-01-16,0,False,0
DC57,DC35,DC57->DC35,2023-01-16,0,False,0
DC57,DC4,DC57->DC4,2023-01-16,0,False,0
DC57,DC40,DC57->DC40,2023-01-16,0,False,0
DC57,DC5,DC57->DC5,2023-01-16,0,False,0
DC57,DC62,DC57->DC62,2023-01-16,0,False,0
DC57,DC70,DC57->DC70,2023-01-16,0,False,0
DC57,DC8,DC57->DC8,2023-01-16,0,False,0
DC58,DC10,DC58->DC10,2023-01-16,0,False,0
DC58,DC12,DC58->DC12,2023-01-16,0,False,0
DC58,DC14,DC58->DC14,2023-01-16,0,False,0
DC58,DC29,DC58->DC29,2023-01-16,0,False,0
DC58,DC3,DC58->DC3,2023-01-16,0,False,0
DC58,DC34,DC58->DC34,2023-01-16,0,False,0
DC58,DC35,DC58->DC35,2023-01-16,0,False,0
DC58,DC4,DC58->DC4,2023-01-16,0,False,0
DC58,DC40,DC58->DC40,2023-01-16,0,False,0
DC58,DC5,DC58->DC5,2023-01-16,0,False,0
DC58,DC70,DC58->DC70,2023-01-16,0,False,0
DC58,DC8,DC58->DC8,2023-01-16,0,True,0
DC58,DC81,DC58->DC81,2023-01-16,0,False,0
DC58,DC9,DC58->DC9,2023-01-16,18560,True,20034
DC59,DC10,DC59->DC10,2023-01-16,734,False,792
DC59,DC14,DC59->DC14,2023-01-16,720,False,777
DC59,DC3,DC59->DC3,2023-01-16,0,False,0
DC59,DC35,DC59->DC35,2023-01-16,438,False,473
DC59,DC4,DC59->DC4,2023-01-16,1377,False,1486
DC59,DC40,DC59->DC40,2023-01-16,0,False,0
DC59,DC5,DC59->DC5,2023-01-16,272,False,294
DC59,DC62,DC59->DC62,2023-01-16,713,False,770
DC59,DC64,DC59->DC64,2023-01-16,0,False,0
DC59,DC65,DC59->DC65,2023-01-16,0,False,0
DC59,DC70,DC59->DC70,2023-01-16,541,False,584
DC59,DC8,DC59->DC8,2023-01-16,8,False,9
DC6,DC10,DC6->DC10,2023-01-16,0,False,0
DC6,DC14,DC6->DC14,2023-01-16,0,False,0
DC6,DC23,DC6->DC23,2023-01-16,0,False,0
DC6,DC4,DC6->DC4,2023-01-16,0,False,0
DC6,DC62,DC6->DC62,2023-01-16,0,False,0
DC6,DC70,DC6->DC70,2023-01-16,0,False,0
DC60,DC10,DC60->DC10,2023-01-16,606,False,654
DC60,DC14,DC60->DC14,2023-01-16,792,False,855
DC60,DC3,DC60->DC3,2023-01-16,0,False,0
DC60,DC34,DC60->DC34,2023-01-16,0,False,0
DC60,DC35,DC60->DC35,2023-01-16,159,False,172
DC60,DC4,DC60->DC4,2023-01-16,20,False,22
DC60,DC40,DC60->DC40,2023-01-16,0,False,0
DC60,DC5,DC60->DC5,2023-01-16,615,False,664
DC60,DC62,DC60->DC62,2023-01-16,1374,False,1483
DC60,DC64,DC60->DC64,2023-01-16,0,False,0
DC60,DC70,DC60->DC70,2023-01-16,233,False,251
DC60,DC8,DC60->DC8,2023-01-16,2558,False,2761
DC61,DC10,DC61->DC10,2023-01-16,0,False,0
DC61,DC14,DC61->DC14,2023-01-16,0,False,0
DC61,DC3,DC61->DC3,2023-01-16,0,False,0
DC61,DC4,DC61->DC4,2023-01-16,0,False,0
DC61,DC5,DC61->DC5,2023-01-16,0,False,0
DC62,DC10,DC62->DC10,2023-01-16,10783,False,11639
DC62,DC14,DC62->DC14,2023-01-16,10529,False,11365
DC62,DC15,DC62->DC15,2023-01-16,0,False,0
DC62,DC17,DC62->DC17,2023-01-16,0,False,0
DC62,DC20,DC62->DC20,2023-01-16,0,False,0
DC62,DC21,DC62->DC21,2023-01-16,0,False,0
DC62,DC22,DC62->DC22,2023-01-16,0,False,0
DC62,DC23,DC62->DC23,2023-01-16,0,False,0
DC62,DC3,DC62->DC3,2023-01-16,6,False,6
DC62,DC30,DC62->DC30,2023-01-16,0,False,0
DC62,DC32,DC62->DC32,2023-01-16,0,False,0
DC62,DC33,DC62->DC33,2023-01-16,0,False,0
DC62,DC34,DC62->DC34,2023-01-16,0,False,0
DC62,DC35,DC62->DC35,2023-01-16,57,False,61
DC62,DC38,DC62->DC38,2023-01-16,0,False,0
DC62,DC4,DC62->DC4,2023-01-16,175,False,189
DC62,DC40,DC62->DC40,2023-01-16,0,False,0
DC62,DC5,DC62->DC5,2023-01-16,2426,False,2619
DC62,DC50,DC62->DC50,2023-01-16,0,False,0
DC62,DC64,DC62->DC64,2023-01-16,0,False,0
DC62,DC65,DC62->DC65,2023-01-16,0,False,0
DC62,DC70,DC62->DC70,2023-01-16,18,False,19
DC62,DC73,DC62->DC73,2023-01-16,0,False,0
DC62,DC76,DC62->DC76,2023-01-16,0,False,0
DC62,DC8,DC62->DC8,2023-01-16,25227,False,27230
DC62,DC9,DC62->DC9,2023-01-16,0,False,0
DC63,DC10,DC63->DC10,2023-01-16,0,False,0
DC63,DC14,DC63->DC14,2023-01-16,0,False,0
DC63,DC8,DC63->DC8,2023-01-16,0,False,0
DC64,DC10,DC64->DC10,2023-01-16,0,False,0
DC64,DC14,DC64->DC14,2023-01-16,0,False,0
DC64,DC30,DC64->DC30,2023-01-16,0,False,0
DC64,DC4,DC64->DC4,2023-01-16,0,False,0
DC64,DC5,DC64->DC5,2023-01-16,0,False,0
DC64,DC62,DC64->DC62,2023-01-16,0,False,0
DC64,DC8,DC64->DC8,2023-01-16,0,False,0
DC65,DC10,DC65->DC10,2023-01-16,0,False,0
DC65,DC14,DC65->DC14,2023-01-16,0,False,0
DC65,DC4,DC65->DC4,2023-01-16,0,False,0
DC65,DC43,DC65->DC43,2023-01-16,0,False,0
DC65,DC5,DC65->DC5,2023-01-16,0,False,0
DC65,DC62,DC65->DC62,2023-01-16,0,False,0
DC65,DC8,DC65->DC8,2023-01-16,0,False,0
DC66,DC10,DC66->DC10,2023-01-16,0,False,0
DC66,DC14,DC66->DC14,2023-01-16,0,False,0
DC66,DC3,DC66->DC3,2023-01-16,0,False,0
DC66,DC4,DC66->DC4,2023-01-16,0,False,0
DC66,DC5,DC66->DC5,2023-01-16,0,False,0
DC66,DC8,DC66->DC8,2023-01-16,0,False,0
DC66,DC9,DC66->DC9,2023-01-16,0,False,0
DC67,DC10,DC67->DC10,2023-01-16,0,False,0
DC67,DC12,DC67->DC12,2023-01-16,0,False,0
DC67,DC14,DC67->DC14,2023-01-16,0,False,0
DC67,DC3,DC67->DC3,2023-01-16,0,False,0
DC67,DC32,DC67->DC32,2023-01-16,0,False,0
DC67,DC34,DC67->DC34,2023-01-16,0,False,0
DC67,DC35,DC67->DC35,2023-01-16,0,False,0
DC67,DC40,DC67->DC40,2023-01-16,0,False,0
DC67,DC5,DC67->DC5,2023-01-16,0,False,0
DC67,DC9,DC67->DC9,2023-01-16,0,False,0
DC68,DC10,DC68->DC10,2023-01-16,191,False,206
DC68,DC14,DC68->DC14,2023-01-16,184,False,199
DC68,DC3,DC68->DC3,2023-01-16,0,False,0
DC68,DC35,DC68->DC35,2023-01-16,0,False,0
DC68,DC4,DC68->DC4,2023-01-16,4,False,4
DC68,DC40,DC68->DC40,2023-01-16,0,False,0
DC68,DC5,DC68->DC5,2023-01-16,77,False,83
DC68,DC62,DC68->DC62,2023-01-16,197,False,213
DC68,DC64,DC68->DC64,2023-01-16,0,False,0
DC68,DC65,DC68->DC65,2023-01-16,0,False,0
DC68,DC70,DC68->DC70,2023-01-16,0,False,0
DC68,DC8,DC68->DC8,2023-01-16,1382,False,1492
DC69,DC10,DC69->DC10,2023-01-16,745,False,804
DC69,DC14,DC69->DC14,2023-01-16,724,False,781
