scheme,date,original_edge,demand_type,alternative_origin,alternative_dest,alternative_edge,allocated_volume,unserved_volume
min_changed_plus_2,2023-01-10,DC51->DC5,inbound_to_closed_site,DC51,DC10,DC51->DC10,3184,0
min_changed_plus_2,2023-01-10,DC52->DC5,inbound_to_closed_site,DC52,DC62,DC52->DC62,49,0
min_changed_plus_2,2023-01-10,DC53->DC5,inbound_to_closed_site,DC53,DC10,DC53->DC10,317,0
min_changed_plus_2,2023-01-10,DC55->DC5,inbound_to_closed_site,DC55,DC4,DC55->DC4,37,0
min_changed_plus_2,2023-01-10,DC59->DC5,inbound_to_closed_site,DC59,DC14,DC59->DC14,287,0
min_changed_plus_2,2023-01-10,DC60->DC5,inbound_to_closed_site,DC60,DC10,DC60->DC10,984,0
min_changed_plus_2,2023-01-10,DC62->DC5,inbound_to_closed_site,DC62,DC14,DC62->DC14,2618,0
min_changed_plus_2,2023-01-10,DC68->DC5,inbound_to_closed_site,DC68,DC14,DC68->DC14,78,0
min_changed_plus_2,2023-01-10,DC69->DC5,inbound_to_closed_site,DC69,DC10,DC69->DC10,18,0
min_changed_plus_2,2023-01-10,DC7->DC5,inbound_to_closed_site,DC7,DC4,DC7->DC4,153,0
min_changed_plus_2,2023-01-10,DC71->DC5,inbound_to_closed_site,DC71,DC10,DC71->DC10,55,0
min_changed_plus_2,2023-01-10,DC73->DC5,inbound_to_closed_site,DC73,DC3,DC73->DC3,2578,0
min_changed_plus_2,2023-01-10,DC8->DC5,inbound_to_closed_site,DC8,DC10,DC8->DC10,4574,0
min_changed_plus_2,2023-01-10,DC9->DC5,inbound_to_closed_site,DC9,DC3,DC9->DC3,12273,0
min_changed_plus_2,2023-01-10,DC9->DC5,inbound_to_closed_site,DC9,DC8,DC9->DC8,1866,0
min_changed_plus_2,2023-01-11,DC10->DC5,inbound_to_closed_site,DC10,DC4,DC10->DC4,6503,0
min_changed_plus_2,2023-01-11,DC14->DC5,inbound_to_closed_site,DC14,DC35,DC14->DC35,13894,0
min_changed_plus_2,2023-01-11,DC15->DC5,inbound_to_closed_site,DC15,DC8,DC15->DC8,2850,0
min_changed_plus_2,2023-01-11,DC17->DC5,inbound_to_closed_site,DC17,DC35,DC17->DC35,8288,0
min_changed_plus_2,2023-01-11,DC19->DC5,inbound_to_closed_site,DC19,DC14,DC19->DC14,4741,0
min_changed_plus_2,2023-01-11,DC20->DC5,inbound_to_closed_site,DC20,DC4,DC20->DC4,4660,0
min_changed_plus_2,2023-01-11,DC21->DC5,inbound_to_closed_site,DC21,DC10,DC21->DC10,8812,0
min_changed_plus_2,2023-01-11,DC22->DC5,inbound_to_closed_site,DC22,DC62,DC22->DC62,5107,0
min_changed_plus_2,2023-01-11,DC23->DC5,inbound_to_closed_site,DC23,DC3,DC23->DC3,5673,0
min_changed_plus_2,2023-01-11,DC25->DC5,inbound_to_closed_site,DC25,DC10,DC25->DC10,4636,0
min_changed_plus_2,2023-01-11,DC26->DC5,inbound_to_closed_site,DC26,DC9,DC26->DC9,1308,0
min_changed_plus_2,2023-01-11,DC27->DC5,inbound_to_closed_site,DC27,DC65,DC27->DC65,1478,0
min_changed_plus_2,2023-01-11,DC28->DC5,inbound_to_closed_site,DC28,DC8,DC28->DC8,2098,0
min_changed_plus_2,2023-01-11,DC30->DC5,inbound_to_closed_site,DC30,DC62,DC30->DC62,1354,0
min_changed_plus_2,2023-01-11,DC31->DC5,inbound_to_closed_site,DC31,DC64,DC31->DC64,56,0
min_changed_plus_2,2023-01-11,DC34->DC5,inbound_to_closed_site,DC34,DC12,DC34->DC12,9,0
min_changed_plus_2,2023-01-11,DC36->DC5,inbound_to_closed_site,DC36,DC64,DC36->DC64,7838,0
min_changed_plus_2,2023-01-11,DC38->DC5,inbound_to_closed_site,DC38,DC62,DC38->DC62,2620,0
min_changed_plus_2,2023-01-11,DC4->DC5,inbound_to_closed_site,DC4,DC62,DC4->DC62,11,0
min_changed_plus_2,2023-01-11,DC40->DC5,inbound_to_closed_site,DC40,DC8,DC40->DC8,7,0
min_changed_plus_2,2023-01-11,DC42->DC5,inbound_to_closed_site,DC42,DC14,DC42->DC14,357,0
min_changed_plus_2,2023-01-11,DC43->DC5,inbound_to_closed_site,DC43,DC3,DC43->DC3,718,0
min_changed_plus_2,2023-01-11,DC44->DC5,inbound_to_closed_site,DC44,DC3,DC44->DC3,2737,0
min_changed_plus_2,2023-01-11,DC46->DC5,inbound_to_closed_site,DC46,DC62,DC46->DC62,789,0
min_changed_plus_2,2023-01-11,DC47->DC5,inbound_to_closed_site,DC47,DC9,DC47->DC9,1385,0
min_changed_plus_2,2023-01-11,DC48->DC5,inbound_to_closed_site,DC48,DC8,DC48->DC8,1164,0
min_changed_plus_2,2023-01-11,DC5->DC10,outbound_from_closed_site,DC60,DC10,DC60->DC10,169,0
min_changed_plus_2,2023-01-11,DC5->DC14,outbound_from_closed_site,DC68,DC14,DC68->DC14,74,0
min_changed_plus_2,2023-01-11,DC5->DC4,outbound_from_closed_site,DC26,DC4,DC26->DC4,1538,0
min_changed_plus_2,2023-01-11,DC5->DC62,outbound_from_closed_site,DC50,DC62,DC50->DC62,144,0
min_changed_plus_2,2023-01-11,DC5->DC70,outbound_from_closed_site,DC44,DC70,DC44->DC70,7,0
min_changed_plus_2,2023-01-11,DC5->DC8,outbound_from_closed_site,DC40,DC8,DC40->DC8,6,0
min_changed_plus_2,2023-01-11,DC50->DC5,inbound_to_closed_site,DC50,DC62,DC50->DC62,725,0
min_changed_plus_2,2023-01-11,DC51->DC5,inbound_to_closed_site,DC51,DC10,DC51->DC10,3138,0
min_changed_plus_2,2023-01-11,DC52->DC5,inbound_to_closed_site,DC52,DC8,DC52->DC8,48,0
min_changed_plus_2,2023-01-11,DC53->DC5,inbound_to_closed_site,DC53,DC10,DC53->DC10,319,0
min_changed_plus_2,2023-01-11,DC55->DC5,inbound_to_closed_site,DC55,DC14,DC55->DC14,37,0
min_changed_plus_2,2023-01-11,DC59->DC5,inbound_to_closed_site,DC59,DC14,DC59->DC14,267,0
min_changed_plus_2,2023-01-11,DC60->DC5,inbound_to_closed_site,DC60,DC10,DC60->DC10,983,0
min_changed_plus_2,2023-01-11,DC62->DC5,inbound_to_closed_site,DC62,DC14,DC62->DC14,2600,0
min_changed_plus_2,2023-01-11,DC68->DC5,inbound_to_closed_site,DC68,DC14,DC68->DC14,75,0
min_changed_plus_2,2023-01-11,DC69->DC5,inbound_to_closed_site,DC69,DC10,DC69->DC10,19,0
min_changed_plus_2,2023-01-11,DC7->DC5,inbound_to_closed_site,DC7,DC4,DC7->DC4,166,0
min_changed_plus_2,2023-01-11,DC71->DC5,inbound_to_closed_site,DC71,DC10,DC71->DC10,52,0
min_changed_plus_2,2023-01-11,DC73->DC5,inbound_to_closed_site,DC73,DC3,DC73->DC3,2524,0
min_changed_plus_2,2023-01-11,DC8->DC5,inbound_to_closed_site,DC8,DC10,DC8->DC10,4574,0
min_changed_plus_2,2023-01-11,DC9->DC5,inbound_to_closed_site,DC9,DC3,DC9->DC3,11144,0
min_changed_plus_2,2023-01-12,DC10->DC5,inbound_to_closed_site,DC10,DC9,DC10->DC9,6338,0
min_changed_plus_2,2023-01-12,DC14->DC5,inbound_to_closed_site,DC14,DC35,DC14->DC35,13782,0
min_changed_plus_2,2023-01-12,DC15->DC5,inbound_to_closed_site,DC15,DC8,DC15->DC8,2801,0
min_changed_plus_2,2023-01-12,DC17->DC5,inbound_to_closed_site,DC17,DC35,DC17->DC35,8289,0
min_changed_plus_2,2023-01-12,DC19->DC5,inbound_to_closed_site,DC19,DC12,DC19->DC12,4741,0
min_changed_plus_2,2023-01-12,DC20->DC5,inbound_to_closed_site,DC20,DC10,DC20->DC10,4629,0
min_changed_plus_2,2023-01-12,DC21->DC5,inbound_to_closed_site,DC21,DC4,DC21->DC4,7302,0
min_changed_plus_2,2023-01-12,DC22->DC5,inbound_to_closed_site,DC22,DC64,DC22->DC64,4958,0
min_changed_plus_2,2023-01-12,DC23->DC5,inbound_to_closed_site,DC23,DC62,DC23->DC62,5679,0
min_changed_plus_2,2023-01-12,DC25->DC5,inbound_to_closed_site,DC25,DC14,DC25->DC14,4365,0
min_changed_plus_2,2023-01-12,DC26->DC5,inbound_to_closed_site,DC26,DC9,DC26->DC9,1200,0
min_changed_plus_2,2023-01-12,DC27->DC5,inbound_to_closed_site,DC27,DC65,DC27->DC65,1422,0
min_changed_plus_2,2023-01-12,DC28->DC5,inbound_to_closed_site,DC28,DC8,DC28->DC8,2068,0
min_changed_plus_2,2023-01-12,DC30->DC5,inbound_to_closed_site,DC30,DC62,DC30->DC62,1329,0
min_changed_plus_2,2023-01-12,DC31->DC5,inbound_to_closed_site,DC31,DC4,DC31->DC4,55,0
min_changed_plus_2,2023-01-12,DC34->DC5,inbound_to_closed_site,DC34,DC12,DC34->DC12,11,0
min_changed_plus_2,2023-01-12,DC36->DC5,inbound_to_closed_site,DC36,DC64,DC36->DC64,7843,0
min_changed_plus_2,2023-01-12,DC38->DC5,inbound_to_closed_site,DC38,DC62,DC38->DC62,2607,0
min_changed_plus_2,2023-01-12,DC4->DC5,inbound_to_closed_site,DC4,DC62,DC4->DC62,11,0
min_changed_plus_2,2023-01-12,DC40->DC5,inbound_to_closed_site,DC40,DC9,DC40->DC9,6,0
min_changed_plus_2,2023-01-12,DC42->DC5,inbound_to_closed_site,DC42,DC14,DC42->DC14,347,0
min_changed_plus_2,2023-01-12,DC43->DC5,inbound_to_closed_site,DC43,DC3,DC43->DC3,717,0
min_changed_plus_2,2023-01-12,DC44->DC5,inbound_to_closed_site,DC44,DC3,DC44->DC3,2618,0
min_changed_plus_2,2023-01-12,DC46->DC5,inbound_to_closed_site,DC46,DC62,DC46->DC62,783,0
min_changed_plus_2,2023-01-12,DC47->DC5,inbound_to_closed_site,DC47,DC9,DC47->DC9,1303,0
min_changed_plus_2,2023-01-12,DC48->DC5,inbound_to_closed_site,DC48,DC8,DC48->DC8,1127,0
min_changed_plus_2,2023-01-12,DC5->DC10,outbound_from_closed_site,DC38,DC10,DC38->DC10,169,0
min_changed_plus_2,2023-01-12,DC5->DC14,outbound_from_closed_site,DC9,DC14,DC9->DC14,74,0
min_changed_plus_2,2023-01-12,DC5->DC4,outbound_from_closed_site,DC31,DC4,DC31->DC4,1363,0
min_changed_plus_2,2023-01-12,DC5->DC62,outbound_from_closed_site,DC23,DC62,DC23->DC62,137,0
min_changed_plus_2,2023-01-12,DC5->DC70,outbound_from_closed_site,DC14,DC70,DC14->DC70,7,0
min_changed_plus_2,2023-01-12,DC5->DC8,outbound_from_closed_site,DC15,DC8,DC15->DC8,6,0
min_changed_plus_2,2023-01-12,DC50->DC5,inbound_to_closed_site,DC50,DC62,DC50->DC62,692,0
min_changed_plus_2,2023-01-12,DC51->DC5,inbound_to_closed_site,DC51,DC10,DC51->DC10,2999,0
min_changed_plus_2,2023-01-12,DC52->DC5,inbound_to_closed_site,DC52,DC8,DC52->DC8,53,0
min_changed_plus_2,2023-01-12,DC53->DC5,inbound_to_closed_site,DC53,DC62,DC53->DC62,306,0
min_changed_plus_2,2023-01-12,DC55->DC5,inbound_to_closed_site,DC55,DC4,DC55->DC4,37,0
min_changed_plus_2,2023-01-12,DC59->DC5,inbound_to_closed_site,DC59,DC14,DC59->DC14,291,0
min_changed_plus_2,2023-01-12,DC60->DC5,inbound_to_closed_site,DC60,DC10,DC60->DC10,985,0
min_changed_plus_2,2023-01-12,DC62->DC5,inbound_to_closed_site,DC62,DC14,DC62->DC14,2554,0
min_changed_plus_2,2023-01-12,DC68->DC5,inbound_to_closed_site,DC68,DC14,DC68->DC14,76,0
min_changed_plus_2,2023-01-12,DC69->DC5,inbound_to_closed_site,DC69,DC14,DC69->DC14,20,0
min_changed_plus_2,2023-01-12,DC7->DC5,inbound_to_closed_site,DC7,DC14,DC7->DC14,167,0
min_changed_plus_2,2023-01-12,DC71->DC5,inbound_to_closed_site,DC71,DC10,DC71->DC10,55,0
min_changed_plus_2,2023-01-12,DC73->DC5,inbound_to_closed_site,DC73,DC3,DC73->DC3,2472,0
min_changed_plus_2,2023-01-12,DC8->DC5,inbound_to_closed_site,DC8,DC10,DC8->DC10,4548,0
min_changed_plus_2,2023-01-12,DC9->DC5,inbound_to_closed_site,DC9,DC14,DC9->DC14,12041,0
min_changed_plus_2,2023-01-13,DC10->DC5,inbound_to_closed_site,DC10,DC62,DC10->DC62,6306,0
min_changed_plus_2,2023-01-13,DC14->DC5,inbound_to_closed_site,DC14,DC62,DC14->DC62,13894,0
min_changed_plus_2,2023-01-13,DC15->DC5,inbound_to_closed_site,DC15,DC9,DC15->DC9,2842,0
min_changed_plus_2,2023-01-13,DC17->DC5,inbound_to_closed_site,DC17,DC4,DC17->DC4,8365,0
min_changed_plus_2,2023-01-13,DC19->DC5,inbound_to_closed_site,DC19,DC3,DC19->DC3,4662,0
min_changed_plus_2,2023-01-13,DC20->DC5,inbound_to_closed_site,DC20,DC8,DC20->DC8,4648,0
min_changed_plus_2,2023-01-13,DC21->DC5,inbound_to_closed_site,DC21,DC3,DC21->DC3,9565,0
min_changed_plus_2,2023-01-13,DC22->DC5,inbound_to_closed_site,DC22,DC65,DC22->DC65,5072,0
min_changed_plus_2,2023-01-13,DC23->DC5,inbound_to_closed_site,DC23,DC64,DC23->DC64,5658,0
min_changed_plus_2,2023-01-13,DC25->DC5,inbound_to_closed_site,DC25,DC3,DC25->DC3,4610,0
min_changed_plus_2,2023-01-13,DC26->DC5,inbound_to_closed_site,DC26,DC14,DC26->DC14,1102,0
min_changed_plus_2,2023-01-13,DC26->DC5,inbound_to_closed_site,DC26,DC32,DC26->DC32,113,0
min_changed_plus_2,2023-01-13,DC27->DC5,inbound_to_closed_site,DC27,DC62,DC27->DC62,1447,0
min_changed_plus_2,2023-01-13,DC28->DC5,inbound_to_closed_site,DC28,DC10,DC28->DC10,2093,0
min_changed_plus_2,2023-01-13,DC30->DC5,inbound_to_closed_site,DC30,DC8,DC30->DC8,1330,0
min_changed_plus_2,2023-01-13,DC31->DC5,inbound_to_closed_site,DC31,DC10,DC31->DC10,53,0
min_changed_plus_2,2023-01-13,DC34->DC5,inbound_to_closed_site,DC34,DC8,DC34->DC8,11,0
min_changed_plus_2,2023-01-13,DC36->DC5,inbound_to_closed_site,DC36,DC8,DC36->DC8,7841,0
min_changed_plus_2,2023-01-13,DC38->DC5,inbound_to_closed_site,DC38,DC70,DC38->DC70,2678,0
min_changed_plus_2,2023-01-13,DC4->DC5,inbound_to_closed_site,DC4,DC3,DC4->DC3,13,0
min_changed_plus_2,2023-01-13,DC40->DC5,inbound_to_closed_site,DC40,DC3,DC40->DC3,8,0
min_changed_plus_2,2023-01-13,DC42->DC5,inbound_to_closed_site,DC42,DC9,DC42->DC9,347,0
min_changed_plus_2,2023-01-13,DC43->DC5,inbound_to_closed_site,DC43,DC8,DC43->DC8,749,0
min_changed_plus_2,2023-01-13,DC44->DC5,inbound_to_closed_site,DC44,DC10,DC44->DC10,2685,0
min_changed_plus_2,2023-01-13,DC46->DC5,inbound_to_closed_site,DC46,DC9,DC46->DC9,775,0
min_changed_plus_2,2023-01-13,DC47->DC5,inbound_to_closed_site,DC47,DC9,DC47->DC9,1362,0
min_changed_plus_2,2023-01-13,DC48->DC5,inbound_to_closed_site,DC48,DC10,DC48->DC10,1152,0
min_changed_plus_2,2023-01-13,DC5->DC10,outbound_from_closed_site,DC68,DC10,DC68->DC10,168,0
min_changed_plus_2,2023-01-13,DC5->DC14,outbound_from_closed_site,DC48,DC14,DC48->DC14,72,0
min_changed_plus_2,2023-01-13,DC5->DC4,outbound_from_closed_site,DC17,DC4,DC17->DC4,1267,0
min_changed_plus_2,2023-01-13,DC5->DC62,outbound_from_closed_site,DC10,DC62,DC10->DC62,140,0
min_changed_plus_2,2023-01-13,DC5->DC70,outbound_from_closed_site,DC38,DC70,DC38->DC70,6,0
min_changed_plus_2,2023-01-13,DC5->DC8,outbound_from_closed_site,DC34,DC8,DC34->DC8,6,0
min_changed_plus_2,2023-01-13,DC50->DC5,inbound_to_closed_site,DC50,DC8,DC50->DC8,710,0
min_changed_plus_2,2023-01-13,DC51->DC5,inbound_to_closed_site,DC51,DC35,DC51->DC35,3099,0
min_changed_plus_2,2023-01-13,DC52->DC5,inbound_to_closed_site,DC52,DC4,DC52->DC4,50,0
min_changed_plus_2,2023-01-13,DC53->DC5,inbound_to_closed_site,DC53,DC10,DC53->DC10,299,0
min_changed_plus_2,2023-01-13,DC55->DC5,inbound_to_closed_site,DC55,DC4,DC55->DC4,36,0
min_changed_plus_2,2023-01-13,DC59->DC5,inbound_to_closed_site,DC59,DC8,DC59->DC8,288,0
min_changed_plus_2,2023-01-13,DC60->DC5,inbound_to_closed_site,DC60,DC62,DC60->DC62,999,0
min_changed_plus_2,2023-01-13,DC62->DC5,inbound_to_closed_site,DC62,DC10,DC62->DC10,2593,0
min_changed_plus_2,2023-01-13,DC68->DC5,inbound_to_closed_site,DC68,DC10,DC68->DC10,70,0
min_changed_plus_2,2023-01-13,DC69->DC5,inbound_to_closed_site,DC69,DC14,DC69->DC14,19,0
min_changed_plus_2,2023-01-13,DC7->DC5,inbound_to_closed_site,DC7,DC9,DC7->DC9,165,0
min_changed_plus_2,2023-01-13,DC71->DC5,inbound_to_closed_site,DC71,DC4,DC71->DC4,53,0
min_changed_plus_2,2023-01-13,DC73->DC5,inbound_to_closed_site,DC73,DC4,DC73->DC4,2487,0
min_changed_plus_2,2023-01-13,DC8->DC5,inbound_to_closed_site,DC8,DC4,DC8->DC4,4222,0
min_changed_plus_2,2023-01-13,DC9->DC5,inbound_to_closed_site,DC9,DC10,DC9->DC10,1761,0
min_changed_plus_2,2023-01-13,DC9->DC5,inbound_to_closed_site,DC9,DC12,DC9->DC12,388,0
min_changed_plus_2,2023-01-13,DC9->DC5,inbound_to_closed_site,DC9,DC13,DC9->DC13,10,0
min_changed_plus_2,2023-01-13,DC9->DC5,inbound_to_closed_site,DC9,DC14,DC9->DC14,42,0
min_changed_plus_2,2023-01-13,DC9->DC5,inbound_to_closed_site,DC9,DC19,DC9->DC19,2,0
min_changed_plus_2,2023-01-13,DC9->DC5,inbound_to_closed_site,DC9,DC21,DC9->DC21,1,0
min_changed_plus_2,2023-01-13,DC9->DC5,inbound_to_closed_site,DC9,DC22,DC9->DC22,5,0
min_changed_plus_2,2023-01-13,DC9->DC5,inbound_to_closed_site,DC9,DC23,DC9->DC23,2,0
min_changed_plus_2,2023-01-13,DC9->DC5,inbound_to_closed_site,DC9,DC25,DC9->DC25,44,0
min_changed_plus_2,2023-01-13,DC9->DC5,inbound_to_closed_site,DC9,DC3,DC9->DC3,1221,0
min_changed_plus_2,2023-01-13,DC9->DC5,inbound_to_closed_site,DC9,DC32,DC9->DC32,120,0
min_changed_plus_2,2023-01-13,DC9->DC5,inbound_to_closed_site,DC9,DC34,DC9->DC34,476,0
min_changed_plus_2,2023-01-13,DC9->DC5,inbound_to_closed_site,DC9,DC35,DC9->DC35,259,0
min_changed_plus_2,2023-01-13,DC9->DC5,inbound_to_closed_site,DC9,DC36,DC9->DC36,12,0
min_changed_plus_2,2023-01-13,DC9->DC5,inbound_to_closed_site,DC9,DC4,DC9->DC4,2114,0
min_changed_plus_2,2023-01-13,DC9->DC5,inbound_to_closed_site,DC9,DC40,DC9->DC40,12,0
min_changed_plus_2,2023-01-13,DC9->DC5,inbound_to_closed_site,DC9,DC48,DC9->DC48,7,0
min_changed_plus_2,2023-01-13,DC9->DC5,inbound_to_closed_site,DC9,DC51,DC9->DC51,2,0
min_changed_plus_2,2023-01-13,DC9->DC5,inbound_to_closed_site,DC9,DC58,DC9->DC58,1,0
min_changed_plus_2,2023-01-13,DC9->DC5,inbound_to_closed_site,DC9,DC62,DC9->DC62,2,0
min_changed_plus_2,2023-01-13,DC9->DC5,inbound_to_closed_site,DC9,DC67,DC9->DC67,142,0
min_changed_plus_2,2023-01-13,DC9->DC5,inbound_to_closed_site,DC9,DC79,DC9->DC79,2,0
min_changed_plus_2,2023-01-13,DC9->DC5,inbound_to_closed_site,DC9,DC8,DC9->DC8,2225,0
min_changed_plus_2,2023-01-13,DC9->DC5,inbound_to_closed_site,,,,0,16196
min_changed_plus_2,2023-01-14,DC10->DC5,inbound_to_closed_site,DC10,DC14,DC10->DC14,6079,0
min_changed_plus_2,2023-01-14,DC14->DC5,inbound_to_closed_site,DC14,DC35,DC14->DC35,13717,0
min_changed_plus_2,2023-01-14,DC15->DC5,inbound_to_closed_site,DC15,DC62,DC15->DC62,2732,0
min_changed_plus_2,2023-01-14,DC17->DC5,inbound_to_closed_site,DC17,DC14,DC17->DC14,8267,0
min_changed_plus_2,2023-01-14,DC19->DC5,inbound_to_closed_site,DC19,DC14,DC19->DC14,4631,0
min_changed_plus_2,2023-01-14,DC20->DC5,inbound_to_closed_site,DC20,DC4,DC20->DC4,4604,0
min_changed_plus_2,2023-01-14,DC21->DC5,inbound_to_closed_site,DC21,DC4,DC21->DC4,7791,0
min_changed_plus_2,2023-01-14,DC22->DC5,inbound_to_closed_site,DC22,DC62,DC22->DC62,4867,0
min_changed_plus_2,2023-01-14,DC23->DC5,inbound_to_closed_site,DC23,DC14,DC23->DC14,5614,0
min_changed_plus_2,2023-01-14,DC25->DC5,inbound_to_closed_site,DC25,DC10,DC25->DC10,4135,0
min_changed_plus_2,2023-01-14,DC26->DC5,inbound_to_closed_site,DC26,DC4,DC26->DC4,1177,0
min_changed_plus_2,2023-01-14,DC27->DC5,inbound_to_closed_site,DC27,DC65,DC27->DC65,1356,0
min_changed_plus_2,2023-01-14,DC28->DC5,inbound_to_closed_site,DC28,DC8,DC28->DC8,2057,0
min_changed_plus_2,2023-01-14,DC30->DC5,inbound_to_closed_site,DC30,DC62,DC30->DC62,1271,0
min_changed_plus_2,2023-01-14,DC31->DC5,inbound_to_closed_site,DC31,DC4,DC31->DC4,37,0
min_changed_plus_2,2023-01-14,DC34->DC5,inbound_to_closed_site,DC34,DC4,DC34->DC4,8,0
min_changed_plus_2,2023-01-14,DC36->DC5,inbound_to_closed_site,DC36,DC64,DC36->DC64,7776,0
min_changed_plus_2,2023-01-14,DC38->DC5,inbound_to_closed_site,DC38,DC4,DC38->DC4,2580,0
min_changed_plus_2,2023-01-14,DC4->DC5,inbound_to_closed_site,DC4,DC10,DC4->DC10,9,0
min_changed_plus_2,2023-01-14,DC40->DC5,inbound_to_closed_site,DC40,DC4,DC40->DC4,6,0
min_changed_plus_2,2023-01-14,DC42->DC5,inbound_to_closed_site,DC42,DC4,DC42->DC4,333,0
min_changed_plus_2,2023-01-14,DC43->DC5,inbound_to_closed_site,DC43,DC4,DC43->DC4,730,0
min_changed_plus_2,2023-01-14,DC44->DC5,inbound_to_closed_site,DC44,DC3,DC44->DC3,2757,0
min_changed_plus_2,2023-01-14,DC46->DC5,inbound_to_closed_site,DC46,DC4,DC46->DC4,789,0
min_changed_plus_2,2023-01-14,DC47->DC5,inbound_to_closed_site,DC47,DC70,DC47->DC70,1316,0
min_changed_plus_2,2023-01-14,DC48->DC5,inbound_to_closed_site,DC48,DC4,DC48->DC4,1074,0
min_changed_plus_2,2023-01-14,DC5->DC10,outbound_from_closed_site,DC68,DC10,DC68->DC10,160,0
min_changed_plus_2,2023-01-14,DC5->DC14,outbound_from_closed_site,DC8,DC14,DC8->DC14,71,0
min_changed_plus_2,2023-01-14,DC5->DC4,outbound_from_closed_site,DC38,DC4,DC38->DC4,1407,0
min_changed_plus_2,2023-01-14,DC5->DC62,outbound_from_closed_site,DC15,DC62,DC15->DC62,121,0
min_changed_plus_2,2023-01-14,DC5->DC70,outbound_from_closed_site,DC52,DC70,DC52->DC70,7,0
min_changed_plus_2,2023-01-14,DC5->DC8,outbound_from_closed_site,DC28,DC8,DC28->DC8,6,0
min_changed_plus_2,2023-01-14,DC50->DC5,inbound_to_closed_site,DC50,DC4,DC50->DC4,682,0
min_changed_plus_2,2023-01-14,DC51->DC5,inbound_to_closed_site,DC51,DC10,DC51->DC10,2970,0
min_changed_plus_2,2023-01-14,DC52->DC5,inbound_to_closed_site,DC52,DC70,DC52->DC70,52,0
min_changed_plus_2,2023-01-14,DC53->DC5,inbound_to_closed_site,DC53,DC10,DC53->DC10,264,0
min_changed_plus_2,2023-01-14,DC55->DC5,inbound_to_closed_site,DC55,DC4,DC55->DC4,37,0
min_changed_plus_2,2023-01-14,DC59->DC5,inbound_to_closed_site,DC59,DC4,DC59->DC4,259,0
min_changed_plus_2,2023-01-14,DC60->DC5,inbound_to_closed_site,DC60,DC10,DC60->DC10,871,0
min_changed_plus_2,2023-01-14,DC62->DC5,inbound_to_closed_site,DC62,DC14,DC62->DC14,2381,0
min_changed_plus_2,2023-01-14,DC68->DC5,inbound_to_closed_site,DC68,DC10,DC68->DC10,68,0
min_changed_plus_2,2023-01-14,DC69->DC5,inbound_to_closed_site,DC69,DC10,DC69->DC10,15,0
min_changed_plus_2,2023-01-14,DC7->DC5,inbound_to_closed_site,DC7,DC4,DC7->DC4,150,0
min_changed_plus_2,2023-01-14,DC71->DC5,inbound_to_closed_site,DC71,DC4,DC71->DC4,46,0
min_changed_plus_2,2023-01-14,DC73->DC5,inbound_to_closed_site,DC73,DC3,DC73->DC3,2437,0
min_changed_plus_2,2023-01-14,DC8->DC5,inbound_to_closed_site,DC8,DC14,DC8->DC14,3855,0
min_changed_plus_2,2023-01-14,DC9->DC5,inbound_to_closed_site,DC9,DC10,DC9->DC10,1733,0
min_changed_plus_2,2023-01-14,DC9->DC5,inbound_to_closed_site,DC9,DC12,DC9->DC12,381,0
min_changed_plus_2,2023-01-14,DC9->DC5,inbound_to_closed_site,DC9,DC14,DC9->DC14,2682,0
min_changed_plus_2,2023-01-14,DC9->DC5,inbound_to_closed_site,DC9,DC3,DC9->DC3,16364,0
min_changed_plus_2,2023-01-14,DC9->DC5,inbound_to_closed_site,DC9,DC34,DC9->DC34,468,0
min_changed_plus_2,2023-01-14,DC9->DC5,inbound_to_closed_site,DC9,DC35,DC9->DC35,254,0
min_changed_plus_2,2023-01-14,DC9->DC5,inbound_to_closed_site,DC9,DC4,DC9->DC4,2080,0
min_changed_plus_2,2023-01-14,DC9->DC5,inbound_to_closed_site,DC9,DC8,DC9->DC8,2189,0
min_changed_plus_2,2023-01-15,DC10->DC5,inbound_to_closed_site,DC10,DC3,DC10->DC3,6036,0
min_changed_plus_2,2023-01-15,DC14->DC5,inbound_to_closed_site,DC14,DC35,DC14->DC35,13717,0
min_changed_plus_2,2023-01-15,DC15->DC5,inbound_to_closed_site,DC15,DC8,DC15->DC8,2728,0
min_changed_plus_2,2023-01-15,DC17->DC5,inbound_to_closed_site,DC17,DC35,DC17->DC35,8267,0
min_changed_plus_2,2023-01-15,DC19->DC5,inbound_to_closed_site,DC19,DC14,DC19->DC14,4615,0
min_changed_plus_2,2023-01-15,DC20->DC5,inbound_to_closed_site,DC20,DC4,DC20->DC4,4588,0
min_changed_plus_2,2023-01-15,DC21->DC5,inbound_to_closed_site,DC21,DC4,DC21->DC4,6412,0
min_changed_plus_2,2023-01-15,DC22->DC5,inbound_to_closed_site,DC22,DC62,DC22->DC62,4858,0
min_changed_plus_2,2023-01-15,DC23->DC5,inbound_to_closed_site,DC23,DC3,DC23->DC3,5614,0
min_changed_plus_2,2023-01-15,DC25->DC5,inbound_to_closed_site,DC25,DC10,DC25->DC10,4106,0
min_changed_plus_2,2023-01-15,DC26->DC5,inbound_to_closed_site,DC26,DC9,DC26->DC9,1241,0
min_changed_plus_2,2023-01-15,DC27->DC5,inbound_to_closed_site,DC27,DC65,DC27->DC65,1341,0
min_changed_plus_2,2023-01-15,DC28->DC5,inbound_to_closed_site,DC28,DC8,DC28->DC8,2024,0
