scheme,origin,dest,edge,date,base_forecast_volume,added_volume,adjusted_volume,edge_capacity,line_load_rate
min_changed_plus_2,DC18,DC4,DC18->DC4,2023-01-19,0,0,0,43771,0.0
min_changed_plus_2,DC18,DC62,DC18->DC62,2023-01-19,0,0,0,9843,0.0
min_changed_plus_2,DC18,DC8,DC18->DC8,2023-01-19,0,0,0,135,0.0
min_changed_plus_2,DC19,DC10,DC19->DC10,2023-01-19,10379,0,10379,161384,0.0643124473305904
min_changed_plus_2,DC19,DC12,DC19->DC12,2023-01-19,0,0,0,54761,0.0
min_changed_plus_2,DC19,DC14,DC19->DC14,2023-01-19,8749,4200,12949,62233,0.20807288737486543
min_changed_plus_2,DC19,DC20,DC19->DC20,2023-01-19,0,0,0,2,0.0
min_changed_plus_2,DC19,DC3,DC19->DC3,2023-01-19,6039,0,6039,48217,0.12524628243150757
min_changed_plus_2,DC19,DC32,DC19->DC32,2023-01-19,0,0,0,376,0.0
min_changed_plus_2,DC19,DC34,DC19->DC34,2023-01-19,0,0,0,4,0.0
min_changed_plus_2,DC19,DC35,DC19->DC35,2023-01-19,364,0,364,26184,0.013901619309501985
min_changed_plus_2,DC19,DC36,DC19->DC36,2023-01-19,0,0,0,3,0.0
min_changed_plus_2,DC19,DC4,DC19->DC4,2023-01-19,36701,0,36701,248759,0.14753637054337732
min_changed_plus_2,DC19,DC40,DC19->DC40,2023-01-19,0,0,0,9969,0.0
min_changed_plus_2,DC19,DC62,DC19->DC62,2023-01-19,11642,0,11642,65493,0.17775945520895362
min_changed_plus_2,DC19,DC64,DC19->DC64,2023-01-19,0,0,0,15,0.0
min_changed_plus_2,DC19,DC65,DC19->DC65,2023-01-19,0,0,0,9577,0.0
min_changed_plus_2,DC19,DC70,DC19->DC70,2023-01-19,328,0,328,13506,0.024285502739523176
min_changed_plus_2,DC19,DC8,DC19->DC8,2023-01-19,86,0,86,67105,0.0012815736532300127
min_changed_plus_2,DC19,DC81,DC19->DC81,2023-01-19,0,0,0,1202,0.0
min_changed_plus_2,DC19,DC9,DC19->DC9,2023-01-19,0,0,0,918,0.0
min_changed_plus_2,DC2,DC10,DC2->DC10,2023-01-19,0,0,0,41,0.0
min_changed_plus_2,DC2,DC14,DC2->DC14,2023-01-19,0,0,0,34,0.0
min_changed_plus_2,DC2,DC3,DC2->DC3,2023-01-19,0,0,0,30,0.0
min_changed_plus_2,DC2,DC4,DC2->DC4,2023-01-19,0,0,0,106,0.0
min_changed_plus_2,DC2,DC62,DC2->DC62,2023-01-19,0,0,0,29,0.0
min_changed_plus_2,DC2,DC8,DC2->DC8,2023-01-19,0,0,0,62,0.0
min_changed_plus_2,DC2,DC9,DC2->DC9,2023-01-19,0,0,0,164,0.0
min_changed_plus_2,DC20,DC10,DC20->DC10,2023-01-19,8414,0,8414,130546,0.06445237693992922
min_changed_plus_2,DC20,DC12,DC20->DC12,2023-01-19,0,0,0,4561,0.0
min_changed_plus_2,DC20,DC14,DC20->DC14,2023-01-19,6500,0,6500,30502,0.21310078027670318
min_changed_plus_2,DC20,DC3,DC20->DC3,2023-01-19,9097,0,9097,14978,0.6073574576044866
min_changed_plus_2,DC20,DC32,DC20->DC32,2023-01-19,0,0,0,111,0.0
min_changed_plus_2,DC20,DC33,DC20->DC33,2023-01-19,0,0,0,4,0.0
min_changed_plus_2,DC20,DC34,DC20->DC34,2023-01-19,0,0,0,4,0.0
min_changed_plus_2,DC20,DC35,DC20->DC35,2023-01-19,6,0,6,13082,0.00045864546705396726
min_changed_plus_2,DC20,DC4,DC20->DC4,2023-01-19,19848,6035,25883,121795,0.21251282893386428
min_changed_plus_2,DC20,DC40,DC20->DC40,2023-01-19,0,0,0,460,0.0
min_changed_plus_2,DC20,DC62,DC20->DC62,2023-01-19,7809,0,7809,32057,0.24359734223414542
min_changed_plus_2,DC20,DC64,DC20->DC64,2023-01-19,0,0,0,2,0.0
min_changed_plus_2,DC20,DC65,DC20->DC65,2023-01-19,0,0,0,2,0.0
min_changed_plus_2,DC20,DC70,DC20->DC70,2023-01-19,10,0,10,7097,0.0014090460758066788
min_changed_plus_2,DC20,DC76,DC20->DC76,2023-01-19,0,0,0,3,0.0
min_changed_plus_2,DC20,DC8,DC20->DC8,2023-01-19,67,0,67,51548,0.0012997594475052379
min_changed_plus_2,DC20,DC81,DC20->DC81,2023-01-19,0,0,0,63,0.0
min_changed_plus_2,DC20,DC9,DC20->DC9,2023-01-19,0,0,0,857,0.0
min_changed_plus_2,DC21,DC10,DC21->DC10,2023-01-19,0,0,0,116981,0.0
min_changed_plus_2,DC21,DC12,DC21->DC12,2023-01-19,0,0,0,1767,0.0
min_changed_plus_2,DC21,DC14,DC21->DC14,2023-01-19,0,0,0,32070,0.0
min_changed_plus_2,DC21,DC20,DC21->DC20,2023-01-19,0,0,0,3,0.0
min_changed_plus_2,DC21,DC3,DC21->DC3,2023-01-19,6081,0,6081,19506,0.3117502306982467
min_changed_plus_2,DC21,DC32,DC21->DC32,2023-01-19,0,0,0,40,0.0
min_changed_plus_2,DC21,DC33,DC21->DC33,2023-01-19,0,0,0,3,0.0
min_changed_plus_2,DC21,DC34,DC21->DC34,2023-01-19,0,0,0,4,0.0
min_changed_plus_2,DC21,DC35,DC21->DC35,2023-01-19,0,4332,4332,6143,0.7051929024906397
min_changed_plus_2,DC21,DC4,DC21->DC4,2023-01-19,0,0,0,130684,0.0
min_changed_plus_2,DC21,DC40,DC21->DC40,2023-01-19,0,0,0,430,0.0
min_changed_plus_2,DC21,DC62,DC21->DC62,2023-01-19,0,0,0,32645,0.0
min_changed_plus_2,DC21,DC70,DC21->DC70,2023-01-19,0,0,0,3085,0.0
min_changed_plus_2,DC21,DC76,DC21->DC76,2023-01-19,0,0,0,13,0.0
min_changed_plus_2,DC21,DC8,DC21->DC8,2023-01-19,0,0,0,512,0.0
min_changed_plus_2,DC21,DC81,DC21->DC81,2023-01-19,0,0,0,111,0.0
min_changed_plus_2,DC21,DC9,DC21->DC9,2023-01-19,0,0,0,941,0.0
min_changed_plus_2,DC22,DC10,DC22->DC10,2023-01-19,8051,0,8051,235177,0.034233789868907245
min_changed_plus_2,DC22,DC12,DC22->DC12,2023-01-19,0,0,0,13984,0.0
min_changed_plus_2,DC22,DC13,DC22->DC13,2023-01-19,0,0,0,1,0.0
min_changed_plus_2,DC22,DC14,DC22->DC14,2023-01-19,8683,0,8683,65525,0.13251430751621518
min_changed_plus_2,DC22,DC20,DC22->DC20,2023-01-19,0,0,0,2,0.0
min_changed_plus_2,DC22,DC21,DC22->DC21,2023-01-19,0,0,0,3,0.0
min_changed_plus_2,DC22,DC3,DC22->DC3,2023-01-19,17840,0,17840,29865,0.5973547631006194
min_changed_plus_2,DC22,DC32,DC22->DC32,2023-01-19,0,0,0,444,0.0
min_changed_plus_2,DC22,DC34,DC22->DC34,2023-01-19,0,0,0,7,0.0
min_changed_plus_2,DC22,DC35,DC22->DC35,2023-01-19,719,0,719,101949,0.007052545880783529
min_changed_plus_2,DC22,DC4,DC22->DC4,2023-01-19,35091,0,35091,236073,0.14864469888551424
min_changed_plus_2,DC22,DC40,DC22->DC40,2023-01-19,0,0,0,5427,0.0
min_changed_plus_2,DC22,DC62,DC22->DC62,2023-01-19,9875,4531,14406,60403,0.23849808784331905
min_changed_plus_2,DC22,DC64,DC22->DC64,2023-01-19,0,0,0,41048,0.0
min_changed_plus_2,DC22,DC65,DC22->DC65,2023-01-19,0,0,0,17537,0.0
min_changed_plus_2,DC22,DC70,DC22->DC70,2023-01-19,1217,0,1217,16266,0.07481864010820116
min_changed_plus_2,DC22,DC76,DC22->DC76,2023-01-19,0,0,0,9,0.0
min_changed_plus_2,DC22,DC8,DC22->DC8,2023-01-19,82,0,82,29845,0.002747528899313118
min_changed_plus_2,DC22,DC81,DC22->DC81,2023-01-19,0,0,0,1290,0.0
min_changed_plus_2,DC22,DC9,DC22->DC9,2023-01-19,0,0,0,885,0.0
min_changed_plus_2,DC23,DC10,DC23->DC10,2023-01-19,12284,0,12284,201943,0.06082904581986006
min_changed_plus_2,DC23,DC12,DC23->DC12,2023-01-19,3824,0,3824,15956,0.23965906242165957
min_changed_plus_2,DC23,DC14,DC23->DC14,2023-01-19,8618,0,8618,32755,0.2631048694855747
min_changed_plus_2,DC23,DC18,DC23->DC18,2023-01-19,0,0,0,55,0.0
min_changed_plus_2,DC23,DC20,DC23->DC20,2023-01-19,0,0,0,1,0.0
min_changed_plus_2,DC23,DC29,DC23->DC29,2023-01-19,0,0,0,11,0.0
min_changed_plus_2,DC23,DC3,DC23->DC3,2023-01-19,12707,4975,17682,52355,0.33773278578932286
min_changed_plus_2,DC23,DC32,DC23->DC32,2023-01-19,0,0,0,604,0.0
min_changed_plus_2,DC23,DC34,DC23->DC34,2023-01-19,0,0,0,27,0.0
min_changed_plus_2,DC23,DC35,DC23->DC35,2023-01-19,2127,0,2127,62887,0.03382257064258114
min_changed_plus_2,DC23,DC36,DC23->DC36,2023-01-19,0,0,0,2,0.0
min_changed_plus_2,DC23,DC4,DC23->DC4,2023-01-19,45590,0,45590,204894,0.22250529542104697
min_changed_plus_2,DC23,DC40,DC23->DC40,2023-01-19,0,0,0,6623,0.0
min_changed_plus_2,DC23,DC6,DC23->DC6,2023-01-19,0,0,0,8,0.0
min_changed_plus_2,DC23,DC62,DC23->DC62,2023-01-19,12265,0,12265,58889,0.2082731919373737
min_changed_plus_2,DC23,DC64,DC23->DC64,2023-01-19,0,0,0,49704,0.0
min_changed_plus_2,DC23,DC65,DC23->DC65,2023-01-19,0,0,0,24741,0.0
min_changed_plus_2,DC23,DC70,DC23->DC70,2023-01-19,3045,0,3045,32263,0.09438055977435453
min_changed_plus_2,DC23,DC8,DC23->DC8,2023-01-19,77,0,77,30936,0.0024890095681406777
min_changed_plus_2,DC23,DC81,DC23->DC81,2023-01-19,0,0,0,2581,0.0
min_changed_plus_2,DC23,DC9,DC23->DC9,2023-01-19,0,0,0,2667,0.0
min_changed_plus_2,DC24,DC10,DC24->DC10,2023-01-19,0,0,0,10,0.0
min_changed_plus_2,DC24,DC14,DC24->DC14,2023-01-19,0,0,0,5,0.0
min_changed_plus_2,DC24,DC3,DC24->DC3,2023-01-19,0,0,0,3,0.0
min_changed_plus_2,DC24,DC4,DC24->DC4,2023-01-19,0,0,0,6,0.0
min_changed_plus_2,DC24,DC62,DC24->DC62,2023-01-19,0,0,0,6,0.0
min_changed_plus_2,DC24,DC8,DC24->DC8,2023-01-19,0,0,0,6,0.0
min_changed_plus_2,DC24,DC9,DC24->DC9,2023-01-19,0,0,0,36,0.0
min_changed_plus_2,DC25,DC10,DC25->DC10,2023-01-19,8494,4360,12854,64006,0.2008249226635003
min_changed_plus_2,DC25,DC12,DC25->DC12,2023-01-19,0,0,0,1048,0.0
min_changed_plus_2,DC25,DC14,DC25->DC14,2023-01-19,7022,0,7022,30950,0.2268820678513732
min_changed_plus_2,DC25,DC3,DC25->DC3,2023-01-19,12306,0,12306,32591,0.3775889049123991
min_changed_plus_2,DC25,DC32,DC25->DC32,2023-01-19,0,0,0,25,0.0
min_changed_plus_2,DC25,DC33,DC25->DC33,2023-01-19,0,0,0,2,0.0
min_changed_plus_2,DC25,DC34,DC25->DC34,2023-01-19,0,0,0,4,0.0
min_changed_plus_2,DC25,DC35,DC25->DC35,2023-01-19,157,0,157,4679,0.03355417824321436
min_changed_plus_2,DC25,DC4,DC25->DC4,2023-01-19,38,0,38,50932,0.0007460928296552265
min_changed_plus_2,DC25,DC40,DC25->DC40,2023-01-19,0,0,0,2274,0.0
min_changed_plus_2,DC25,DC62,DC25->DC62,2023-01-19,8587,0,8587,30541,0.28116302675092497
min_changed_plus_2,DC25,DC64,DC25->DC64,2023-01-19,0,0,0,53912,0.0
min_changed_plus_2,DC25,DC65,DC25->DC65,2023-01-19,0,0,0,27209,0.0
min_changed_plus_2,DC25,DC70,DC25->DC70,2023-01-19,61,0,61,3338,0.018274415817855005
min_changed_plus_2,DC25,DC76,DC25->DC76,2023-01-19,0,0,0,5,0.0
min_changed_plus_2,DC25,DC8,DC25->DC8,2023-01-19,17518,0,17518,93188,0.18798557754217282
min_changed_plus_2,DC25,DC81,DC25->DC81,2023-01-19,0,0,0,219,0.0
min_changed_plus_2,DC25,DC9,DC25->DC9,2023-01-19,53965,0,53965,126037,0.42816791894443695
min_changed_plus_2,DC26,DC10,DC26->DC10,2023-01-19,2611,0,2611,8082,0.32306359811927743
min_changed_plus_2,DC26,DC12,DC26->DC12,2023-01-19,0,0,0,177,0.0
min_changed_plus_2,DC26,DC14,DC26->DC14,2023-01-19,2149,0,2149,7471,0.2876455628429929
min_changed_plus_2,DC26,DC3,DC26->DC3,2023-01-19,0,0,0,8033,0.0
min_changed_plus_2,DC26,DC32,DC26->DC32,2023-01-19,0,0,0,113,0.0
min_changed_plus_2,DC26,DC34,DC26->DC34,2023-01-19,0,0,0,2,0.0
min_changed_plus_2,DC26,DC35,DC26->DC35,2023-01-19,0,0,0,8989,0.0
min_changed_plus_2,DC26,DC4,DC26->DC4,2023-01-19,5,0,5,26989,0.00018526066175108378
min_changed_plus_2,DC26,DC40,DC26->DC40,2023-01-19,0,0,0,600,0.0
min_changed_plus_2,DC26,DC62,DC26->DC62,2023-01-19,2250,0,2250,27667,0.08132432139371815
min_changed_plus_2,DC26,DC64,DC26->DC64,2023-01-19,0,0,0,11493,0.0
min_changed_plus_2,DC26,DC65,DC26->DC65,2023-01-19,0,0,0,11121,0.0
min_changed_plus_2,DC26,DC70,DC26->DC70,2023-01-19,0,0,0,1976,0.0
min_changed_plus_2,DC26,DC8,DC26->DC8,2023-01-19,6857,0,6857,31380,0.21851497769279796
min_changed_plus_2,DC26,DC81,DC26->DC81,2023-01-19,0,0,0,25,0.0
min_changed_plus_2,DC26,DC9,DC26->DC9,2023-01-19,10310,1184,11494,27912,0.41179421037546576
min_changed_plus_2,DC27,DC10,DC27->DC10,2023-01-19,5223,0,5223,16133,0.3237463583958346
min_changed_plus_2,DC27,DC14,DC27->DC14,2023-01-19,2690,0,2690,15669,0.17167655881038993
min_changed_plus_2,DC27,DC3,DC27->DC3,2023-01-19,0,0,0,36,0.0
min_changed_plus_2,DC27,DC32,DC27->DC32,2023-01-19,0,0,0,323,0.0
min_changed_plus_2,DC27,DC34,DC27->DC34,2023-01-19,0,0,0,3,0.0
min_changed_plus_2,DC27,DC35,DC27->DC35,2023-01-19,92,0,92,1317,0.06985573272589218
min_changed_plus_2,DC27,DC4,DC27->DC4,2023-01-19,29,0,29,237,0.12236286919831224
min_changed_plus_2,DC27,DC40,DC27->DC40,2023-01-19,0,0,0,657,0.0
min_changed_plus_2,DC27,DC62,DC27->DC62,2023-01-19,3041,0,3041,22037,0.1379951899078822
min_changed_plus_2,DC27,DC64,DC27->DC64,2023-01-19,0,0,0,10905,0.0
min_changed_plus_2,DC27,DC65,DC27->DC65,2023-01-19,0,1238,1238,16032,0.07722055888223553
min_changed_plus_2,DC27,DC70,DC27->DC70,2023-01-19,38,0,38,2043,0.01860009789525208
min_changed_plus_2,DC27,DC8,DC27->DC8,2023-01-19,13653,0,13653,57062,0.23926606147698995
min_changed_plus_2,DC27,DC9,DC27->DC9,2023-01-19,0,0,0,3,0.0
min_changed_plus_2,DC28,DC10,DC28->DC10,2023-01-19,4695,0,4695,60448,0.07767006352567496
min_changed_plus_2,DC28,DC12,DC28->DC12,2023-01-19,0,0,0,1018,0.0
min_changed_plus_2,DC28,DC14,DC28->DC14,2023-01-19,3053,0,3053,15076,0.20250729636508358
min_changed_plus_2,DC28,DC20,DC28->DC20,2023-01-19,0,0,0,2,0.0
min_changed_plus_2,DC28,DC23,DC28->DC23,2023-01-19,0,0,0,5,0.0
min_changed_plus_2,DC28,DC3,DC28->DC3,2023-01-19,6308,0,6308,7645,0.8251144538914323
min_changed_plus_2,DC28,DC32,DC28->DC32,2023-01-19,0,0,0,119,0.0
min_changed_plus_2,DC28,DC34,DC28->DC34,2023-01-19,0,0,0,4,0.0
min_changed_plus_2,DC28,DC35,DC28->DC35,2023-01-19,11,0,11,1836,0.005991285403050109
min_changed_plus_2,DC28,DC4,DC28->DC4,2023-01-19,10079,0,10079,59369,0.16976873452475197
min_changed_plus_2,DC28,DC40,DC28->DC40,2023-01-19,0,0,0,1251,0.0
min_changed_plus_2,DC28,DC62,DC28->DC62,2023-01-19,2651,0,2651,16141,0.16424013382070504
min_changed_plus_2,DC28,DC64,DC28->DC64,2023-01-19,0,0,0,7946,0.0
min_changed_plus_2,DC28,DC65,DC28->DC65,2023-01-19,0,0,0,5355,0.0
min_changed_plus_2,DC28,DC70,DC28->DC70,2023-01-19,11,0,11,3735,0.0029451137884872825
min_changed_plus_2,DC28,DC8,DC28->DC8,2023-01-19,67,1884,1951,24604,0.07929604942285808
min_changed_plus_2,DC28,DC81,DC28->DC81,2023-01-19,0,0,0,89,0.0
min_changed_plus_2,DC28,DC9,DC28->DC9,2023-01-19,0,0,0,223,0.0
min_changed_plus_2,DC29,DC36,DC29->DC36,2023-01-19,0,0,0,1,0.0
min_changed_plus_2,DC29,DC9,DC29->DC9,2023-01-19,0,0,0,1,0.0
min_changed_plus_2,DC3,DC10,DC3->DC10,2023-01-19,0,0,0,2011,0.0
min_changed_plus_2,DC3,DC12,DC3->DC12,2023-01-19,0,0,0,469,0.0
min_changed_plus_2,DC3,DC14,DC3->DC14,2023-01-19,0,0,0,242,0.0
min_changed_plus_2,DC3,DC19,DC3->DC19,2023-01-19,0,0,0,2,0.0
min_changed_plus_2,DC3,DC21,DC3->DC21,2023-01-19,0,0,0,21,0.0
min_changed_plus_2,DC3,DC22,DC3->DC22,2023-01-19,0,0,0,32,0.0
min_changed_plus_2,DC3,DC23,DC3->DC23,2023-01-19,0,0,0,24,0.0
min_changed_plus_2,DC3,DC28,DC3->DC28,2023-01-19,0,0,0,2,0.0
min_changed_plus_2,DC3,DC30,DC3->DC30,2023-01-19,0,0,0,1,0.0
min_changed_plus_2,DC3,DC35,DC3->DC35,2023-01-19,0,0,0,14,0.0
min_changed_plus_2,DC3,DC36,DC3->DC36,2023-01-19,0,0,0,20,0.0
min_changed_plus_2,DC3,DC38,DC3->DC38,2023-01-19,0,0,0,11,0.0
min_changed_plus_2,DC3,DC4,DC3->DC4,2023-01-19,0,0,0,24,0.0
min_changed_plus_2,DC3,DC40,DC3->DC40,2023-01-19,0,0,0,112,0.0
min_changed_plus_2,DC3,DC8,DC3->DC8,2023-01-19,0,0,0,3,0.0
min_changed_plus_2,DC3,DC9,DC3->DC9,2023-01-19,0,0,0,46,0.0
min_changed_plus_2,DC30,DC10,DC30->DC10,2023-01-19,2788,0,2788,24659,0.11306216797112616
min_changed_plus_2,DC30,DC12,DC30->DC12,2023-01-19,0,0,0,1036,0.0
min_changed_plus_2,DC30,DC14,DC30->DC14,2023-01-19,2565,0,2565,7599,0.3375444137386498
min_changed_plus_2,DC30,DC23,DC30->DC23,2023-01-19,0,0,0,6,0.0
min_changed_plus_2,DC30,DC3,DC30->DC3,2023-01-19,0,0,0,4008,0.0
min_changed_plus_2,DC30,DC32,DC30->DC32,2023-01-19,0,0,0,127,0.0
min_changed_plus_2,DC30,DC34,DC30->DC34,2023-01-19,0,0,0,4,0.0
min_changed_plus_2,DC30,DC35,DC30->DC35,2023-01-19,63,0,63,30682,0.0020533211655042044
min_changed_plus_2,DC30,DC4,DC30->DC4,2023-01-19,8612,0,8612,29680,0.29016172506738547
min_changed_plus_2,DC30,DC40,DC30->DC40,2023-01-19,0,0,0,781,0.0
min_changed_plus_2,DC30,DC62,DC30->DC62,2023-01-19,2786,1257,4043,9368,0.43157557643040134
min_changed_plus_2,DC30,DC64,DC30->DC64,2023-01-19,0,0,0,12926,0.0
min_changed_plus_2,DC30,DC65,DC30->DC65,2023-01-19,0,0,0,6456,0.0
min_changed_plus_2,DC30,DC67,DC30->DC67,2023-01-19,0,0,0,1,0.0
min_changed_plus_2,DC30,DC70,DC30->DC70,2023-01-19,82,0,82,15005,0.00546484505164945
min_changed_plus_2,DC30,DC8,DC30->DC8,2023-01-19,29,0,29,9740,0.00297741273100616
min_changed_plus_2,DC30,DC81,DC30->DC81,2023-01-19,0,0,0,359,0.0
min_changed_plus_2,DC30,DC9,DC30->DC9,2023-01-19,0,0,0,514,0.0
min_changed_plus_2,DC31,DC10,DC31->DC10,2023-01-19,639,0,639,4062,0.15731166912850814
min_changed_plus_2,DC31,DC12,DC31->DC12,2023-01-19,0,0,0,1123,0.0
min_changed_plus_2,DC31,DC14,DC31->DC14,2023-01-19,120,0,120,1943,0.06176016469377252
min_changed_plus_2,DC31,DC3,DC31->DC3,2023-01-19,0,0,0,226,0.0
min_changed_plus_2,DC31,DC32,DC31->DC32,2023-01-19,0,0,0,772,0.0
min_changed_plus_2,DC31,DC34,DC31->DC34,2023-01-19,0,0,0,2,0.0
min_changed_plus_2,DC31,DC35,DC31->DC35,2023-01-19,0,0,0,1919,0.0
min_changed_plus_2,DC31,DC37,DC31->DC37,2023-01-19,0,0,0,104,0.0
min_changed_plus_2,DC31,DC4,DC31->DC4,2023-01-19,2072,0,2072,12492,0.16586615433877683
min_changed_plus_2,DC31,DC40,DC31->DC40,2023-01-19,0,0,0,1485,0.0
min_changed_plus_2,DC31,DC62,DC31->DC62,2023-01-19,659,0,659,3415,0.19297218155197657
min_changed_plus_2,DC31,DC64,DC31->DC64,2023-01-19,0,37,37,5932,0.006237356709372893
min_changed_plus_2,DC31,DC65,DC31->DC65,2023-01-19,0,0,0,1525,0.0
min_changed_plus_2,DC31,DC70,DC31->DC70,2023-01-19,0,0,0,5105,0.0
min_changed_plus_2,DC31,DC76,DC31->DC76,2023-01-19,0,0,0,4,0.0
min_changed_plus_2,DC31,DC8,DC31->DC8,2023-01-19,7,0,7,16148,0.0004334902155065643
min_changed_plus_2,DC31,DC9,DC31->DC9,2023-01-19,0,0,0,781,0.0
min_changed_plus_2,DC32,DC10,DC32->DC10,2023-01-19,0,0,0,5,0.0
min_changed_plus_2,DC32,DC12,DC32->DC12,2023-01-19,0,0,0,11,0.0
min_changed_plus_2,DC32,DC14,DC32->DC14,2023-01-19,0,0,0,13,0.0
min_changed_plus_2,DC32,DC35,DC32->DC35,2023-01-19,0,0,0,23,0.0
min_changed_plus_2,DC32,DC40,DC32->DC40,2023-01-19,0,0,0,1323,0.0
min_changed_plus_2,DC32,DC70,DC32->DC70,2023-01-19,0,0,0,51,0.0
min_changed_plus_2,DC33,DC10,DC33->DC10,2023-01-19,0,0,0,513,0.0
min_changed_plus_2,DC33,DC14,DC33->DC14,2023-01-19,0,0,0,479,0.0
min_changed_plus_2,DC33,DC3,DC33->DC3,2023-01-19,0,0,0,42,0.0
min_changed_plus_2,DC33,DC4,DC33->DC4,2023-01-19,0,0,0,1631,0.0
min_changed_plus_2,DC33,DC62,DC33->DC62,2023-01-19,0,0,0,424,0.0
min_changed_plus_2,DC33,DC65,DC33->DC65,2023-01-19,0,0,0,1,0.0
min_changed_plus_2,DC33,DC8,DC33->DC8,2023-01-19,0,0,0,476,0.0
min_changed_plus_2,DC33,DC9,DC33->DC9,2023-01-19,0,0,0,244,0.0
min_changed_plus_2,DC34,DC10,DC34->DC10,2023-01-19,57,0,57,504,0.1130952380952381
min_changed_plus_2,DC34,DC12,DC34->DC12,2023-01-19,0,6,6,3608,0.0016629711751662971
min_changed_plus_2,DC34,DC14,DC34->DC14,2023-01-19,40,0,40,869,0.04602991944764097
min_changed_plus_2,DC34,DC3,DC34->DC3,2023-01-19,0,0,0,85,0.0
min_changed_plus_2,DC34,DC30,DC34->DC30,2023-01-19,0,0,0,1,0.0
min_changed_plus_2,DC34,DC32,DC34->DC32,2023-01-19,0,0,0,410,0.0
min_changed_plus_2,DC34,DC35,DC34->DC35,2023-01-19,278,0,278,1981,0.14033316506814741
min_changed_plus_2,DC34,DC4,DC34->DC4,2023-01-19,2,0,2,309,0.006472491909385114
min_changed_plus_2,DC34,DC40,DC34->DC40,2023-01-19,0,0,0,972,0.0
min_changed_plus_2,DC34,DC62,DC34->DC62,2023-01-19,47,0,47,507,0.09270216962524655
min_changed_plus_2,DC34,DC64,DC34->DC64,2023-01-19,0,0,0,2,0.0
min_changed_plus_2,DC34,DC67,DC34->DC67,2023-01-19,0,0,0,12,0.0
min_changed_plus_2,DC34,DC70,DC34->DC70,2023-01-19,611,0,611,6013,0.1016131714618327
min_changed_plus_2,DC34,DC8,DC34->DC8,2023-01-19,85,0,85,1935,0.04392764857881137
min_changed_plus_2,DC34,DC9,DC34->DC9,2023-01-19,0,0,0,438,0.0
min_changed_plus_2,DC35,DC10,DC35->DC10,2023-01-19,0,0,0,35,0.0
min_changed_plus_2,DC35,DC12,DC35->DC12,2023-01-19,0,0,0,1655,0.0
min_changed_plus_2,DC35,DC14,DC35->DC14,2023-01-19,0,0,0,29,0.0
min_changed_plus_2,DC35,DC17,DC35->DC17,2023-01-19,0,0,0,74,0.0
min_changed_plus_2,DC35,DC23,DC35->DC23,2023-01-19,0,0,0,109,0.0
min_changed_plus_2,DC35,DC3,DC35->DC3,2023-01-19,0,0,0,15,0.0
min_changed_plus_2,DC35,DC30,DC35->DC30,2023-01-19,0,0,0,19,0.0
min_changed_plus_2,DC35,DC32,DC35->DC32,2023-01-19,0,0,0,1564,0.0
min_changed_plus_2,DC35,DC34,DC35->DC34,2023-01-19,0,0,0,3,0.0
min_changed_plus_2,DC35,DC36,DC35->DC36,2023-01-19,0,0,0,1,0.0
min_changed_plus_2,DC35,DC4,DC35->DC4,2023-01-19,0,0,0,34,0.0
min_changed_plus_2,DC35,DC40,DC35->DC40,2023-01-19,0,0,0,1700,0.0
min_changed_plus_2,DC35,DC62,DC35->DC62,2023-01-19,0,0,0,143,0.0
min_changed_plus_2,DC35,DC67,DC35->DC67,2023-01-19,0,0,0,30,0.0
min_changed_plus_2,DC35,DC70,DC35->DC70,2023-01-19,19,0,19,3185,0.005965463108320251
min_changed_plus_2,DC35,DC8,DC35->DC8,2023-01-19,0,0,0,50,0.0
min_changed_plus_2,DC35,DC9,DC35->DC9,2023-01-19,0,0,0,52,0.0
min_changed_plus_2,DC36,DC10,DC36->DC10,2023-01-19,16349,0,16349,251835,0.0649194909365259
min_changed_plus_2,DC36,DC12,DC36->DC12,2023-01-19,0,0,0,3646,0.0
min_changed_plus_2,DC36,DC14,DC36->DC14,2023-01-19,10483,0,10483,54215,0.19335977128101078
min_changed_plus_2,DC36,DC20,DC36->DC20,2023-01-19,0,0,0,7,0.0
min_changed_plus_2,DC36,DC23,DC36->DC23,2023-01-19,0,0,0,2,0.0
min_changed_plus_2,DC36,DC29,DC36->DC29,2023-01-19,0,0,0,86,0.0
min_changed_plus_2,DC36,DC3,DC36->DC3,2023-01-19,17147,0,17147,60870,0.2816987021521275
min_changed_plus_2,DC36,DC32,DC36->DC32,2023-01-19,0,0,0,450,0.0
min_changed_plus_2,DC36,DC33,DC36->DC33,2023-01-19,0,0,0,12,0.0
min_changed_plus_2,DC36,DC34,DC36->DC34,2023-01-19,0,0,0,6,0.0
min_changed_plus_2,DC36,DC35,DC36->DC35,2023-01-19,582,0,582,15980,0.03642052565707134
min_changed_plus_2,DC36,DC4,DC36->DC4,2023-01-19,43723,0,43723,243230,0.17975989803889322
min_changed_plus_2,DC36,DC40,DC36->DC40,2023-01-19,0,0,0,5003,0.0
min_changed_plus_2,DC36,DC62,DC36->DC62,2023-01-19,12726,0,12726,61633,0.20648029464734802
min_changed_plus_2,DC36,DC64,DC36->DC64,2023-01-19,0,7318,7318,101881,0.07182889842070651
min_changed_plus_2,DC36,DC65,DC36->DC65,2023-01-19,0,0,0,57714,0.0
min_changed_plus_2,DC36,DC70,DC36->DC70,2023-01-19,578,0,578,5527,0.10457752849647187
