场地1,场地2,edge,日期,预测货量
DC48,DC35,DC48->DC35,2023-01-28,232
DC48,DC35,DC48->DC35,2023-01-29,71
DC48,DC35,DC48->DC35,2023-01-30,81
DC48,DC35,DC48->DC35,2023-01-31,45
DC48,DC4,DC48->DC4,2023-01-01,4
DC48,DC4,DC48->DC4,2023-01-02,6
DC48,DC4,DC48->DC4,2023-01-03,143
DC48,DC4,DC48->DC4,2023-01-04,170
DC48,DC4,DC48->DC4,2023-01-05,7
DC48,DC4,DC48->DC4,2023-01-06,6
DC48,DC4,DC48->DC4,2023-01-07,6
DC48,DC4,DC48->DC4,2023-01-08,5
DC48,DC4,DC48->DC4,2023-01-09,7
DC48,DC4,DC48->DC4,2023-01-10,143
DC48,DC4,DC48->DC4,2023-01-11,171
DC48,DC4,DC48->DC4,2023-01-12,9
DC48,DC4,DC48->DC4,2023-01-13,8
DC48,DC4,DC48->DC4,2023-01-14,6
DC48,DC4,DC48->DC4,2023-01-15,6
DC48,DC4,DC48->DC4,2023-01-16,20
DC48,DC4,DC48->DC4,2023-01-17,150
DC48,DC4,DC48->DC4,2023-01-18,178
DC48,DC4,DC48->DC4,2023-01-19,5
DC48,DC4,DC48->DC4,2023-01-20,7
DC48,DC4,DC48->DC4,2023-01-21,3
DC48,DC4,DC48->DC4,2023-01-22,6
DC48,DC4,DC48->DC4,2023-01-23,8
DC48,DC4,DC48->DC4,2023-01-24,143
DC48,DC4,DC48->DC4,2023-01-25,170
DC48,DC4,DC48->DC4,2023-01-26,7
DC48,DC4,DC48->DC4,2023-01-27,7
DC48,DC4,DC48->DC4,2023-01-28,6
DC48,DC4,DC48->DC4,2023-01-29,7
DC48,DC4,DC48->DC4,2023-01-30,6
DC48,DC4,DC48->DC4,2023-01-31,145
DC48,DC40,DC48->DC40,2023-01-01,6
DC48,DC40,DC48->DC40,2023-01-02,10
DC48,DC40,DC48->DC40,2023-01-03,9
DC48,DC40,DC48->DC40,2023-01-04,0
DC48,DC40,DC48->DC40,2023-01-05,0
DC48,DC40,DC48->DC40,2023-01-06,0
DC48,DC40,DC48->DC40,2023-01-07,17
DC48,DC40,DC48->DC40,2023-01-08,6
DC48,DC40,DC48->DC40,2023-01-09,10
DC48,DC40,DC48->DC40,2023-01-10,9
DC48,DC40,DC48->DC40,2023-01-11,0
DC48,DC40,DC48->DC40,2023-01-12,0
DC48,DC40,DC48->DC40,2023-01-13,0
DC48,DC40,DC48->DC40,2023-01-14,1
DC48,DC40,DC48->DC40,2023-01-15,6
DC48,DC40,DC48->DC40,2023-01-16,10
DC48,DC40,DC48->DC40,2023-01-17,9
DC48,DC40,DC48->DC40,2023-01-18,0
DC48,DC40,DC48->DC40,2023-01-19,0
DC48,DC40,DC48->DC40,2023-01-20,0
DC48,DC40,DC48->DC40,2023-01-21,1
DC48,DC40,DC48->DC40,2023-01-22,6
DC48,DC40,DC48->DC40,2023-01-23,10
DC48,DC40,DC48->DC40,2023-01-24,9
DC48,DC40,DC48->DC40,2023-01-25,0
DC48,DC40,DC48->DC40,2023-01-26,0
DC48,DC40,DC48->DC40,2023-01-27,0
DC48,DC40,DC48->DC40,2023-01-28,20
DC48,DC40,DC48->DC40,2023-01-29,6
DC48,DC40,DC48->DC40,2023-01-30,10
DC48,DC40,DC48->DC40,2023-01-31,9
DC48,DC5,DC48->DC5,2023-01-01,437
DC48,DC5,DC48->DC5,2023-01-02,691
DC48,DC5,DC48->DC5,2023-01-03,490
DC48,DC5,DC48->DC5,2023-01-04,698
DC48,DC5,DC48->DC5,2023-01-05,996
DC48,DC5,DC48->DC5,2023-01-06,1005
DC48,DC5,DC48->DC5,2023-01-07,649
DC48,DC5,DC48->DC5,2023-01-08,460
DC48,DC5,DC48->DC5,2023-01-09,531
DC48,DC5,DC48->DC5,2023-01-10,439
DC48,DC5,DC48->DC5,2023-01-11,606
DC48,DC5,DC48->DC5,2023-01-12,862
DC48,DC5,DC48->DC5,2023-01-13,687
DC48,DC5,DC48->DC5,2023-01-14,727
DC48,DC5,DC48->DC5,2023-01-15,543
DC48,DC5,DC48->DC5,2023-01-16,600
DC48,DC5,DC48->DC5,2023-01-17,805
DC48,DC5,DC48->DC5,2023-01-18,392
DC48,DC5,DC48->DC5,2023-01-19,525
DC48,DC5,DC48->DC5,2023-01-20,657
DC48,DC5,DC48->DC5,2023-01-21,354
DC48,DC5,DC48->DC5,2023-01-22,339
DC48,DC5,DC48->DC5,2023-01-23,591
DC48,DC5,DC48->DC5,2023-01-24,624
DC48,DC5,DC48->DC5,2023-01-25,535
DC48,DC5,DC48->DC5,2023-01-26,585
DC48,DC5,DC48->DC5,2023-01-27,672
DC48,DC5,DC48->DC5,2023-01-28,448
DC48,DC5,DC48->DC5,2023-01-29,388
DC48,DC5,DC48->DC5,2023-01-30,492
DC48,DC5,DC48->DC5,2023-01-31,542
DC48,DC50,DC48->DC50,2023-01-01,0
DC48,DC50,DC48->DC50,2023-01-02,0
DC48,DC50,DC48->DC50,2023-01-03,0
DC48,DC50,DC48->DC50,2023-01-04,0
DC48,DC50,DC48->DC50,2023-01-05,0
DC48,DC50,DC48->DC50,2023-01-06,0
DC48,DC50,DC48->DC50,2023-01-07,0
DC48,DC50,DC48->DC50,2023-01-08,0
DC48,DC50,DC48->DC50,2023-01-09,0
DC48,DC50,DC48->DC50,2023-01-10,0
DC48,DC50,DC48->DC50,2023-01-11,0
DC48,DC50,DC48->DC50,2023-01-12,0
DC48,DC50,DC48->DC50,2023-01-13,0
DC48,DC50,DC48->DC50,2023-01-14,0
DC48,DC50,DC48->DC50,2023-01-15,0
DC48,DC50,DC48->DC50,2023-01-16,0
DC48,DC50,DC48->DC50,2023-01-17,0
DC48,DC50,DC48->DC50,2023-01-18,0
DC48,DC50,DC48->DC50,2023-01-19,0
DC48,DC50,DC48->DC50,2023-01-20,0
DC48,DC50,DC48->DC50,2023-01-21,0
DC48,DC50,DC48->DC50,2023-01-22,0
DC48,DC50,DC48->DC50,2023-01-23,0
DC48,DC50,DC48->DC50,2023-01-24,0
DC48,DC50,DC48->DC50,2023-01-25,0
DC48,DC50,DC48->DC50,2023-01-26,0
DC48,DC50,DC48->DC50,2023-01-27,0
DC48,DC50,DC48->DC50,2023-01-28,0
DC48,DC50,DC48->DC50,2023-01-29,19
DC48,DC50,DC48->DC50,2023-01-30,0
DC48,DC50,DC48->DC50,2023-01-31,0
DC48,DC62,DC48->DC62,2023-01-01,619
DC48,DC62,DC48->DC62,2023-01-02,721
DC48,DC62,DC48->DC62,2023-01-03,764
DC48,DC62,DC48->DC62,2023-01-04,936
DC48,DC62,DC48->DC62,2023-01-05,835
DC48,DC62,DC48->DC62,2023-01-06,1815
DC48,DC62,DC48->DC62,2023-01-07,1966
DC48,DC62,DC48->DC62,2023-01-08,1433
DC48,DC62,DC48->DC62,2023-01-09,1895
DC48,DC62,DC48->DC62,2023-01-10,2553
DC48,DC62,DC48->DC62,2023-01-11,1639
DC48,DC62,DC48->DC62,2023-01-12,1440
DC48,DC62,DC48->DC62,2023-01-13,2141
DC48,DC62,DC48->DC62,2023-01-14,1937
DC48,DC62,DC48->DC62,2023-01-15,1410
DC48,DC62,DC48->DC62,2023-01-16,1798
DC48,DC62,DC48->DC62,2023-01-17,1995
DC48,DC62,DC48->DC62,2023-01-18,1613
DC48,DC62,DC48->DC62,2023-01-19,1017
DC48,DC62,DC48->DC62,2023-01-20,2561
DC48,DC62,DC48->DC62,2023-01-21,1655
DC48,DC62,DC48->DC62,2023-01-22,1545
DC48,DC62,DC48->DC62,2023-01-23,1953
DC48,DC62,DC48->DC62,2023-01-24,2054
DC48,DC62,DC48->DC62,2023-01-25,1663
DC48,DC62,DC48->DC62,2023-01-26,2006
DC48,DC62,DC48->DC62,2023-01-27,2313
DC48,DC62,DC48->DC62,2023-01-28,1918
DC48,DC62,DC48->DC62,2023-01-29,929
DC48,DC62,DC48->DC62,2023-01-30,1670
DC48,DC62,DC48->DC62,2023-01-31,694
DC48,DC64,DC48->DC64,2023-01-01,0
DC48,DC64,DC48->DC64,2023-01-02,1
DC48,DC64,DC48->DC64,2023-01-03,0
DC48,DC64,DC48->DC64,2023-01-04,0
DC48,DC64,DC48->DC64,2023-01-05,0
DC48,DC64,DC48->DC64,2023-01-06,0
DC48,DC64,DC48->DC64,2023-01-07,0
DC48,DC64,DC48->DC64,2023-01-08,0
DC48,DC64,DC48->DC64,2023-01-09,1
DC48,DC64,DC48->DC64,2023-01-10,0
DC48,DC64,DC48->DC64,2023-01-11,0
DC48,DC64,DC48->DC64,2023-01-12,0
DC48,DC64,DC48->DC64,2023-01-13,0
DC48,DC64,DC48->DC64,2023-01-14,0
DC48,DC64,DC48->DC64,2023-01-15,0
DC48,DC64,DC48->DC64,2023-01-16,1
DC48,DC64,DC48->DC64,2023-01-17,0
DC48,DC64,DC48->DC64,2023-01-18,0
DC48,DC64,DC48->DC64,2023-01-19,0
DC48,DC64,DC48->DC64,2023-01-20,0
DC48,DC64,DC48->DC64,2023-01-21,0
DC48,DC64,DC48->DC64,2023-01-22,0
DC48,DC64,DC48->DC64,2023-01-23,1
DC48,DC64,DC48->DC64,2023-01-24,0
DC48,DC64,DC48->DC64,2023-01-25,0
DC48,DC64,DC48->DC64,2023-01-26,0
DC48,DC64,DC48->DC64,2023-01-27,0
DC48,DC64,DC48->DC64,2023-01-28,0
DC48,DC64,DC48->DC64,2023-01-29,0
DC48,DC64,DC48->DC64,2023-01-30,1
DC48,DC64,DC48->DC64,2023-01-31,0
DC48,DC65,DC48->DC65,2023-01-01,0
DC48,DC65,DC48->DC65,2023-01-02,0
DC48,DC65,DC48->DC65,2023-01-03,5
DC48,DC65,DC48->DC65,2023-01-04,6
DC48,DC65,DC48->DC65,2023-01-05,1
DC48,DC65,DC48->DC65,2023-01-06,0
DC48,DC65,DC48->DC65,2023-01-07,0
DC48,DC65,DC48->DC65,2023-01-08,0
DC48,DC65,DC48->DC65,2023-01-09,0
DC48,DC65,DC48->DC65,2023-01-10,5
DC48,DC65,DC48->DC65,2023-01-11,6
DC48,DC65,DC48->DC65,2023-01-12,1
DC48,DC65,DC48->DC65,2023-01-13,0
DC48,DC65,DC48->DC65,2023-01-14,0
DC48,DC65,DC48->DC65,2023-01-15,0
DC48,DC65,DC48->DC65,2023-01-16,0
DC48,DC65,DC48->DC65,2023-01-17,5
DC48,DC65,DC48->DC65,2023-01-18,6
DC48,DC65,DC48->DC65,2023-01-19,1
DC48,DC65,DC48->DC65,2023-01-20,0
DC48,DC65,DC48->DC65,2023-01-21,0
DC48,DC65,DC48->DC65,2023-01-22,0
DC48,DC65,DC48->DC65,2023-01-23,0
DC48,DC65,DC48->DC65,2023-01-24,5
DC48,DC65,DC48->DC65,2023-01-25,6
DC48,DC65,DC48->DC65,2023-01-26,1
DC48,DC65,DC48->DC65,2023-01-27,0
DC48,DC65,DC48->DC65,2023-01-28,0
DC48,DC65,DC48->DC65,2023-01-29,0
DC48,DC65,DC48->DC65,2023-01-30,0
DC48,DC65,DC48->DC65,2023-01-31,5
DC48,DC70,DC48->DC70,2023-01-01,79
DC48,DC70,DC48->DC70,2023-01-02,64
DC48,DC70,DC48->DC70,2023-01-03,128
DC48,DC70,DC48->DC70,2023-01-04,80
DC48,DC70,DC48->DC70,2023-01-05,95
DC48,DC70,DC48->DC70,2023-01-06,173
DC48,DC70,DC48->DC70,2023-01-07,60
DC48,DC70,DC48->DC70,2023-01-08,160
DC48,DC70,DC48->DC70,2023-01-09,55
DC48,DC70,DC48->DC70,2023-01-10,201
DC48,DC70,DC48->DC70,2023-01-11,220
DC48,DC70,DC48->DC70,2023-01-12,76
DC48,DC70,DC48->DC70,2023-01-13,148
DC48,DC70,DC48->DC70,2023-01-14,141
DC48,DC70,DC48->DC70,2023-01-15,74
DC48,DC70,DC48->DC70,2023-01-16,132
DC48,DC70,DC48->DC70,2023-01-17,145
DC48,DC70,DC48->DC70,2023-01-18,242
DC48,DC70,DC48->DC70,2023-01-19,42
DC48,DC70,DC48->DC70,2023-01-20,141
DC48,DC70,DC48->DC70,2023-01-21,218
DC48,DC70,DC48->DC70,2023-01-22,50
DC48,DC70,DC48->DC70,2023-01-23,60
DC48,DC70,DC48->DC70,2023-01-24,153
DC48,DC70,DC48->DC70,2023-01-25,89
DC48,DC70,DC48->DC70,2023-01-26,171
DC48,DC70,DC48->DC70,2023-01-27,121
DC48,DC70,DC48->DC70,2023-01-28,80
DC48,DC70,DC48->DC70,2023-01-29,537
DC48,DC70,DC48->DC70,2023-01-30,110
DC48,DC70,DC48->DC70,2023-01-31,96
DC48,DC8,DC48->DC8,2023-01-01,8580
DC48,DC8,DC48->DC8,2023-01-02,4295
DC48,DC8,DC48->DC8,2023-01-03,4520
DC48,DC8,DC48->DC8,2023-01-04,4284
DC48,DC8,DC48->DC8,2023-01-05,4594
DC48,DC8,DC48->DC8,2023-01-06,7327
DC48,DC8,DC48->DC8,2023-01-07,4217
DC48,DC8,DC48->DC8,2023-01-08,5191
DC48,DC8,DC48->DC8,2023-01-09,4587
DC48,DC8,DC48->DC8,2023-01-10,4694
DC48,DC8,DC48->DC8,2023-01-11,6382
DC48,DC8,DC48->DC8,2023-01-12,5332
DC48,DC8,DC48->DC8,2023-01-13,5032
DC48,DC8,DC48->DC8,2023-01-14,3634
DC48,DC8,DC48->DC8,2023-01-15,4735
DC48,DC8,DC48->DC8,2023-01-16,6437
DC48,DC8,DC48->DC8,2023-01-17,5252
DC48,DC8,DC48->DC8,2023-01-18,4900
DC48,DC8,DC48->DC8,2023-01-19,4039
DC48,DC8,DC48->DC8,2023-01-20,4391
DC48,DC8,DC48->DC8,2023-01-21,3702
DC48,DC8,DC48->DC8,2023-01-22,4710
DC48,DC8,DC48->DC8,2023-01-23,3822
DC48,DC8,DC48->DC8,2023-01-24,3737
DC48,DC8,DC48->DC8,2023-01-25,3656
DC48,DC8,DC48->DC8,2023-01-26,4477
DC48,DC8,DC48->DC8,2023-01-27,5391
DC48,DC8,DC48->DC8,2023-01-28,4840
DC48,DC8,DC48->DC8,2023-01-29,4620
DC48,DC8,DC48->DC8,2023-01-30,3806
DC48,DC8,DC48->DC8,2023-01-31,3375
DC48,DC9,DC48->DC9,2023-01-01,627
DC48,DC9,DC48->DC9,2023-01-02,789
DC48,DC9,DC48->DC9,2023-01-03,275
DC48,DC9,DC48->DC9,2023-01-04,667
DC48,DC9,DC48->DC9,2023-01-05,4213
DC48,DC9,DC48->DC9,2023-01-06,1948
DC48,DC9,DC48->DC9,2023-01-07,2095
DC48,DC9,DC48->DC9,2023-01-08,2699
DC48,DC9,DC48->DC9,2023-01-09,3068
DC48,DC9,DC48->DC9,2023-01-10,2028
DC48,DC9,DC48->DC9,2023-01-11,3596
DC48,DC9,DC48->DC9,2023-01-12,2643
DC48,DC9,DC48->DC9,2023-01-13,1246
DC48,DC9,DC48->DC9,2023-01-14,1451
DC48,DC9,DC48->DC9,2023-01-15,2055
DC48,DC9,DC48->DC9,2023-01-16,1721
DC48,DC9,DC48->DC9,2023-01-17,1849
DC48,DC9,DC48->DC9,2023-01-18,1966
DC48,DC9,DC48->DC9,2023-01-19,1144
DC48,DC9,DC48->DC9,2023-01-20,530
DC48,DC9,DC48->DC9,2023-01-21,366
DC48,DC9,DC48->DC9,2023-01-22,762
DC48,DC9,DC48->DC9,2023-01-23,1277
DC48,DC9,DC48->DC9,2023-01-24,1646
DC48,DC9,DC48->DC9,2023-01-25,1589
DC48,DC9,DC48->DC9,2023-01-26,2048
DC48,DC9,DC48->DC9,2023-01-27,2230
DC48,DC9,DC48->DC9,2023-01-28,3597
DC48,DC9,DC48->DC9,2023-01-29,1635
DC48,DC9,DC48->DC9,2023-01-30,2542
DC48,DC9,DC48->DC9,2023-01-31,2056
DC49,DC10,DC49->DC10,2023-01-01,5
DC49,DC10,DC49->DC10,2023-01-02,1
DC49,DC10,DC49->DC10,2023-01-03,3
DC49,DC10,DC49->DC10,2023-01-04,0
DC49,DC10,DC49->DC10,2023-01-05,2
DC49,DC10,DC49->DC10,2023-01-06,3
DC49,DC10,DC49->DC10,2023-01-07,1
DC49,DC10,DC49->DC10,2023-01-08,2
DC49,DC10,DC49->DC10,2023-01-09,8
DC49,DC10,DC49->DC10,2023-01-10,1
DC49,DC10,DC49->DC10,2023-01-11,3
DC49,DC10,DC49->DC10,2023-01-12,2
DC49,DC10,DC49->DC10,2023-01-13,2
DC49,DC10,DC49->DC10,2023-01-14,5
DC49,DC10,DC49->DC10,2023-01-15,7
DC49,DC10,DC49->DC10,2023-01-16,3
DC49,DC10,DC49->DC10,2023-01-17,3
DC49,DC10,DC49->DC10,2023-01-18,216
DC49,DC10,DC49->DC10,2023-01-19,1
DC49,DC10,DC49->DC10,2023-01-20,4
DC49,DC10,DC49->DC10,2023-01-21,3
DC49,DC10,DC49->DC10,2023-01-22,4
DC49,DC10,DC49->DC10,2023-01-23,2
DC49,DC10,DC49->DC10,2023-01-24,1
DC49,DC10,DC49->DC10,2023-01-25,1
DC49,DC10,DC49->DC10,2023-01-26,1
DC49,DC10,DC49->DC10,2023-01-27,1
DC49,DC10,DC49->DC10,2023-01-28,0
DC49,DC10,DC49->DC10,2023-01-29,0
DC49,DC10,DC49->DC10,2023-01-30,1
DC49,DC10,DC49->DC10,2023-01-31,1
DC49,DC12,DC49->DC12,2023-01-01,35
DC49,DC12,DC49->DC12,2023-01-02,5
DC49,DC12,DC49->DC12,2023-01-03,22
DC49,DC12,DC49->DC12,2023-01-04,91
DC49,DC12,DC49->DC12,2023-01-05,105
DC49,DC12,DC49->DC12,2023-01-06,77
DC49,DC12,DC49->DC12,2023-01-07,11
DC49,DC12,DC49->DC12,2023-01-08,50
DC49,DC12,DC49->DC12,2023-01-09,6
DC49,DC12,DC49->DC12,2023-01-10,27
DC49,DC12,DC49->DC12,2023-01-11,55
DC49,DC12,DC49->DC12,2023-01-12,8
DC49,DC12,DC49->DC12,2023-01-13,543
DC49,DC12,DC49->DC12,2023-01-14,12
DC49,DC12,DC49->DC12,2023-01-15,26
DC49,DC12,DC49->DC12,2023-01-16,6
DC49,DC12,DC49->DC12,2023-01-17,38
DC49,DC12,DC49->DC12,2023-01-18,134
DC49,DC12,DC49->DC12,2023-01-19,9
DC49,DC12,DC49->DC12,2023-01-20,2
DC49,DC12,DC49->DC12,2023-01-21,2
DC49,DC12,DC49->DC12,2023-01-22,7
DC49,DC12,DC49->DC12,2023-01-23,0
DC49,DC12,DC49->DC12,2023-01-24,5
DC49,DC12,DC49->DC12,2023-01-25,18
DC49,DC12,DC49->DC12,2023-01-26,20
DC49,DC12,DC49->DC12,2023-01-27,16
DC49,DC12,DC49->DC12,2023-01-28,2
DC49,DC12,DC49->DC12,2023-01-29,10
DC49,DC12,DC49->DC12,2023-01-30,1
DC49,DC12,DC49->DC12,2023-01-31,6
DC49,DC14,DC49->DC14,2023-01-01,665
DC49,DC14,DC49->DC14,2023-01-02,417
DC49,DC14,DC49->DC14,2023-01-03,81
DC49,DC14,DC49->DC14,2023-01-04,564
DC49,DC14,DC49->DC14,2023-01-05,51
DC49,DC14,DC49->DC14,2023-01-06,603
DC49,DC14,DC49->DC14,2023-01-07,258
DC49,DC14,DC49->DC14,2023-01-08,1008
DC49,DC14,DC49->DC14,2023-01-09,399
DC49,DC14,DC49->DC14,2023-01-10,659
DC49,DC14,DC49->DC14,2023-01-11,401
DC49,DC14,DC49->DC14,2023-01-12,974
DC49,DC14,DC49->DC14,2023-01-13,589
DC49,DC14,DC49->DC14,2023-01-14,577
DC49,DC14,DC49->DC14,2023-01-15,615
DC49,DC14,DC49->DC14,2023-01-16,447
DC49,DC14,DC49->DC14,2023-01-17,402
DC49,DC14,DC49->DC14,2023-01-18,454
DC49,DC14,DC49->DC14,2023-01-19,242
DC49,DC14,DC49->DC14,2023-01-20,615
DC49,DC14,DC49->DC14,2023-01-21,305
DC49,DC14,DC49->DC14,2023-01-22,565
DC49,DC14,DC49->DC14,2023-01-23,331
DC49,DC14,DC49->DC14,2023-01-24,98
DC49,DC14,DC49->DC14,2023-01-25,290
DC49,DC14,DC49->DC14,2023-01-26,213
DC49,DC14,DC49->DC14,2023-01-27,175
DC49,DC14,DC49->DC14,2023-01-28,146
DC49,DC14,DC49->DC14,2023-01-29,230
DC49,DC14,DC49->DC14,2023-01-30,83
DC49,DC14,DC49->DC14,2023-01-31,173
DC49,DC3,DC49->DC3,2023-01-01,891
DC49,DC3,DC49->DC3,2023-01-02,550
DC49,DC3,DC49->DC3,2023-01-03,548
DC49,DC3,DC49->DC3,2023-01-04,499
DC49,DC3,DC49->DC3,2023-01-05,445
DC49,DC3,DC49->DC3,2023-01-06,466
DC49,DC3,DC49->DC3,2023-01-07,172
DC49,DC3,DC49->DC3,2023-01-08,649
DC49,DC3,DC49->DC3,2023-01-09,362
DC49,DC3,DC49->DC3,2023-01-10,435
DC49,DC3,DC49->DC3,2023-01-11,374
DC49,DC3,DC49->DC3,2023-01-12,582
DC49,DC3,DC49->DC3,2023-01-13,358
DC49,DC3,DC49->DC3,2023-01-14,422
DC49,DC3,DC49->DC3,2023-01-15,790
DC49,DC3,DC49->DC3,2023-01-16,465
DC49,DC3,DC49->DC3,2023-01-17,342
DC49,DC3,DC49->DC3,2023-01-18,566
DC49,DC3,DC49->DC3,2023-01-19,167
DC49,DC3,DC49->DC3,2023-01-20,525
DC49,DC3,DC49->DC3,2023-01-21,205
DC49,DC3,DC49->DC3,2023-01-22,422
DC49,DC3,DC49->DC3,2023-01-23,313
DC49,DC3,DC49->DC3,2023-01-24,257
DC49,DC3,DC49->DC3,2023-01-25,253
DC49,DC3,DC49->DC3,2023-01-26,169
DC49,DC3,DC49->DC3,2023-01-27,123
DC49,DC3,DC49->DC3,2023-01-28,60
DC49,DC3,DC49->DC3,2023-01-29,152
DC49,DC3,DC49->DC3,2023-01-30,139
DC49,DC3,DC49->DC3,2023-01-31,267
DC49,DC35,DC49->DC35,2023-01-01,0
DC49,DC35,DC49->DC35,2023-01-02,1
DC49,DC35,DC49->DC35,2023-01-03,23
DC49,DC35,DC49->DC35,2023-01-04,17
DC49,DC35,DC49->DC35,2023-01-05,30
DC49,DC35,DC49->DC35,2023-01-06,8
DC49,DC35,DC49->DC35,2023-01-07,8
DC49,DC35,DC49->DC35,2023-01-08,43
DC49,DC35,DC49->DC35,2023-01-09,4
DC49,DC35,DC49->DC35,2023-01-10,2
DC49,DC35,DC49->DC35,2023-01-11,23
DC49,DC35,DC49->DC35,2023-01-12,33
DC49,DC35,DC49->DC35,2023-01-13,75
DC49,DC35,DC49->DC35,2023-01-14,11
DC49,DC35,DC49->DC35,2023-01-15,11
DC49,DC35,DC49->DC35,2023-01-16,3
DC49,DC35,DC49->DC35,2023-01-17,0
DC49,DC35,DC49->DC35,2023-01-18,20
DC49,DC35,DC49->DC35,2023-01-19,1
DC49,DC35,DC49->DC35,2023-01-20,0
DC49,DC35,DC49->DC35,2023-01-21,6
DC49,DC35,DC49->DC35,2023-01-22,0
DC49,DC35,DC49->DC35,2023-01-23,0
DC49,DC35,DC49->DC35,2023-01-24,5
DC49,DC35,DC49->DC35,2023-01-25,4
DC49,DC35,DC49->DC35,2023-01-26,6
DC49,DC35,DC49->DC35,2023-01-27,0
DC49,DC35,DC49->DC35,2023-01-28,2
DC49,DC35,DC49->DC35,2023-01-29,9
DC49,DC35,DC49->DC35,2023-01-30,1
DC49,DC35,DC49->DC35,2023-01-31,0
DC49,DC5,DC49->DC5,2023-01-01,700
DC49,DC5,DC49->DC5,2023-01-02,899
DC49,DC5,DC49->DC5,2023-01-03,498
DC49,DC5,DC49->DC5,2023-01-04,512
DC49,DC5,DC49->DC5,2023-01-05,338
DC49,DC5,DC49->DC5,2023-01-06,527
DC49,DC5,DC49->DC5,2023-01-07,360
DC49,DC5,DC49->DC5,2023-01-08,1264
DC49,DC5,DC49->DC5,2023-01-09,458
DC49,DC5,DC49->DC5,2023-01-10,393
DC49,DC5,DC49->DC5,2023-01-11,427
DC49,DC5,DC49->DC5,2023-01-12,280
DC49,DC5,DC49->DC5,2023-01-13,505
DC49,DC5,DC49->DC5,2023-01-14,462
DC49,DC5,DC49->DC5,2023-01-15,1983
DC49,DC5,DC49->DC5,2023-01-16,372
DC49,DC5,DC49->DC5,2023-01-17,311
DC49,DC5,DC49->DC5,2023-01-18,516
DC49,DC5,DC49->DC5,2023-01-19,265
DC49,DC5,DC49->DC5,2023-01-20,787
DC49,DC5,DC49->DC5,2023-01-21,177
DC49,DC5,DC49->DC5,2023-01-22,396
DC49,DC5,DC49->DC5,2023-01-23,422
DC49,DC5,DC49->DC5,2023-01-24,250
DC49,DC5,DC49->DC5,2023-01-25,231
DC49,DC5,DC49->DC5,2023-01-26,188
DC49,DC5,DC49->DC5,2023-01-27,142
DC49,DC5,DC49->DC5,2023-01-28,98
DC49,DC5,DC49->DC5,2023-01-29,225
DC49,DC5,DC49->DC5,2023-01-30,107
DC49,DC5,DC49->DC5,2023-01-31,208
DC49,DC9,DC49->DC9,2023-01-01,4526
DC49,DC9,DC49->DC9,2023-01-02,1984
DC49,DC9,DC49->DC9,2023-01-03,3288
DC49,DC9,DC49->DC9,2023-01-04,2764
DC49,DC9,DC49->DC9,2023-01-05,2660
DC49,DC9,DC49->DC9,2023-01-06,3611
DC49,DC9,DC49->DC9,2023-01-07,1608
DC49,DC9,DC49->DC9,2023-01-08,3521
DC49,DC9,DC49->DC9,2023-01-09,4188
DC49,DC9,DC49->DC9,2023-01-10,2313
DC49,DC9,DC49->DC9,2023-01-11,3333
DC49,DC9,DC49->DC9,2023-01-12,2310
DC49,DC9,DC49->DC9,2023-01-13,1842
DC49,DC9,DC49->DC9,2023-01-14,1570
DC49,DC9,DC49->DC9,2023-01-15,5089
DC49,DC9,DC49->DC9,2023-01-16,2613
DC49,DC9,DC49->DC9,2023-01-17,3357
DC49,DC9,DC49->DC9,2023-01-18,3847
DC49,DC9,DC49->DC9,2023-01-19,987
DC49,DC9,DC49->DC9,2023-01-20,3184
DC49,DC9,DC49->DC9,2023-01-21,1247
DC49,DC9,DC49->DC9,2023-01-22,2139
DC49,DC9,DC49->DC9,2023-01-23,1870
DC49,DC9,DC49->DC9,2023-01-24,1251
DC49,DC9,DC49->DC9,2023-01-25,1734
DC49,DC9,DC49->DC9,2023-01-26,1058
DC49,DC9,DC49->DC9,2023-01-27,1058
DC49,DC9,DC49->DC9,2023-01-28,636
DC49,DC9,DC49->DC9,2023-01-29,611
DC49,DC9,DC49->DC9,2023-01-30,1116
DC49,DC9,DC49->DC9,2023-01-31,1279
DC5,DC10,DC5->DC10,2023-01-01,414
DC5,DC10,DC5->DC10,2023-01-02,227
DC5,DC10,DC5->DC10,2023-01-03,183
DC5,DC10,DC5->DC10,2023-01-04,229
DC5,DC10,DC5->DC10,2023-01-05,448
DC5,DC10,DC5->DC10,2023-01-06,183
DC5,DC10,DC5->DC10,2023-01-07,283
DC5,DC10,DC5->DC10,2023-01-08,252
DC5,DC10,DC5->DC10,2023-01-09,289
DC5,DC10,DC5->DC10,2023-01-10,226
DC5,DC10,DC5->DC10,2023-01-11,325
DC5,DC10,DC5->DC10,2023-01-12,722
DC5,DC10,DC5->DC10,2023-01-13,455
DC5,DC10,DC5->DC10,2023-01-14,248
DC5,DC10,DC5->DC10,2023-01-15,513
DC5,DC10,DC5->DC10,2023-01-16,296
DC5,DC10,DC5->DC10,2023-01-17,734
DC5,DC10,DC5->DC10,2023-01-18,464
DC5,DC10,DC5->DC10,2023-01-19,329
DC5,DC10,DC5->DC10,2023-01-20,315
DC5,DC10,DC5->DC10,2023-01-21,152
DC5,DC10,DC5->DC10,2023-01-22,118
DC5,DC10,DC5->DC10,2023-01-23,165
