方案,场地1,场地2,edge,日期,原预测货量,分流增加货量,调整后货量,线路能力,线路负荷率
min_changed_plus_2,DC20,DC3,DC20->DC3,2023-01-18,0,0,0,14978,0.0
min_changed_plus_2,DC20,DC32,DC20->DC32,2023-01-18,0,0,0,111,0.0
min_changed_plus_2,DC20,DC33,DC20->DC33,2023-01-18,0,0,0,4,0.0
min_changed_plus_2,DC20,DC34,DC20->DC34,2023-01-18,0,0,0,4,0.0
min_changed_plus_2,DC20,DC35,DC20->DC35,2023-01-18,6,0,6,13082,0.0004586454670539
min_changed_plus_2,DC20,DC4,DC20->DC4,2023-01-18,21370,0,21370,121795,0.1754587626749866
min_changed_plus_2,DC20,DC40,DC20->DC40,2023-01-18,0,0,0,460,0.0
min_changed_plus_2,DC20,DC62,DC20->DC62,2023-01-18,9015,0,9015,32057,0.2812178307389961
min_changed_plus_2,DC20,DC64,DC20->DC64,2023-01-18,0,0,0,2,0.0
min_changed_plus_2,DC20,DC65,DC20->DC65,2023-01-18,0,0,0,2,0.0
min_changed_plus_2,DC20,DC70,DC20->DC70,2023-01-18,10,0,10,7097,0.0014090460758066
min_changed_plus_2,DC20,DC76,DC20->DC76,2023-01-18,0,0,0,3,0.0
min_changed_plus_2,DC20,DC8,DC20->DC8,2023-01-18,107,0,107,51548,0.0020757352370606
min_changed_plus_2,DC20,DC81,DC20->DC81,2023-01-18,0,0,0,63,0.0
min_changed_plus_2,DC20,DC9,DC20->DC9,2023-01-18,0,0,0,857,0.0
min_changed_plus_2,DC21,DC10,DC21->DC10,2023-01-18,0,0,0,116981,0.0
min_changed_plus_2,DC21,DC12,DC21->DC12,2023-01-18,0,0,0,1767,0.0
min_changed_plus_2,DC21,DC14,DC21->DC14,2023-01-18,0,0,0,32070,0.0
min_changed_plus_2,DC21,DC20,DC21->DC20,2023-01-18,0,0,0,3,0.0
min_changed_plus_2,DC21,DC3,DC21->DC3,2023-01-18,0,0,0,19506,0.0
min_changed_plus_2,DC21,DC32,DC21->DC32,2023-01-18,0,0,0,40,0.0
min_changed_plus_2,DC21,DC33,DC21->DC33,2023-01-18,0,0,0,3,0.0
min_changed_plus_2,DC21,DC34,DC21->DC34,2023-01-18,0,0,0,4,0.0
min_changed_plus_2,DC21,DC35,DC21->DC35,2023-01-18,0,0,0,6143,0.0
min_changed_plus_2,DC21,DC4,DC21->DC4,2023-01-18,0,0,0,130684,0.0
min_changed_plus_2,DC21,DC40,DC21->DC40,2023-01-18,0,0,0,430,0.0
min_changed_plus_2,DC21,DC62,DC21->DC62,2023-01-18,0,0,0,32645,0.0
min_changed_plus_2,DC21,DC70,DC21->DC70,2023-01-18,0,0,0,3085,0.0
min_changed_plus_2,DC21,DC76,DC21->DC76,2023-01-18,0,0,0,13,0.0
min_changed_plus_2,DC21,DC8,DC21->DC8,2023-01-18,0,0,0,512,0.0
min_changed_plus_2,DC21,DC81,DC21->DC81,2023-01-18,0,0,0,111,0.0
min_changed_plus_2,DC21,DC9,DC21->DC9,2023-01-18,0,0,0,941,0.0
min_changed_plus_2,DC22,DC10,DC22->DC10,2023-01-18,11294,0,11294,235177,0.0480234036491663
min_changed_plus_2,DC22,DC12,DC22->DC12,2023-01-18,0,0,0,13984,0.0
min_changed_plus_2,DC22,DC13,DC22->DC13,2023-01-18,0,0,0,1,0.0
min_changed_plus_2,DC22,DC14,DC22->DC14,2023-01-18,10548,0,10548,65525,0.1609767264402899
min_changed_plus_2,DC22,DC20,DC22->DC20,2023-01-18,0,0,0,2,0.0
min_changed_plus_2,DC22,DC21,DC22->DC21,2023-01-18,0,0,0,3,0.0
min_changed_plus_2,DC22,DC3,DC22->DC3,2023-01-18,40,0,40,29865,0.0013393604553825
min_changed_plus_2,DC22,DC32,DC22->DC32,2023-01-18,0,0,0,444,0.0
min_changed_plus_2,DC22,DC34,DC22->DC34,2023-01-18,0,0,0,7,0.0
min_changed_plus_2,DC22,DC35,DC22->DC35,2023-01-18,1359,0,1359,101949,0.0133301945090192
min_changed_plus_2,DC22,DC4,DC22->DC4,2023-01-18,42069,0,42069,236073,0.1782033523528739
min_changed_plus_2,DC22,DC40,DC22->DC40,2023-01-18,0,0,0,5427,0.0
min_changed_plus_2,DC22,DC62,DC22->DC62,2023-01-18,12042,0,12042,60403,0.1993609588927702
min_changed_plus_2,DC22,DC64,DC22->DC64,2023-01-18,0,0,0,41048,0.0
min_changed_plus_2,DC22,DC65,DC22->DC65,2023-01-18,0,5377,5377,17537,0.3066088840736728
min_changed_plus_2,DC22,DC70,DC22->DC70,2023-01-18,1519,0,1519,16266,0.0933849747940489
min_changed_plus_2,DC22,DC76,DC22->DC76,2023-01-18,0,0,0,9,0.0
min_changed_plus_2,DC22,DC8,DC22->DC8,2023-01-18,153,0,153,29845,0.0051264868487183
min_changed_plus_2,DC22,DC81,DC22->DC81,2023-01-18,0,0,0,1290,0.0
min_changed_plus_2,DC22,DC9,DC22->DC9,2023-01-18,0,0,0,885,0.0
min_changed_plus_2,DC23,DC10,DC23->DC10,2023-01-18,13740,7652,21392,201943,0.10593088148636
min_changed_plus_2,DC23,DC12,DC23->DC12,2023-01-18,0,0,0,15956,0.0
min_changed_plus_2,DC23,DC14,DC23->DC14,2023-01-18,11778,0,11778,32755,0.3595786902762937
min_changed_plus_2,DC23,DC18,DC23->DC18,2023-01-18,0,0,0,55,0.0
min_changed_plus_2,DC23,DC20,DC23->DC20,2023-01-18,0,0,0,1,0.0
min_changed_plus_2,DC23,DC29,DC23->DC29,2023-01-18,0,0,0,11,0.0
min_changed_plus_2,DC23,DC3,DC23->DC3,2023-01-18,2,0,2,52355,3.820074491452584e-05
min_changed_plus_2,DC23,DC32,DC23->DC32,2023-01-18,0,0,0,604,0.0
min_changed_plus_2,DC23,DC34,DC23->DC34,2023-01-18,0,0,0,27,0.0
min_changed_plus_2,DC23,DC35,DC23->DC35,2023-01-18,2508,0,2508,62887,0.0398810564981633
min_changed_plus_2,DC23,DC36,DC23->DC36,2023-01-18,0,0,0,2,0.0
min_changed_plus_2,DC23,DC4,DC23->DC4,2023-01-18,49276,0,49276,204894,0.2404950852635997
min_changed_plus_2,DC23,DC40,DC23->DC40,2023-01-18,0,0,0,6623,0.0
min_changed_plus_2,DC23,DC6,DC23->DC6,2023-01-18,0,0,0,8,0.0
min_changed_plus_2,DC23,DC62,DC23->DC62,2023-01-18,14036,0,14036,58889,0.2383467201005281
min_changed_plus_2,DC23,DC64,DC23->DC64,2023-01-18,0,0,0,49704,0.0
min_changed_plus_2,DC23,DC65,DC23->DC65,2023-01-18,0,0,0,24741,0.0
min_changed_plus_2,DC23,DC70,DC23->DC70,2023-01-18,4475,0,4475,32263,0.1387037783219167
min_changed_plus_2,DC23,DC8,DC23->DC8,2023-01-18,106,0,106,30936,0.0034264287561417
min_changed_plus_2,DC23,DC81,DC23->DC81,2023-01-18,0,0,0,2581,0.0
min_changed_plus_2,DC23,DC9,DC23->DC9,2023-01-18,0,0,0,2667,0.0
min_changed_plus_2,DC24,DC10,DC24->DC10,2023-01-18,0,0,0,10,0.0
min_changed_plus_2,DC24,DC14,DC24->DC14,2023-01-18,0,0,0,5,0.0
min_changed_plus_2,DC24,DC3,DC24->DC3,2023-01-18,0,0,0,3,0.0
min_changed_plus_2,DC24,DC4,DC24->DC4,2023-01-18,0,0,0,6,0.0
min_changed_plus_2,DC24,DC62,DC24->DC62,2023-01-18,0,0,0,6,0.0
min_changed_plus_2,DC24,DC8,DC24->DC8,2023-01-18,0,0,0,6,0.0
min_changed_plus_2,DC24,DC9,DC24->DC9,2023-01-18,0,0,0,36,0.0
min_changed_plus_2,DC25,DC10,DC25->DC10,2023-01-18,11207,0,11207,64006,0.1750929600349967
min_changed_plus_2,DC25,DC12,DC25->DC12,2023-01-18,0,0,0,1048,0.0
min_changed_plus_2,DC25,DC14,DC25->DC14,2023-01-18,7519,0,7519,30950,0.2429402261712439
min_changed_plus_2,DC25,DC3,DC25->DC3,2023-01-18,12,0,12,32591,0.0003681998097634
min_changed_plus_2,DC25,DC32,DC25->DC32,2023-01-18,0,0,0,25,0.0
min_changed_plus_2,DC25,DC33,DC25->DC33,2023-01-18,0,0,0,2,0.0
min_changed_plus_2,DC25,DC34,DC25->DC34,2023-01-18,0,0,0,4,0.0
min_changed_plus_2,DC25,DC35,DC25->DC35,2023-01-18,175,0,175,4679,0.0374011540927548
min_changed_plus_2,DC25,DC4,DC25->DC4,2023-01-18,57,0,57,50932,0.0011191392444828
min_changed_plus_2,DC25,DC40,DC25->DC40,2023-01-18,0,0,0,2274,0.0
min_changed_plus_2,DC25,DC62,DC25->DC62,2023-01-18,10196,0,10196,30541,0.3338463049670934
min_changed_plus_2,DC25,DC64,DC25->DC64,2023-01-18,0,5426,5426,53912,0.1006454963644457
min_changed_plus_2,DC25,DC65,DC25->DC65,2023-01-18,0,0,0,27209,0.0
min_changed_plus_2,DC25,DC70,DC25->DC70,2023-01-18,104,0,104,3338,0.0311563810665068
min_changed_plus_2,DC25,DC76,DC25->DC76,2023-01-18,0,0,0,5,0.0
min_changed_plus_2,DC25,DC8,DC25->DC8,2023-01-18,20016,0,20016,93188,0.2147916040691934
min_changed_plus_2,DC25,DC81,DC25->DC81,2023-01-18,0,0,0,219,0.0
min_changed_plus_2,DC25,DC9,DC25->DC9,2023-01-18,0,0,0,126037,0.0
min_changed_plus_2,DC26,DC10,DC26->DC10,2023-01-18,3011,0,3011,8082,0.3725562979460529
min_changed_plus_2,DC26,DC12,DC26->DC12,2023-01-18,0,0,0,177,0.0
min_changed_plus_2,DC26,DC14,DC26->DC14,2023-01-18,2318,0,2318,7471,0.3102663632713157
min_changed_plus_2,DC26,DC3,DC26->DC3,2023-01-18,0,0,0,8033,0.0
min_changed_plus_2,DC26,DC32,DC26->DC32,2023-01-18,0,0,0,113,0.0
min_changed_plus_2,DC26,DC34,DC26->DC34,2023-01-18,0,0,0,2,0.0
min_changed_plus_2,DC26,DC35,DC26->DC35,2023-01-18,0,0,0,8989,0.0
min_changed_plus_2,DC26,DC4,DC26->DC4,2023-01-18,5,0,5,26989,0.000185260661751
min_changed_plus_2,DC26,DC40,DC26->DC40,2023-01-18,0,0,0,600,0.0
min_changed_plus_2,DC26,DC62,DC26->DC62,2023-01-18,2703,1543,4246,27667,0.1534680305056565
min_changed_plus_2,DC26,DC64,DC26->DC64,2023-01-18,0,0,0,11493,0.0
min_changed_plus_2,DC26,DC65,DC26->DC65,2023-01-18,0,0,0,11121,0.0
min_changed_plus_2,DC26,DC70,DC26->DC70,2023-01-18,0,0,0,1976,0.0
min_changed_plus_2,DC26,DC8,DC26->DC8,2023-01-18,7380,0,7380,31380,0.2351816443594646
min_changed_plus_2,DC26,DC81,DC26->DC81,2023-01-18,0,0,0,25,0.0
min_changed_plus_2,DC26,DC9,DC26->DC9,2023-01-18,0,0,0,27912,0.0
min_changed_plus_2,DC27,DC10,DC27->DC10,2023-01-18,7603,0,7603,16133,0.4712700675633794
min_changed_plus_2,DC27,DC14,DC27->DC14,2023-01-18,4310,0,4310,15669,0.2750654157891378
min_changed_plus_2,DC27,DC3,DC27->DC3,2023-01-18,0,0,0,36,0.0
min_changed_plus_2,DC27,DC32,DC27->DC32,2023-01-18,0,0,0,323,0.0
min_changed_plus_2,DC27,DC34,DC27->DC34,2023-01-18,0,0,0,3,0.0
min_changed_plus_2,DC27,DC35,DC27->DC35,2023-01-18,27,0,27,1317,0.020501138952164
min_changed_plus_2,DC27,DC4,DC27->DC4,2023-01-18,92,0,92,237,0.3881856540084388
min_changed_plus_2,DC27,DC40,DC27->DC40,2023-01-18,0,0,0,657,0.0
min_changed_plus_2,DC27,DC62,DC27->DC62,2023-01-18,4669,0,4669,22037,0.2118709443209148
min_changed_plus_2,DC27,DC64,DC27->DC64,2023-01-18,0,0,0,10905,0.0
min_changed_plus_2,DC27,DC65,DC27->DC65,2023-01-18,0,0,0,16032,0.0
min_changed_plus_2,DC27,DC70,DC27->DC70,2023-01-18,58,0,58,2043,0.0283896231032794
min_changed_plus_2,DC27,DC8,DC27->DC8,2023-01-18,18465,2665,21130,57062,0.3702989730468613
min_changed_plus_2,DC27,DC9,DC27->DC9,2023-01-18,0,0,0,3,0.0
min_changed_plus_2,DC28,DC10,DC28->DC10,2023-01-18,5142,0,5142,60448,0.0850648491265219
min_changed_plus_2,DC28,DC12,DC28->DC12,2023-01-18,0,0,0,1018,0.0
min_changed_plus_2,DC28,DC14,DC28->DC14,2023-01-18,3731,0,3731,15076,0.2474794375165826
min_changed_plus_2,DC28,DC20,DC28->DC20,2023-01-18,0,0,0,2,0.0
min_changed_plus_2,DC28,DC23,DC28->DC23,2023-01-18,0,0,0,5,0.0
min_changed_plus_2,DC28,DC3,DC28->DC3,2023-01-18,0,0,0,7645,0.0
min_changed_plus_2,DC28,DC32,DC28->DC32,2023-01-18,0,0,0,119,0.0
min_changed_plus_2,DC28,DC34,DC28->DC34,2023-01-18,0,0,0,4,0.0
min_changed_plus_2,DC28,DC35,DC28->DC35,2023-01-18,14,0,14,1836,0.0076252723311546
min_changed_plus_2,DC28,DC4,DC28->DC4,2023-01-18,11996,0,11996,59369,0.2020583132611295
min_changed_plus_2,DC28,DC40,DC28->DC40,2023-01-18,0,0,0,1251,0.0
min_changed_plus_2,DC28,DC62,DC28->DC62,2023-01-18,3766,0,3766,16141,0.2333188773929744
min_changed_plus_2,DC28,DC64,DC28->DC64,2023-01-18,0,2245,2245,7946,0.2825320916184243
min_changed_plus_2,DC28,DC65,DC28->DC65,2023-01-18,0,0,0,5355,0.0
min_changed_plus_2,DC28,DC70,DC28->DC70,2023-01-18,17,0,17,3735,0.0045515394912985
min_changed_plus_2,DC28,DC8,DC28->DC8,2023-01-18,106,0,106,24604,0.004308242562185
min_changed_plus_2,DC28,DC81,DC28->DC81,2023-01-18,0,0,0,89,0.0
min_changed_plus_2,DC28,DC9,DC28->DC9,2023-01-18,0,0,0,223,0.0
min_changed_plus_2,DC29,DC36,DC29->DC36,2023-01-18,0,0,0,1,0.0
min_changed_plus_2,DC29,DC9,DC29->DC9,2023-01-18,0,0,0,1,0.0
min_changed_plus_2,DC3,DC10,DC3->DC10,2023-01-18,0,0,0,2011,0.0
min_changed_plus_2,DC3,DC12,DC3->DC12,2023-01-18,0,0,0,469,0.0
min_changed_plus_2,DC3,DC14,DC3->DC14,2023-01-18,0,0,0,242,0.0
min_changed_plus_2,DC3,DC19,DC3->DC19,2023-01-18,0,0,0,2,0.0
min_changed_plus_2,DC3,DC21,DC3->DC21,2023-01-18,0,0,0,21,0.0
min_changed_plus_2,DC3,DC22,DC3->DC22,2023-01-18,0,0,0,32,0.0
min_changed_plus_2,DC3,DC23,DC3->DC23,2023-01-18,0,0,0,24,0.0
min_changed_plus_2,DC3,DC28,DC3->DC28,2023-01-18,0,0,0,2,0.0
min_changed_plus_2,DC3,DC30,DC3->DC30,2023-01-18,0,0,0,1,0.0
min_changed_plus_2,DC3,DC35,DC3->DC35,2023-01-18,0,0,0,14,0.0
min_changed_plus_2,DC3,DC36,DC3->DC36,2023-01-18,0,0,0,20,0.0
min_changed_plus_2,DC3,DC38,DC3->DC38,2023-01-18,0,0,0,11,0.0
min_changed_plus_2,DC3,DC4,DC3->DC4,2023-01-18,0,0,0,24,0.0
min_changed_plus_2,DC3,DC40,DC3->DC40,2023-01-18,0,0,0,112,0.0
min_changed_plus_2,DC3,DC8,DC3->DC8,2023-01-18,0,0,0,3,0.0
min_changed_plus_2,DC3,DC9,DC3->DC9,2023-01-18,0,0,0,46,0.0
min_changed_plus_2,DC30,DC10,DC30->DC10,2023-01-18,3408,0,3408,24659,0.1382051178068859
min_changed_plus_2,DC30,DC12,DC30->DC12,2023-01-18,0,0,0,1036,0.0
min_changed_plus_2,DC30,DC14,DC30->DC14,2023-01-18,2633,0,2633,7599,0.3464929595999473
min_changed_plus_2,DC30,DC23,DC30->DC23,2023-01-18,0,0,0,6,0.0
min_changed_plus_2,DC30,DC3,DC30->DC3,2023-01-18,0,1532,1532,4008,0.3822355289421157
min_changed_plus_2,DC30,DC32,DC30->DC32,2023-01-18,0,0,0,127,0.0
min_changed_plus_2,DC30,DC34,DC30->DC34,2023-01-18,0,0,0,4,0.0
min_changed_plus_2,DC30,DC35,DC30->DC35,2023-01-18,108,0,108,30682,0.0035199791408643
min_changed_plus_2,DC30,DC4,DC30->DC4,2023-01-18,10434,0,10434,29680,0.3515498652291105
min_changed_plus_2,DC30,DC40,DC30->DC40,2023-01-18,0,0,0,781,0.0
min_changed_plus_2,DC30,DC62,DC30->DC62,2023-01-18,3375,0,3375,9368,0.3602690008539709
min_changed_plus_2,DC30,DC64,DC30->DC64,2023-01-18,0,0,0,12926,0.0
min_changed_plus_2,DC30,DC65,DC30->DC65,2023-01-18,0,0,0,6456,0.0
min_changed_plus_2,DC30,DC67,DC30->DC67,2023-01-18,0,0,0,1,0.0
min_changed_plus_2,DC30,DC70,DC30->DC70,2023-01-18,141,0,141,15005,0.009396867710763
min_changed_plus_2,DC30,DC8,DC30->DC8,2023-01-18,36,0,36,9740,0.0036960985626283
min_changed_plus_2,DC30,DC81,DC30->DC81,2023-01-18,0,0,0,359,0.0
min_changed_plus_2,DC30,DC9,DC30->DC9,2023-01-18,0,0,0,514,0.0
min_changed_plus_2,DC31,DC10,DC31->DC10,2023-01-18,328,0,328,4062,0.0807483998030526
min_changed_plus_2,DC31,DC12,DC31->DC12,2023-01-18,0,0,0,1123,0.0
min_changed_plus_2,DC31,DC14,DC31->DC14,2023-01-18,298,0,298,1943,0.1533710756562017
min_changed_plus_2,DC31,DC3,DC31->DC3,2023-01-18,0,0,0,226,0.0
min_changed_plus_2,DC31,DC32,DC31->DC32,2023-01-18,0,0,0,772,0.0
min_changed_plus_2,DC31,DC34,DC31->DC34,2023-01-18,0,0,0,2,0.0
min_changed_plus_2,DC31,DC35,DC31->DC35,2023-01-18,0,0,0,1919,0.0
min_changed_plus_2,DC31,DC37,DC31->DC37,2023-01-18,0,0,0,104,0.0
min_changed_plus_2,DC31,DC4,DC31->DC4,2023-01-18,1649,116,1765,12492,0.1412904258725584
min_changed_plus_2,DC31,DC40,DC31->DC40,2023-01-18,0,0,0,1485,0.0
min_changed_plus_2,DC31,DC62,DC31->DC62,2023-01-18,790,0,790,3415,0.2313323572474377
min_changed_plus_2,DC31,DC64,DC31->DC64,2023-01-18,0,0,0,5932,0.0
min_changed_plus_2,DC31,DC65,DC31->DC65,2023-01-18,0,0,0,1525,0.0
min_changed_plus_2,DC31,DC70,DC31->DC70,2023-01-18,0,0,0,5105,0.0
min_changed_plus_2,DC31,DC76,DC31->DC76,2023-01-18,0,0,0,4,0.0
min_changed_plus_2,DC31,DC8,DC31->DC8,2023-01-18,8,0,8,16148,0.0004954173891503
min_changed_plus_2,DC31,DC9,DC31->DC9,2023-01-18,0,0,0,781,0.0
min_changed_plus_2,DC32,DC10,DC32->DC10,2023-01-18,0,0,0,5,0.0
min_changed_plus_2,DC32,DC12,DC32->DC12,2023-01-18,0,0,0,11,0.0
min_changed_plus_2,DC32,DC14,DC32->DC14,2023-01-18,0,0,0,13,0.0
min_changed_plus_2,DC32,DC35,DC32->DC35,2023-01-18,0,0,0,23,0.0
min_changed_plus_2,DC32,DC40,DC32->DC40,2023-01-18,0,0,0,1323,0.0
min_changed_plus_2,DC32,DC70,DC32->DC70,2023-01-18,0,0,0,51,0.0
min_changed_plus_2,DC33,DC10,DC33->DC10,2023-01-18,0,0,0,513,0.0
min_changed_plus_2,DC33,DC14,DC33->DC14,2023-01-18,0,0,0,479,0.0
min_changed_plus_2,DC33,DC3,DC33->DC3,2023-01-18,0,0,0,42,0.0
min_changed_plus_2,DC33,DC4,DC33->DC4,2023-01-18,0,0,0,1631,0.0
min_changed_plus_2,DC33,DC62,DC33->DC62,2023-01-18,0,0,0,424,0.0
min_changed_plus_2,DC33,DC65,DC33->DC65,2023-01-18,0,0,0,1,0.0
min_changed_plus_2,DC33,DC8,DC33->DC8,2023-01-18,0,0,0,476,0.0
min_changed_plus_2,DC33,DC9,DC33->DC9,2023-01-18,0,0,0,244,0.0
min_changed_plus_2,DC34,DC10,DC34->DC10,2023-01-18,49,0,49,504,0.0972222222222222
min_changed_plus_2,DC34,DC12,DC34->DC12,2023-01-18,0,0,0,3608,0.0
min_changed_plus_2,DC34,DC14,DC34->DC14,2023-01-18,102,10,112,869,0.1288837744533947
min_changed_plus_2,DC34,DC3,DC34->DC3,2023-01-18,0,0,0,85,0.0
min_changed_plus_2,DC34,DC30,DC34->DC30,2023-01-18,0,0,0,1,0.0
min_changed_plus_2,DC34,DC32,DC34->DC32,2023-01-18,0,0,0,410,0.0
min_changed_plus_2,DC34,DC35,DC34->DC35,2023-01-18,402,0,402,1981,0.2029278142352347
min_changed_plus_2,DC34,DC4,DC34->DC4,2023-01-18,2,0,2,309,0.0064724919093851
min_changed_plus_2,DC34,DC40,DC34->DC40,2023-01-18,0,0,0,972,0.0
min_changed_plus_2,DC34,DC62,DC34->DC62,2023-01-18,102,0,102,507,0.2011834319526627
min_changed_plus_2,DC34,DC64,DC34->DC64,2023-01-18,0,0,0,2,0.0
min_changed_plus_2,DC34,DC67,DC34->DC67,2023-01-18,0,0,0,12,0.0
min_changed_plus_2,DC34,DC70,DC34->DC70,2023-01-18,731,0,731,6013,0.1215699318144021
min_changed_plus_2,DC34,DC8,DC34->DC8,2023-01-18,122,0,122,1935,0.0630490956072351
min_changed_plus_2,DC34,DC9,DC34->DC9,2023-01-18,0,0,0,438,0.0
min_changed_plus_2,DC35,DC10,DC35->DC10,2023-01-18,0,0,0,35,0.0
min_changed_plus_2,DC35,DC12,DC35->DC12,2023-01-18,0,0,0,1655,0.0
min_changed_plus_2,DC35,DC14,DC35->DC14,2023-01-18,0,0,0,29,0.0
min_changed_plus_2,DC35,DC17,DC35->DC17,2023-01-18,0,0,0,74,0.0
min_changed_plus_2,DC35,DC23,DC35->DC23,2023-01-18,0,0,0,109,0.0
min_changed_plus_2,DC35,DC3,DC35->DC3,2023-01-18,0,0,0,15,0.0
min_changed_plus_2,DC35,DC30,DC35->DC30,2023-01-18,0,0,0,19,0.0
min_changed_plus_2,DC35,DC32,DC35->DC32,2023-01-18,0,0,0,1564,0.0
min_changed_plus_2,DC35,DC34,DC35->DC34,2023-01-18,0,0,0,3,0.0
min_changed_plus_2,DC35,DC36,DC35->DC36,2023-01-18,0,0,0,1,0.0
min_changed_plus_2,DC35,DC4,DC35->DC4,2023-01-18,0,0,0,34,0.0
min_changed_plus_2,DC35,DC40,DC35->DC40,2023-01-18,0,0,0,1700,0.0
min_changed_plus_2,DC35,DC62,DC35->DC62,2023-01-18,0,0,0,143,0.0
min_changed_plus_2,DC35,DC67,DC35->DC67,2023-01-18,0,0,0,30,0.0
min_changed_plus_2,DC35,DC70,DC35->DC70,2023-01-18,14,5,19,3185,0.0059654631083202
min_changed_plus_2,DC35,DC8,DC35->DC8,2023-01-18,0,0,0,50,0.0
min_changed_plus_2,DC35,DC9,DC35->DC9,2023-01-18,0,0,0,52,0.0
min_changed_plus_2,DC36,DC10,DC36->DC10,2023-01-18,22122,0,22122,251835,0.0878432306867591
min_changed_plus_2,DC36,DC12,DC36->DC12,2023-01-18,0,0,0,3646,0.0
min_changed_plus_2,DC36,DC14,DC36->DC14,2023-01-18,12912,7171,20083,54215,0.370432537120723
min_changed_plus_2,DC36,DC20,DC36->DC20,2023-01-18,0,0,0,7,0.0
min_changed_plus_2,DC36,DC23,DC36->DC23,2023-01-18,0,0,0,2,0.0
min_changed_plus_2,DC36,DC29,DC36->DC29,2023-01-18,0,0,0,86,0.0
min_changed_plus_2,DC36,DC3,DC36->DC3,2023-01-18,2,0,2,60870,3.285690816494168e-05
min_changed_plus_2,DC36,DC32,DC36->DC32,2023-01-18,0,0,0,450,0.0
min_changed_plus_2,DC36,DC33,DC36->DC33,2023-01-18,0,0,0,12,0.0
min_changed_plus_2,DC36,DC34,DC36->DC34,2023-01-18,0,0,0,6,0.0
min_changed_plus_2,DC36,DC35,DC36->DC35,2023-01-18,405,0,405,15980,0.0253441802252816
min_changed_plus_2,DC36,DC4,DC36->DC4,2023-01-18,48433,0,48433,243230,0.1991242856555523
min_changed_plus_2,DC36,DC40,DC36->DC40,2023-01-18,0,0,0,5003,0.0
min_changed_plus_2,DC36,DC62,DC36->DC62,2023-01-18,17787,0,17787,61633,0.2885953953239336
min_changed_plus_2,DC36,DC64,DC36->DC64,2023-01-18,0,0,0,101881,0.0
min_changed_plus_2,DC36,DC65,DC36->DC65,2023-01-18,0,0,0,57714,0.0
min_changed_plus_2,DC36,DC70,DC36->DC70,2023-01-18,627,0,627,5527,0.1134430975212592
min_changed_plus_2,DC36,DC8,DC36->DC8,2023-01-18,168,0,168,53861,0.0031191400085405
min_changed_plus_2,DC36,DC81,DC36->DC81,2023-01-18,0,0,0,431,0.0
min_changed_plus_2,DC36,DC9,DC36->DC9,2023-01-18,0,0,0,969,0.0
min_changed_plus_2,DC37,DC10,DC37->DC10,2023-01-18,0,0,0,2367,0.0
min_changed_plus_2,DC37,DC14,DC37->DC14,2023-01-18,0,0,0,2216,0.0
min_changed_plus_2,DC37,DC3,DC37->DC3,2023-01-18,0,0,0,945,0.0
min_changed_plus_2,DC37,DC4,DC37->DC4,2023-01-18,0,0,0,769,0.0
min_changed_plus_2,DC37,DC54,DC37->DC54,2023-01-18,0,0,0,28,0.0
min_changed_plus_2,DC37,DC62,DC37->DC62,2023-01-18,0,0,0,4,0.0
min_changed_plus_2,DC37,DC8,DC37->DC8,2023-01-18,0,0,0,10,0.0
min_changed_plus_2,DC37,DC9,DC37->DC9,2023-01-18,0,0,0,352,0.0
min_changed_plus_2,DC38,DC10,DC38->DC10,2023-01-18,5771,0,5771,63516,0.0908589961584482
min_changed_plus_2,DC38,DC12,DC38->DC12,2023-01-18,0,0,0,6643,0.0
min_changed_plus_2,DC38,DC14,DC38->DC14,2023-01-18,5473,0,5473,31801,0.172101506241942
min_changed_plus_2,DC38,DC22,DC38->DC22,2023-01-18,0,0,0,1,0.0
min_changed_plus_2,DC38,DC3,DC38->DC3,2023-01-18,0,0,0,11462,0.0
min_changed_plus_2,DC38,DC32,DC38->DC32,2023-01-18,0,0,0,488,0.0
min_changed_plus_2,DC38,DC34,DC38->DC34,2023-01-18,0,0,0,3,0.0
min_changed_plus_2,DC38,DC35,DC38->DC35,2023-01-18,1404,0,1404,7910,0.1774968394437421
min_changed_plus_2,DC38,DC4,DC38->DC4,2023-01-18,13577,0,13577,100451,0.1351604264765905
min_changed_plus_2,DC38,DC40,DC38->DC40,2023-01-18,0,0,0,3901,0.0
min_changed_plus_2,DC38,DC62,DC38->DC62,2023-01-18,5837,2541,8378,31191,0.2686031226956494
min_changed_plus_2,DC38,DC64,DC38->DC64,2023-01-18,0,0,0,14273,0.0
min_changed_plus_2,DC38,DC65,DC38->DC65,2023-01-18,0,0,0,9942,0.0
min_changed_plus_2,DC38,DC70,DC38->DC70,2023-01-18,2805,0,2805,13545,0.2070874861572536
min_changed_plus_2,DC38,DC8,DC38->DC8,2023-01-18,78,0,78,14035,0.005557534734592
min_changed_plus_2,DC38,DC81,DC38->DC81,2023-01-18,0,0,0,609,0.0
min_changed_plus_2,DC38,DC9,DC38->DC9,2023-01-18,0,0,0,794,0.0
min_changed_plus_2,DC39,DC10,DC39->DC10,2023-01-18,0,0,0,15,0.0
min_changed_plus_2,DC39,DC14,DC39->DC14,2023-01-18,0,0,0,3,0.0
min_changed_plus_2,DC39,DC4,DC39->DC4,2023-01-18,0,0,0,4,0.0
min_changed_plus_2,DC39,DC8,DC39->DC8,2023-01-18,0,0,0,10,0.0
