origin,dest,edge,forecast_total_volume,forecast_daily_mean,forecast_daily_max,forecast_daily_std,historical_total_volume,edge_capacity,forecast_max_load_rate,forecast_volume_cv,high_load_day_ratio,origin_total_capacity,dest_total_capacity,same_origin_alternative_capacity,same_dest_alternative_capacity,alternative_capacity_ratio,origin_site_importance,dest_site_importance,endpoint_importance_score,volume_score,connection_score,volatility_score,substitution_risk_score,importance_score
DC46,DC40,DC46->DC40,0.0,0.0,0.0,0.0,50770.0,2387.0,0.0,0.0,0.0,211065.0,97443.0,208678.0,95056.0,127.24507750308871,0.7342592592592593,0.6654320987654321,0.6998456790123457,0.42111534795042893,0.5081029551954243,0.33841754051477596,0.7264061010486177,0.506780266920877
DC41,DC10,DC41->DC10,0.0,0.0,0.0,0.0,22940.0,12794.0,0.0,0.0,0.0,62007.0,2290621.0,49213.0,2277827.0,181.88525871500843,0.5645061728395062,0.8976851851851853,0.7310956790123457,0.4056244041944709,0.5738798856053384,0.33841754051477596,0.67302192564347,0.5044566253574833
DC9,DC25,DC9->DC25,0.0,0.0,0.0,0.0,62.0,44.0,0.0,0.0,0.0,92175.0,402.0,92131.0,358.0,2102.022727224954,0.9165123456790123,0.8162037037037037,0.866358024691358,0.3179218303145853,0.9432793136320305,0.33841754051477596,0.4261201143946616,0.5043851286939942
DC5,DC23,DC5->DC23,0.0,0.0,0.0,0.0,39.0,30.0,0.0,0.0,0.0,32737.0,5277.0,32707.0,5247.0,1265.1333332911622,0.8759259259259259,0.8141975308641975,0.8450617283950617,0.3086272640610105,0.9080076263107721,0.33841754051477596,0.47283126787416585,0.5039918970448046
DC3,DC38,DC3->DC38,0.0,0.0,0.0,0.0,11.0,11.0,0.0,0.0,0.0,3492.0,217.0,3481.0,206.0,335.1818181513471,0.8919753086419754,0.7305555555555555,0.8112654320987654,0.28860819828408,0.8088655862726406,0.33841754051477596,0.5977121067683508,0.5034199237368923
DC21,DC70,DC21->DC70,0.0,0.0,0.0,0.0,85007.0,3085.0,0.0,0.0,0.0,360996.0,280449.0,357911.0,277364.0,205.92382495941462,0.7339506172839506,0.7101851851851853,0.7220679012345679,0.4323164918970448,0.5529075309818875,0.33841754051477596,0.6510962821734986,0.5030743565300285
DC58,DC4,DC58->DC4,0.0,0.0,0.0,0.0,87565.0,7760.0,0.0,0.0,0.0,176452.0,2405716.0,168692.0,2397956.0,330.75360824738004,0.5856481481481481,0.8876543209876543,0.7366512345679013,0.43326978074356526,0.5881792183031459,0.33841754051477596,0.6015252621544328,0.49983317445185893
DC71,DC70,DC71->DC70,0.0,0.0,0.0,0.0,35261.0,12816.0,0.0,0.0,0.0,75315.0,280449.0,62499.0,267633.0,25.75936329587814,0.43796296296296294,0.7101851851851853,0.5740740740740741,0.4151572926596758,0.2688274547187798,0.33841754051477596,0.9408960915157293,0.49849857006673015
DC35,DC17,DC35->DC17,0.0,0.0,0.0,0.0,74.0,74.0,0.0,0.0,0.0,8802.0,103.0,8728.0,29.0,118.33783783623868,0.7146604938271605,0.7677469135802468,0.7412037037037036,0.32125834127740704,0.6010486177311726,0.33841754051477596,0.7378455672068637,0.4979265967588179
DC36,DC12,DC36->DC12,0.0,0.0,0.0,0.0,116409.0,3646.0,0.0,0.0,0.0,938959.0,284822.0,935313.0,281176.0,333.65030170040217,0.8058641975308642,0.6597222222222222,0.7327932098765433,0.4368446139180171,0.5762631077216397,0.33841754051477596,0.5996186844613918,0.4976286939942802
DC44,DC40,DC44->DC40,0.0,0.0,0.0,0.0,36396.0,3999.0,0.0,0.0,0.0,511263.0,97443.0,507264.0,93444.0,150.21455363837205,0.7271604938271605,0.6654320987654321,0.6962962962962963,0.41658722592945663,0.49571020019065776,0.33841754051477596,0.7035271687321258,0.4963775023832221
DC4,DC30,DC4->DC30,0.0,0.0,0.0,0.0,288.0,174.0,0.0,0.0,0.0,65103.0,287.0,64929.0,113.0,373.80459769900114,0.8876543209876543,0.6763888888888888,0.7820216049382716,0.3429456625357483,0.717349857006673,0.33841754051477596,0.5843660629170638,0.4962225929456625
DC25,DC40,DC25->DC40,0.0,0.0,0.0,0.0,19733.0,2274.0,0.0,0.0,0.0,535975.0,97443.0,533701.0,95169.0,276.54793315731024,0.8162037037037037,0.6654320987654321,0.7408179012345679,0.4027645376549094,0.5996186844613918,0.33841754051477596,0.6167778836987607,0.4958293612964728
DC45,DC35,DC45->DC35,0.0,0.0,0.0,0.0,32929.0,11042.0,0.0,0.0,0.0,57400.0,586705.0,46358.0,575663.0,56.332276761451155,0.5515432098765432,0.7146604938271605,0.6331018518518519,0.41301239275500473,0.35843660629170637,0.33841754051477596,0.8427073403241182,0.4956029551954242
DC69,DC4,DC69->DC4,6.0,0.1935483870967742,5.0,0.8951249629362329,53.0,36.0,0.13888888888503087,4.624812284609007,0.0,50191.0,2405716.0,50155.0,2405680.0,68217.63888699395,0.4512345679012345,0.8876543209876543,0.6694444444444444,0.5718541468064824,0.44518589132507147,0.9971401334604385,0.13727359389895138,0.4953348427073403
DC20,DC12,DC20->DC12,0.0,0.0,0.0,0.0,18721.0,4561.0,0.0,0.0,0.0,422975.0,284822.0,418414.0,280261.0,153.18460863842287,0.7592592592592592,0.6597222222222222,0.7094907407407407,0.4006196377502383,0.5185891325071497,0.33841754051477596,0.6959008579599618,0.49460200190657766
DC9,DC12,DC9->DC12,0.0,0.0,0.0,0.0,6913.0,388.0,0.0,0.0,0.0,92175.0,284822.0,91787.0,284434.0,969.6417525748205,0.9165123456790123,0.6597222222222222,0.7881172839506172,0.3870352716873212,0.734509056244042,0.33841754051477596,0.49571020019065776,0.49377979027645374
DC71,DC35,DC71->DC35,0.0,0.0,0.0,0.0,85653.0,15794.0,0.0,0.0,0.0,75315.0,586705.0,59521.0,570911.0,39.91591743699887,0.43796296296296294,0.7146604938271605,0.5763117283950617,0.432793136320305,0.2716873212583413,0.33841754051477596,0.894184938036225,0.4937082936129647
DC4,DC21,DC4->DC21,0.0,0.0,0.0,0.0,156.0,68.0,0.0,0.0,0.0,65103.0,223.0,65035.0,155.0,958.676470574137,0.8876543209876543,0.7339506172839506,0.8108024691358025,0.33222116301239274,0.8060057197330791,0.33841754051477596,0.4966634890371783,0.4927073403241182
DC34,DC12,DC34->DC12,0.0,0.0,0.0,0.0,69148.0,3608.0,0.0,0.0,0.0,17871.0,284822.0,14263.0,281214.0,81.8949556540793,0.6189814814814814,0.6597222222222222,0.6393518518518517,0.42755004766444227,0.3736892278360343,0.33841754051477596,0.7940896091515729,0.492349857006673
DC44,DC12,DC44->DC12,0.0,0.0,0.0,0.0,137099.0,4076.0,0.0,0.0,0.0,511263.0,284822.0,507187.0,280746.0,193.31035328748936,0.7271604938271605,0.6597222222222222,0.6934413580246914,0.4401811248808389,0.4890371782650143,0.33841754051477596,0.6606291706387035,0.4922426120114395
DC9,DC35,DC9->DC35,0.0,0.0,0.0,0.0,7089.0,259.0,0.0,0.0,0.0,92175.0,586705.0,91916.0,586446.0,2619.158301148189,0.9165123456790123,0.7146604938271605,0.8155864197530864,0.38798856053384173,0.821258341277407,0.33841754051477596,0.39752144899904673,0.49125357483317444
DC8,DC9,DC8->DC9,0.0,0.0,0.0,0.0,1757.0,123.0,0.0,0.0,0.0,218287.0,1447351.0,218164.0,1447228.0,13539.772357613498,0.8814814814814814,0.9165123456790123,0.8989969135802469,0.3689227836034318,0.9823641563393708,0.33841754051477596,0.25738798856053385,0.4898236415633937
DC5,DC22,DC5->DC22,0.0,0.0,0.0,0.0,26.0,21.0,0.0,0.0,0.0,32737.0,137.0,32716.0,116.0,1563.4285713541224,0.8759259259259259,0.7834876543209874,0.8297067901234567,0.30076263107721635,0.8765490943755958,0.33841754051477596,0.45662535748331745,0.48932316491897043
DC7,DC3,DC7->DC3,0.0,0.0,0.0,0.0,126653.0,1561.0,0.0,0.0,0.0,39972.0,727980.0,38411.0,726419.0,489.9615631002627,0.575925925925926,0.8919753086419754,0.7339506172839507,0.4377979027645376,0.5815061963775023,0.33841754051477596,0.555767397521449,0.48831029551954236
DC8,DC34,DC8->DC34,0.0,0.0,0.0,0.0,10708.0,565.0,0.0,0.0,0.0,218287.0,1903.0,217722.0,1338.0,387.7168141586058,0.8814814814814814,0.6189814814814814,0.7502314814814814,0.3927550047664442,0.6201143946615825,0.33841754051477596,0.5776930409914204,0.4876787416587226
DC68,DC4,DC68->DC4,141.0,4.548387096774194,6.0,1.2401537281768442,586.0,46.0,0.1304347826058601,0.2726579118087218,0.0,35817.0,2405716.0,35771.0,2405670.0,53074.80434667229,0.4356481481481481,0.8876543209876543,0.6616512345679012,0.6164204003813155,0.4223069590085796,0.8436606291706387,0.15919923736892277,0.4876727836034318
DC10,DC36,DC10->DC36,0.0,0.0,0.0,0.0,344.0,55.0,0.0,0.0,0.0,336532.0,240.0,336477.0,185.0,6121.12727261598,0.8976851851851853,0.8058641975308642,0.8517746913580247,0.34497140133460436,0.9261201143946616,0.33841754051477596,0.330791229742612,0.4857304575786463
DC22,DC65,DC22->DC65,0.0,0.0,0.0,0.0,131009.0,17537.0,0.0,0.0,0.0,884569.0,201281.0,867032.0,183744.0,59.91765980498033,0.7834876543209874,0.37870370370370365,0.5810956790123456,0.43898951382268825,0.2831267874165872,0.33841754051477596,0.8398474737845567,0.48515252621544325
DC21,DC8,DC21->DC8,0.0,0.0,0.0,0.0,53617.0,512.0,0.0,0.0,0.0,360996.0,2130508.0,360484.0,2129996.0,4864.218749990499,0.7339506172839506,0.8814814814814814,0.807716049382716,0.42230695900857956,0.7988560533841754,0.33841754051477596,0.342230695900858,0.48384175405147756
DC71,DC12,DC71->DC12,0.0,0.0,0.0,0.0,102385.0,11858.0,0.0,0.0,0.0,75315.0,284822.0,63457.0,272964.0,28.370804520152777,0.43796296296296294,0.6597222222222222,0.5488425925925926,0.4356530028598665,0.18255481410867494,0.33841754051477596,0.9323164918970448,0.4819590085795996
DC49,DC9,DC49->DC9,0.0,0.0,0.0,0.0,423755.0,27048.0,0.0,0.0,0.0,51664.0,1447351.0,24616.0,1420303.0,53.42054865424233,0.20833333333333331,0.9165123456790123,0.5624228395061728,0.4573403241182078,0.23069590085795996,0.33841754051477596,0.8522402287893232,0.4815657769304099
DC3,DC12,DC3->DC12,0.0,0.0,0.0,0.0,525.0,469.0,0.0,0.0,0.0,3492.0,284822.0,3023.0,284353.0,612.7420042630858,0.8919753086419754,0.6597222222222222,0.7758487654320988,0.3510486177311725,0.6925643469971401,0.33841754051477596,0.5376549094375596,0.4811844613918017
DC35,DC12,DC35->DC12,0.0,0.0,0.0,0.0,22306.0,1655.0,0.0,0.0,0.0,8802.0,284822.0,7147.0,283167.0,175.4163141992898,0.7146604938271605,0.6597222222222222,0.6871913580246913,0.40490943755958053,0.47330791229742614,0.33841754051477596,0.6796949475691134,0.48073164918970446
DC38,DC64,DC38->DC64,0.0,0.0,0.0,0.0,115433.0,14273.0,0.0,0.0,0.0,321772.0,317231.0,307499.0,302958.0,42.770055349257845,0.7305555555555555,0.38518518518518513,0.5578703703703703,0.43636796949475687,0.2130600571973308,0.33841754051477596,0.8798856053384175,0.47672783603431834
DC7,DC4,DC7->DC4,0.0,0.0,0.0,0.0,46060.0,4005.0,0.0,0.0,0.0,39972.0,2405716.0,35967.0,2401711.0,608.6586766540303,0.575925925925926,0.8876543209876543,0.7317901234567901,0.41992373689227835,0.5748331744518589,0.33841754051477596,0.5386081982840801,0.47609628217349853
DC58,DC70,DC58->DC70,0.0,0.0,0.0,0.0,26038.0,3605.0,0.0,0.0,0.0,176452.0,280449.0,172847.0,276844.0,124.74091539524973,0.5856481481481481,0.7101851851851853,0.6479166666666667,0.4084842707340324,0.3956148713060057,0.33841754051477596,0.7302192564346998,0.475190657769304
DC71,DC3,DC71->DC3,0.0,0.0,0.0,0.0,62993.0,4193.0,0.0,0.0,0.0,75315.0,727980.0,71122.0,723787.0,189.58001430951833,0.43796296296296294,0.8919753086419754,0.6649691358024692,0.42588179218303146,0.432793136320305,0.33841754051477596,0.665395614871306,0.47436844613918017
DC53,DC25,DC53->DC25,0.0,0.0,0.0,0.0,1118.0,346.0,0.0,0.0,0.0,39744.0,402.0,39398.0,56.0,114.02890173377449,0.5220679012345679,0.8162037037037037,0.6691358024691358,0.3617731172545281,0.444232602478551,0.33841754051477596,0.7426120114394662,0.4740943755958055
DC40,DC9,DC40->DC9,0.0,0.0,0.0,0.0,6393.0,639.0,0.0,0.0,0.0,63832.0,1447351.0,63193.0,1446712.0,2362.9186228445024,0.6654320987654321,0.9165123456790123,0.7909722222222222,0.38608198284080075,0.7421353670162059,0.33841754051477596,0.40896091515729266,0.47366539561487125
DC4,DC36,DC4->DC36,0.0,0.0,0.0,0.0,49.0,12.0,0.0,0.0,0.0,65103.0,240.0,65091.0,228.0,5443.249999546396,0.8876543209876543,0.8058641975308642,0.8467592592592592,0.3129170638703527,0.9146806482364156,0.33841754051477596,0.33841754051477596,0.47355815061963774
DC34,DC40,DC34->DC40,0.0,0.0,0.0,0.0,20670.0,972.0,0.0,0.0,0.0,17871.0,97443.0,16899.0,96471.0,116.63580246901581,0.6189814814814814,0.6654320987654321,0.6422067901234567,0.40324118207816967,0.38369876072449954,0.33841754051477596,0.7387988560533841,0.4725214489990467
DC58,DC40,DC58->DC40,0.0,0.0,0.0,0.0,27683.0,2737.0,0.0,0.0,0.0,176452.0,97443.0,173715.0,94706.0,98.07124588962438,0.5856481481481481,0.6654320987654321,0.6255401234567901,0.4091992373689227,0.34604385128693993,0.33841754051477596,0.7645376549094376,0.47162774070543373
DC42,DC12,DC42->DC12,0.0,0.0,0.0,0.0,15972.0,3509.0,0.0,0.0,0.0,84638.0,284822.0,81129.0,281313.0,103.28925619831767,0.6165123456790124,0.6597222222222222,0.6381172839506173,0.3984747378455672,0.36892278360343184,0.33841754051477596,0.7559580552907531,0.4714489990467111
DC30,DC9,DC30->DC9,0.0,0.0,0.0,0.0,7034.0,514.0,0.0,0.0,0.0,156937.0,1447351.0,156423.0,1446837.0,3119.1828793713635,0.6763888888888888,0.9165123456790123,0.7964506172839505,0.3877502383222116,0.7588179218303146,0.33841754051477596,0.3784556720686368,0.4707936129647283
DC58,DC35,DC58->DC35,0.0,0.0,0.0,0.0,111943.0,4050.0,0.0,0.0,0.0,176452.0,586705.0,172402.0,582655.0,186.4338271604478,0.5856481481481481,0.7146604938271605,0.6501543209876544,0.43612964728312675,0.4003813155386082,0.33841754051477596,0.6682554814108675,0.4705672068636797
DC25,DC12,DC25->DC12,0.0,0.0,0.0,0.0,28548.0,1048.0,0.0,0.0,0.0,535975.0,284822.0,534927.0,283774.0,781.2032442740638,0.8162037037037037,0.6597222222222222,0.7379629629629629,0.4101525262154433,0.5929456625357483,0.33841754051477596,0.5109628217349858,0.47029313632030506
DC3,DC40,DC3->DC40,0.0,0.0,0.0,0.0,215.0,112.0,0.0,0.0,0.0,3492.0,97443.0,3380.0,97331.0,899.2053571348285,0.8919753086419754,0.6654320987654321,0.7787037037037037,0.3369876072449952,0.7040038131553861,0.33841754051477596,0.5014299332697807,0.4700667302192564
DC21,DC12,DC21->DC12,0.0,0.0,0.0,0.0,42055.0,1767.0,0.0,0.0,0.0,360996.0,284822.0,359229.0,283055.0,363.4883984151876,0.7339506172839506,0.6597222222222222,0.6968364197530864,0.41897044804575784,0.49761677788369874,0.33841754051477596,0.5881792183031459,0.4688512869399428
DC17,DC12,DC17->DC12,0.0,0.0,0.0,0.0,56534.0,2032.0,0.0,0.0,0.0,795108.0,284822.0,793076.0,282790.0,529.4616141729678,0.7677469135802468,0.6597222222222222,0.7137345679012346,0.42302192564346996,0.5300285986653956,0.33841754051477596,0.5490943755958055,0.46860104861773116
DC3,DC9,DC3->DC9,0.0,0.0,0.0,0.0,298.0,46.0,0.0,0.0,0.0,3492.0,1447351.0,3446.0,1447305.0,31538.065216705698,0.8919753086419754,0.9165123456790123,0.9042438271604938,0.34366062917063867,0.9899904671115348,0.33841754051477596,0.1954242135367016,0.46739752144899904
DC3,DC19,DC3->DC19,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,3492.0,30.0,3490.0,28.0,1758.9999991205,0.8919753086419754,0.7584876543209877,0.8252314814814816,0.2631077216396568,0.8555767397521449,0.33841754051477596,0.44232602478551003,0.46732602478551
DC35,DC32,DC35->DC32,0.0,0.0,0.0,0.0,5171.0,1564.0,0.0,0.0,0.0,8802.0,10275.0,7238.0,8711.0,10.197570332474298,0.7146604938271605,0.3603395061728395,0.5375,0.38298379408960914,0.13584366062917064,0.33841754051477596,0.9923736892278361,0.46686129647283126
DC8,DC40,DC8->DC40,0.0,0.0,0.0,0.0,1717.0,207.0,0.0,0.0,0.0,218287.0,97443.0,218080.0,97236.0,1523.2657004757332,0.8814814814814814,0.6654320987654321,0.7734567901234568,0.36844613918017155,0.6858913250714966,0.33841754051477596,0.45757864632983797,0.4655862726406101
DC26,DC70,DC26->DC70,0.0,0.0,0.0,0.0,15998.0,1976.0,0.0,0.0,0.0,179850.0,280449.0,177874.0,278473.0,230.9448380565633,0.6458333333333333,0.7101851851851853,0.6780092592592593,0.3987130600571973,0.4661582459485224,0.33841754051477596,0.6348903717826502,0.4655743565300286
DC9,DC36,DC9->DC36,0.0,0.0,0.0,0.0,25.0,12.0,0.0,0.0,0.0,92175.0,240.0,92163.0,228.0,7699.249999358396,0.9165123456790123,0.8058641975308642,0.8611882716049383,0.30016682554814106,0.9375595805529076,0.33841754051477596,0.30028598665395617,0.4652824118207817
DC4,DC17,DC4->DC17,0.0,0.0,0.0,0.0,57.0,14.0,0.0,0.0,0.0,65103.0,103.0,65089.0,89.0,4655.571428238888,0.8876543209876543,0.7677469135802468,0.8277006172839505,0.31613441372735934,0.8670162059103909,0.33841754051477596,0.34604385128693993,0.4646746901811249
DC50,DC12,DC50->DC12,0.0,0.0,0.0,0.0,17790.0,2750.0,0.0,0.0,0.0,141641.0,284822.0,138891.0,282072.0,153.0774545453989,0.6385802469135802,0.6597222222222222,0.6491512345679011,0.3999046711153479,0.39752144899904673,0.33841754051477596,0.6968541468064824,0.4643231649189704
DC45,DC8,DC45->DC8,0.0,0.0,0.0,0.0,26678.0,4054.0,0.0,0.0,0.0,57400.0,2130508.0,53346.0,2126454.0,537.691169215457,0.5515432098765432,0.8814814814814814,0.7165123456790123,0.4087225929456625,0.5338417540514776,0.33841754051477596,0.546234509056244,0.4638346043851287
DC38,DC65,DC38->DC65,0.0,0.0,0.0,0.0,57243.0,9942.0,0.0,0.0,0.0,321772.0,201281.0,311830.0,191339.0,50.610440555215185,0.7305555555555555,0.37870370370370365,0.5546296296296296,0.4232602478551001,0.1992373689227836,0.33841754051477596,0.8598665395614872,0.4636796949475691
DC51,DC40,DC51->DC40,0.0,0.0,0.0,0.0,17376.0,1519.0,0.0,0.0,0.0,715715.0,97443.0,714196.0,95924.0,533.324555628352,0.775,0.6654320987654321,0.7202160493827161,0.39966634890371777,0.5448045757864634,0.33841754051477596,0.5471877979027645,0.46364394661582464
DC58,DC12,DC58->DC12,0.0,0.0,0.0,0.0,55365.0,3242.0,0.0,0.0,0.0,176452.0,284822.0,173210.0,281580.0,140.28069093148048,0.5856481481481481,0.6597222222222222,0.6226851851851851,0.42278360343183985,0.342230695900858,0.33841754051477596,0.7102001906577693,0.4618446139180171
DC45,DC4,DC45->DC4,0.0,0.0,0.0,0.0,23223.0,3684.0,0.0,0.0,0.0,57400.0,2405716.0,53716.0,2402032.0,666.5982627576909,0.5515432098765432,0.8876543209876543,0.7195987654320988,0.4061010486177311,0.5414680648236415,0.33841754051477596,0.5271687321258341,0.4600571973307912
DC70,DC40,DC70->DC40,0.0,0.0,0.0,0.0,3202.0,430.0,0.0,0.0,0.0,2852.0,97443.0,2422.0,97013.0,231.24418604597386,0.7101851851851853,0.6654320987654321,0.6878086419753087,0.3763107721639657,0.47616777883698763,0.33841754051477596,0.6339370829361296,0.45999761677788364
DC10,DC22,DC10->DC22,0.0,0.0,0.0,0.0,268.0,27.0,0.0,0.0,0.0,336532.0,137.0,336505.0,110.0,12467.222221760474,0.8976851851851853,0.7834876543209874,0.8405864197530863,0.34127740705433746,0.8956148713060057,0.33841754051477596,0.2631077216396568,0.45989037178265013
DC30,DC64,DC30->DC64,0.0,0.0,0.0,0.0,83351.0,12926.0,0.0,0.0,0.0,156937.0,317231.0,144011.0,304305.0,34.68327402134963,0.6763888888888888,0.38518518518518513,0.530787037037037,0.43183984747378457,0.11582459485224023,0.33841754051477596,0.9122974261201144,0.45893708293612967
DC31,DC40,DC31->DC40,0.0,0.0,0.0,0.0,6861.0,1485.0,0.0,0.0,0.0,58047.0,97443.0,56562.0,95958.0,102.70707070700155,0.5600308641975309,0.6654320987654321,0.6127314814814815,0.3867969494756911,0.32983794089609153,0.33841754051477596,0.7578646329837941,0.4580672068636797
DC18,DC14,DC18->DC14,0.0,0.0,0.0,0.0,20874.0,15975.0,0.0,0.0,0.0,97234.0,902659.0,81259.0,886684.0,60.59111111110732,0.19753086419753083,0.9246913580246913,0.561111111111111,0.4034795042897998,0.224976167778837,0.33841754051477596,0.8379408960915157,0.4577097235462345
DC4,DC22,DC4->DC22,0.0,0.0,0.0,0.0,46.0,9.0,0.0,0.0,0.0,65103.0,137.0,65094.0,128.0,7246.888888083679,0.8876543209876543,0.7834876543209874,0.8355709876543209,0.3114871306005719,0.8841754051477597,0.33841754051477596,0.3069590085795996,0.4575667302192564
DC4,DC20,DC4->DC20,0.0,0.0,0.0,0.0,38.0,14.0,0.0,0.0,0.0,65103.0,84.0,65089.0,70.0,4654.214285381841,0.8876543209876543,0.7592592592592592,0.8234567901234567,0.307793136320305,0.8489037178265014,0.33841754051477596,0.34699714013346045,0.4574654432793136
DC12,DC38,DC12->DC38,0.0,0.0,0.0,0.0,9.0,9.0,0.0,0.0,0.0,916.0,217.0,907.0,208.0,123.88888887512346,0.6597222222222222,0.7305555555555555,0.6951388888888889,0.2859866539561487,0.4914204003813155,0.33841754051477596,0.7330791229742613,0.4569828408007626
DC28,DC40,DC28->DC40,0.0,0.0,0.0,0.0,6577.0,1251.0,0.0,0.0,0.0,212797.0,97443.0,211546.0,96192.0,245.99360511571064,0.684104938271605,0.6654320987654321,0.6747685185185186,0.38632030505243087,0.45853193517635843,0.33841754051477596,0.6244041944709247,0.456708770257388
DC5,DC21,DC5->DC21,0.0,0.0,0.0,0.0,38.0,13.0,0.0,0.0,0.0,32737.0,223.0,32724.0,210.0,2533.3846151897396,0.8759259259259259,0.7339506172839506,0.8049382716049382,0.307793136320305,0.7897998093422307,0.33841754051477596,0.4022878932316492,0.45651215443279314
DC70,DC4,DC70->DC4,0.0,0.0,0.0,0.0,3962.0,385.0,0.0,0.0,0.0,2852.0,2405716.0,2467.0,2405331.0,6254.020779204535,0.7101851851851853,0.8876543209876543,0.7989197530864198,0.378932316491897,0.7640610104861774,0.33841754051477596,0.3279313632030505,0.45638703527168734
DC73,DC9,DC73->DC9,0.0,0.0,0.0,0.0,6065.0,259.0,0.0,0.0,0.0,352936.0,1447351.0,352677.0,1447092.0,6948.915057888228,0.6802469135802469,0.9165123456790123,0.7983796296296296,0.38584366062917064,0.7626310772163966,0.33841754051477596,0.31649189704480457,0.45558865586272634
DC51,DC81,DC51->DC81,0.0,0.0,0.0,0.0,19522.0,16240.0,0.0,0.0,0.0,715715.0,32374.0,699475.0,16134.0,44.0645935960564,0.775,0.32129629629629625,0.5481481481481482,0.40252621544327927,0.17921830314585319,0.33841754051477596,0.8760724499523356,0.45546949475691134
DC14,DC23,DC14->DC23,0.0,0.0,0.0,0.0,159.0,57.0,0.0,0.0,0.0,1575798.0,5277.0,1575741.0,5220.0,27736.157894250246,0.9246913580246913,0.8141975308641975,0.8694444444444445,0.33245948522402285,0.9451858913250715,0.33841754051477596,0.20781696854146806,0.45537416587225926
DC28,DC9,DC28->DC9,0.0,0.0,0.0,0.0,7185.0,223.0,0.0,0.0,0.0,212797.0,1447351.0,212574.0,1447128.0,7442.609865437477,0.684104938271605,0.9165123456790123,0.8003086419753087,0.388465204957102,0.7673975214489991,0.33841754051477596,0.30409914204003813,0.4545996186844614
DC42,DC40,DC42->DC40,0.0,0.0,0.0,0.0,5522.0,1186.0,0.0,0.0,0.0,84638.0,97443.0,83452.0,96257.0,151.52529510948438,0.6165123456790124,0.6654320987654321,0.6409722222222223,0.3841754051477597,0.3775023832221163,0.33841754051477596,0.6997140133460439,0.45452812202097237
DC27,DC65,DC27->DC65,0.0,0.0,0.0,0.0,23098.0,16032.0,0.0,0.0,0.0,150106.0,201281.0,134074.0,185249.0,19.91785179640594,0.6430555555555555,0.37870370370370365,0.5108796296296296,0.405862726406101,0.08102955195424213,0.33841754051477596,0.9628217349857007,0.45377740705433744
DC62,DC34,DC62->DC34,0.0,0.0,0.0,0.0,695.0,220.0,0.0,0.0,0.0,195979.0,1903.0,195759.0,1683.0,897.463636359557,0.8708333333333331,0.6189814814814814,0.7449074074074072,0.35510009532888465,0.6086749285033365,0.33841754051477596,0.5033365109628217,0.4530505243088656
DC17,DC40,DC17->DC40,0.0,0.0,0.0,0.0,8908.0,1332.0,0.0,0.0,0.0,795108.0,97443.0,793776.0,96111.0,668.0833333328318,0.7677469135802468,0.6654320987654321,0.7165895061728395,0.3908484270734032,0.5352716873212583,0.33841754051477596,0.5262154432793136,0.4529313632030505
DC30,DC40,DC30->DC40,0.0,0.0,0.0,0.0,7765.0,781.0,0.0,0.0,0.0,156937.0,97443.0,156156.0,96662.0,323.71062740035376,0.6763888888888888,0.6654320987654321,0.6709104938271604,0.3894184938036225,0.44852240228789325,0.33841754051477596,0.6043851286939943,0.45028598665395614
DC62,DC40,DC62->DC40,0.0,0.0,0.0,0.0,1174.0,134.0,0.0,0.0,0.0,195979.0,97443.0,195845.0,97309.0,2187.7164178941216,0.8708333333333331,0.6654320987654321,0.7681327160493826,0.36224976167778833,0.6715919923736893,0.33841754051477596,0.4184938036224976,0.45007149666348906
DC18,DC4,DC18->DC4,0.0,0.0,0.0,0.0,61605.0,43771.0,0.0,0.0,0.0,97234.0,2405716.0,53463.0,2361945.0,55.182837952067466,0.19753086419753083,0.8876543209876543,0.5425925925925925,0.42516682554814106,0.1534795042897998,0.33841754051477596,0.8474737845567207,0.4498093422306959
DC30,DC12,DC30->DC12,0.0,0.0,0.0,0.0,30928.0,1036.0,0.0,0.0,0.0,156937.0,284822.0,155901.0,283786.0,424.4083011578915,0.6763888888888888,0.6597222222222222,0.6680555555555555,0.4118207816968541,0.44232602478551003,0.33841754051477596,0.572926596758818,0.4487130600571973
DC70,DC32,DC70->DC32,0.0,0.0,0.0,0.0,1249.0,541.0,0.0,0.0,0.0,2852.0,10275.0,2311.0,9734.0,22.264325323433894,0.7101851851851853,0.3603395061728395,0.5352623456790124,0.36344137273593896,0.12821734985700667,0.33841754051477596,0.9504289799809342,0.44762869399428024
DC34,DC9,DC34->DC9,0.0,0.0,0.0,0.0,7723.0,438.0,0.0,0.0,0.0,17871.0,1447351.0,17433.0,1446913.0,3343.255707754924,0.6189814814814814,0.9165123456790123,0.7677469135802468,0.38918017159199236,0.6677788369876072,0.33841754051477596,0.3746425166825548,0.4475810295519542
DC10,DC34,DC10->DC34,0.0,0.0,0.0,0.0,721.0,200.0,0.0,0.0,0.0,336532.0,1903.0,336332.0,1703.0,1690.1749999915492,0.8976851851851853,0.6189814814814814,0.7583333333333333,0.3560533841754051,0.6401334604385128,0.33841754051477596,0.4470924690181125,0.44718779790276453
DC10,DC21,DC10->DC21,0.0,0.0,0.0,0.0,541.0,29.0,0.0,0.0,0.0,336532.0,223.0,336503.0,194.0,11610.241378909992,0.8976851851851853,0.7339506172839506,0.8158179012345679,0.35152526215443275,0.8231649189704481,0.33841754051477596,0.2688274547187798,0.44679456625357483
