场地1,场地2,edge,日期,预测货量,原LightGBM预测货量
DC25,DC81,DC25->DC81,2023-01-15,0,0
DC25,DC9,DC25->DC9,2023-01-15,0,0
DC26,DC10,DC26->DC10,2023-01-15,3088,2881
DC26,DC12,DC26->DC12,2023-01-15,0,0
DC26,DC14,DC26->DC14,2023-01-15,2320,2165
DC26,DC3,DC26->DC3,2023-01-15,0,0
DC26,DC32,DC26->DC32,2023-01-15,0,0
DC26,DC34,DC26->DC34,2023-01-15,0,0
DC26,DC35,DC26->DC35,2023-01-15,0,0
DC26,DC4,DC26->DC4,2023-01-15,8,7
DC26,DC40,DC26->DC40,2023-01-15,0,0
DC26,DC5,DC26->DC5,2023-01-15,1432,1336
DC26,DC62,DC26->DC62,2023-01-15,2847,2656
DC26,DC64,DC26->DC64,2023-01-15,0,0
DC26,DC65,DC26->DC65,2023-01-15,0,0
DC26,DC70,DC26->DC70,2023-01-15,0,0
DC26,DC8,DC26->DC8,2023-01-15,7242,6757
DC26,DC81,DC26->DC81,2023-01-15,0,0
DC26,DC9,DC26->DC9,2023-01-15,0,0
DC27,DC10,DC27->DC10,2023-01-15,7817,7294
DC27,DC14,DC27->DC14,2023-01-15,4813,4491
DC27,DC3,DC27->DC3,2023-01-15,0,0
DC27,DC32,DC27->DC32,2023-01-15,0,0
DC27,DC34,DC27->DC34,2023-01-15,0,0
DC27,DC35,DC27->DC35,2023-01-15,24,22
DC27,DC4,DC27->DC4,2023-01-15,87,81
DC27,DC40,DC27->DC40,2023-01-15,0,0
DC27,DC5,DC27->DC5,2023-01-15,3092,2885
DC27,DC62,DC27->DC62,2023-01-15,5193,4845
DC27,DC64,DC27->DC64,2023-01-15,0,0
DC27,DC65,DC27->DC65,2023-01-15,0,0
DC27,DC70,DC27->DC70,2023-01-15,27,25
DC27,DC8,DC27->DC8,2023-01-15,18533,17292
DC27,DC9,DC27->DC9,2023-01-15,0,0
DC28,DC10,DC28->DC10,2023-01-15,5267,4914
DC28,DC12,DC28->DC12,2023-01-15,0,0
DC28,DC14,DC28->DC14,2023-01-15,3926,3663
DC28,DC20,DC28->DC20,2023-01-15,0,0
DC28,DC23,DC28->DC23,2023-01-15,0,0
DC28,DC3,DC28->DC3,2023-01-15,0,0
DC28,DC32,DC28->DC32,2023-01-15,0,0
DC28,DC34,DC28->DC34,2023-01-15,0,0
DC28,DC35,DC28->DC35,2023-01-15,18,17
DC28,DC4,DC28->DC4,2023-01-15,12099,11289
DC28,DC40,DC28->DC40,2023-01-15,0,0
DC28,DC5,DC28->DC5,2023-01-15,2347,2190
DC28,DC62,DC28->DC62,2023-01-15,3879,3619
DC28,DC64,DC28->DC64,2023-01-15,0,0
DC28,DC65,DC28->DC65,2023-01-15,0,0
DC28,DC70,DC28->DC70,2023-01-15,16,15
DC28,DC8,DC28->DC8,2023-01-15,88,82
DC28,DC81,DC28->DC81,2023-01-15,0,0
DC28,DC9,DC28->DC9,2023-01-15,0,0
DC29,DC36,DC29->DC36,2023-01-15,0,0
DC29,DC9,DC29->DC9,2023-01-15,0,0
DC3,DC10,DC3->DC10,2023-01-15,0,0
DC3,DC12,DC3->DC12,2023-01-15,0,0
DC3,DC14,DC3->DC14,2023-01-15,0,0
DC3,DC19,DC3->DC19,2023-01-15,0,0
DC3,DC21,DC3->DC21,2023-01-15,0,0
DC3,DC22,DC3->DC22,2023-01-15,0,0
DC3,DC23,DC3->DC23,2023-01-15,0,0
DC3,DC28,DC3->DC28,2023-01-15,0,0
DC3,DC30,DC3->DC30,2023-01-15,0,0
DC3,DC35,DC3->DC35,2023-01-15,0,0
DC3,DC36,DC3->DC36,2023-01-15,0,0
DC3,DC38,DC3->DC38,2023-01-15,0,0
DC3,DC4,DC3->DC4,2023-01-15,0,0
DC3,DC40,DC3->DC40,2023-01-15,0,0
DC3,DC5,DC3->DC5,2023-01-15,0,0
DC3,DC8,DC3->DC8,2023-01-15,0,0
DC3,DC9,DC3->DC9,2023-01-15,0,0
DC30,DC10,DC30->DC10,2023-01-15,3424,3195
DC30,DC12,DC30->DC12,2023-01-15,0,0
DC30,DC14,DC30->DC14,2023-01-15,2699,2518
DC30,DC23,DC30->DC23,2023-01-15,0,0
DC30,DC3,DC30->DC3,2023-01-15,0,0
DC30,DC32,DC30->DC32,2023-01-15,0,0
DC30,DC34,DC30->DC34,2023-01-15,0,0
DC30,DC35,DC30->DC35,2023-01-15,63,59
DC30,DC4,DC30->DC4,2023-01-15,10876,10148
DC30,DC40,DC30->DC40,2023-01-15,0,0
DC30,DC5,DC30->DC5,2023-01-15,1634,1525
DC30,DC62,DC30->DC62,2023-01-15,3531,3295
DC30,DC64,DC30->DC64,2023-01-15,0,0
DC30,DC65,DC30->DC65,2023-01-15,0,0
DC30,DC67,DC30->DC67,2023-01-15,0,0
DC30,DC70,DC30->DC70,2023-01-15,59,55
DC30,DC8,DC30->DC8,2023-01-15,43,40
DC30,DC81,DC30->DC81,2023-01-15,0,0
DC30,DC9,DC30->DC9,2023-01-15,0,0
DC31,DC10,DC31->DC10,2023-01-15,308,287
DC31,DC12,DC31->DC12,2023-01-15,0,0
DC31,DC14,DC31->DC14,2023-01-15,289,270
DC31,DC3,DC31->DC3,2023-01-15,0,0
DC31,DC32,DC31->DC32,2023-01-15,0,0
DC31,DC34,DC31->DC34,2023-01-15,0,0
DC31,DC35,DC31->DC35,2023-01-15,0,0
DC31,DC37,DC31->DC37,2023-01-15,0,0
DC31,DC4,DC31->DC4,2023-01-15,1585,1479
DC31,DC40,DC31->DC40,2023-01-15,0,0
DC31,DC5,DC31->DC5,2023-01-15,72,67
DC31,DC62,DC31->DC62,2023-01-15,661,617
DC31,DC64,DC31->DC64,2023-01-15,0,0
DC31,DC65,DC31->DC65,2023-01-15,0,0
DC31,DC70,DC31->DC70,2023-01-15,0,0
DC31,DC76,DC31->DC76,2023-01-15,0,0
DC31,DC8,DC31->DC8,2023-01-15,8,7
DC31,DC9,DC31->DC9,2023-01-15,0,0
DC32,DC10,DC32->DC10,2023-01-15,0,0
DC32,DC12,DC32->DC12,2023-01-15,0,0
DC32,DC14,DC32->DC14,2023-01-15,0,0
DC32,DC35,DC32->DC35,2023-01-15,0,0
DC32,DC40,DC32->DC40,2023-01-15,0,0
DC32,DC70,DC32->DC70,2023-01-15,0,0
DC33,DC10,DC33->DC10,2023-01-15,0,0
DC33,DC14,DC33->DC14,2023-01-15,0,0
DC33,DC3,DC33->DC3,2023-01-15,0,0
DC33,DC4,DC33->DC4,2023-01-15,0,0
DC33,DC5,DC33->DC5,2023-01-15,0,0
DC33,DC62,DC33->DC62,2023-01-15,0,0
DC33,DC65,DC33->DC65,2023-01-15,0,0
DC33,DC8,DC33->DC8,2023-01-15,0,0
DC33,DC9,DC33->DC9,2023-01-15,0,0
DC34,DC10,DC34->DC10,2023-01-15,42,39
DC34,DC12,DC34->DC12,2023-01-15,0,0
DC34,DC14,DC34->DC14,2023-01-15,73,68
DC34,DC3,DC34->DC3,2023-01-15,0,0
DC34,DC30,DC34->DC30,2023-01-15,0,0
DC34,DC32,DC34->DC32,2023-01-15,0,0
DC34,DC35,DC34->DC35,2023-01-15,328,306
DC34,DC4,DC34->DC4,2023-01-15,2,2
DC34,DC40,DC34->DC40,2023-01-15,0,0
DC34,DC5,DC34->DC5,2023-01-15,10,9
DC34,DC62,DC34->DC62,2023-01-15,56,52
DC34,DC64,DC34->DC64,2023-01-15,0,0
DC34,DC67,DC34->DC67,2023-01-15,0,0
DC34,DC70,DC34->DC70,2023-01-15,464,433
DC34,DC8,DC34->DC8,2023-01-15,122,114
DC34,DC9,DC34->DC9,2023-01-15,0,0
DC35,DC10,DC35->DC10,2023-01-15,0,0
DC35,DC12,DC35->DC12,2023-01-15,0,0
DC35,DC14,DC35->DC14,2023-01-15,0,0
DC35,DC17,DC35->DC17,2023-01-15,0,0
DC35,DC23,DC35->DC23,2023-01-15,0,0
DC35,DC3,DC35->DC3,2023-01-15,0,0
DC35,DC30,DC35->DC30,2023-01-15,0,0
DC35,DC32,DC35->DC32,2023-01-15,0,0
DC35,DC34,DC35->DC34,2023-01-15,0,0
DC35,DC36,DC35->DC36,2023-01-15,0,0
DC35,DC4,DC35->DC4,2023-01-15,0,0
DC35,DC40,DC35->DC40,2023-01-15,0,0
DC35,DC5,DC35->DC5,2023-01-15,0,0
DC35,DC62,DC35->DC62,2023-01-15,0,0
DC35,DC67,DC35->DC67,2023-01-15,0,0
DC35,DC70,DC35->DC70,2023-01-15,14,13
DC35,DC8,DC35->DC8,2023-01-15,0,0
DC35,DC9,DC35->DC9,2023-01-15,0,0
DC36,DC10,DC36->DC10,2023-01-15,22875,21343
DC36,DC12,DC36->DC12,2023-01-15,0,0
DC36,DC14,DC36->DC14,2023-01-15,12983,12114
DC36,DC20,DC36->DC20,2023-01-15,0,0
DC36,DC23,DC36->DC23,2023-01-15,0,0
DC36,DC29,DC36->DC29,2023-01-15,0,0
DC36,DC3,DC36->DC3,2023-01-15,2,2
DC36,DC32,DC36->DC32,2023-01-15,0,0
DC36,DC33,DC36->DC33,2023-01-15,0,0
DC36,DC34,DC36->DC34,2023-01-15,0,0
DC36,DC35,DC36->DC35,2023-01-15,451,421
DC36,DC4,DC36->DC4,2023-01-15,50794,47393
DC36,DC40,DC36->DC40,2023-01-15,0,0
DC36,DC5,DC36->DC5,2023-01-15,7431,6933
DC36,DC62,DC36->DC62,2023-01-15,18007,16801
DC36,DC64,DC36->DC64,2023-01-15,0,0
DC36,DC65,DC36->DC65,2023-01-15,0,0
DC36,DC70,DC36->DC70,2023-01-15,486,453
DC36,DC8,DC36->DC8,2023-01-15,177,165
DC36,DC81,DC36->DC81,2023-01-15,0,0
DC36,DC9,DC36->DC9,2023-01-15,0,0
DC37,DC10,DC37->DC10,2023-01-15,0,0
DC37,DC14,DC37->DC14,2023-01-15,0,0
DC37,DC3,DC37->DC3,2023-01-15,0,0
DC37,DC4,DC37->DC4,2023-01-15,0,0
DC37,DC5,DC37->DC5,2023-01-15,0,0
DC37,DC54,DC37->DC54,2023-01-15,0,0
DC37,DC62,DC37->DC62,2023-01-15,0,0
DC37,DC8,DC37->DC8,2023-01-15,0,0
DC37,DC9,DC37->DC9,2023-01-15,0,0
DC38,DC10,DC38->DC10,2023-01-15,5321,4965
DC38,DC12,DC38->DC12,2023-01-15,0,0
DC38,DC14,DC38->DC14,2023-01-15,4691,4377
DC38,DC22,DC38->DC22,2023-01-15,0,0
DC38,DC3,DC38->DC3,2023-01-15,0,0
DC38,DC32,DC38->DC32,2023-01-15,0,0
DC38,DC34,DC38->DC34,2023-01-15,0,0
DC38,DC35,DC38->DC35,2023-01-15,574,536
DC38,DC4,DC38->DC4,2023-01-15,13030,12158
DC38,DC40,DC38->DC40,2023-01-15,0,0
DC38,DC5,DC38->DC5,2023-01-15,2464,2299
DC38,DC62,DC38->DC62,2023-01-15,5261,4909
DC38,DC64,DC38->DC64,2023-01-15,0,0
DC38,DC65,DC38->DC65,2023-01-15,0,0
DC38,DC70,DC38->DC70,2023-01-15,1110,1036
DC38,DC8,DC38->DC8,2023-01-15,74,69
DC38,DC81,DC38->DC81,2023-01-15,0,0
DC38,DC9,DC38->DC9,2023-01-15,0,0
DC39,DC10,DC39->DC10,2023-01-15,0,0
DC39,DC14,DC39->DC14,2023-01-15,0,0
DC39,DC4,DC39->DC4,2023-01-15,0,0
DC39,DC5,DC39->DC5,2023-01-15,0,0
DC39,DC8,DC39->DC8,2023-01-15,0,0
DC39,DC9,DC39->DC9,2023-01-15,0,0
DC4,DC10,DC4->DC10,2023-01-15,42,39
DC4,DC14,DC4->DC14,2023-01-15,53,49
DC4,DC17,DC4->DC17,2023-01-15,0,0
DC4,DC19,DC4->DC19,2023-01-15,0,0
DC4,DC20,DC4->DC20,2023-01-15,0,0
DC4,DC21,DC4->DC21,2023-01-15,0,0
DC4,DC22,DC4->DC22,2023-01-15,0,0
DC4,DC23,DC4->DC23,2023-01-15,0,0
DC4,DC3,DC4->DC3,2023-01-15,0,0
DC4,DC30,DC4->DC30,2023-01-15,0,0
DC4,DC34,DC4->DC34,2023-01-15,0,0
DC4,DC35,DC4->DC35,2023-01-15,0,0
DC4,DC36,DC4->DC36,2023-01-15,0,0
DC4,DC38,DC4->DC38,2023-01-15,0,0
DC4,DC40,DC4->DC40,2023-01-15,0,0
DC4,DC5,DC4->DC5,2023-01-15,13,12
DC4,DC62,DC4->DC62,2023-01-15,40,37
DC4,DC64,DC4->DC64,2023-01-15,0,0
DC4,DC65,DC4->DC65,2023-01-15,0,0
DC4,DC70,DC4->DC70,2023-01-15,0,0
DC4,DC8,DC4->DC8,2023-01-15,71,66
DC4,DC9,DC4->DC9,2023-01-15,0,0
DC40,DC10,DC40->DC10,2023-01-15,11,10
DC40,DC12,DC40->DC12,2023-01-15,0,0
DC40,DC14,DC40->DC14,2023-01-15,12,11
DC40,DC21,DC40->DC21,2023-01-15,0,0
DC40,DC22,DC40->DC22,2023-01-15,0,0
DC40,DC3,DC40->DC3,2023-01-15,0,0
DC40,DC30,DC40->DC30,2023-01-15,0,0
DC40,DC32,DC40->DC32,2023-01-15,0,0
DC40,DC34,DC40->DC34,2023-01-15,0,0
DC40,DC35,DC40->DC35,2023-01-15,1702,1588
DC40,DC4,DC40->DC4,2023-01-15,20,19
DC40,DC5,DC40->DC5,2023-01-15,9,8
DC40,DC62,DC40->DC62,2023-01-15,13,12
DC40,DC67,DC40->DC67,2023-01-15,0,0
DC40,DC70,DC40->DC70,2023-01-15,3001,2800
DC40,DC8,DC40->DC8,2023-01-15,0,0
DC40,DC9,DC40->DC9,2023-01-15,0,0
DC41,DC10,DC41->DC10,2023-01-15,0,0
DC41,DC12,DC41->DC12,2023-01-15,0,0
DC41,DC14,DC41->DC14,2023-01-15,0,0
DC41,DC29,DC41->DC29,2023-01-15,0,0
DC41,DC3,DC41->DC3,2023-01-15,0,0
DC41,DC35,DC41->DC35,2023-01-15,0,0
DC41,DC40,DC41->DC40,2023-01-15,0,0
DC41,DC5,DC41->DC5,2023-01-15,0,0
DC41,DC81,DC41->DC81,2023-01-15,0,0
DC41,DC9,DC41->DC9,2023-01-15,0,0
DC42,DC10,DC42->DC10,2023-01-15,1542,1439
DC42,DC12,DC42->DC12,2023-01-15,0,0
DC42,DC14,DC42->DC14,2023-01-15,1234,1151
DC42,DC29,DC42->DC29,2023-01-15,0,0
DC42,DC3,DC42->DC3,2023-01-15,0,0
DC42,DC32,DC42->DC32,2023-01-15,0,0
DC42,DC34,DC42->DC34,2023-01-15,0,0
DC42,DC35,DC42->DC35,2023-01-15,17,16
DC42,DC4,DC42->DC4,2023-01-15,6,6
DC42,DC40,DC42->DC40,2023-01-15,0,0
DC42,DC5,DC42->DC5,2023-01-15,392,366
DC42,DC62,DC42->DC62,2023-01-15,1413,1318
DC42,DC65,DC42->DC65,2023-01-15,0,0
DC42,DC70,DC42->DC70,2023-01-15,23,21
DC42,DC8,DC42->DC8,2023-01-15,3908,3646
DC42,DC81,DC42->DC81,2023-01-15,0,0
DC42,DC9,DC42->DC9,2023-01-15,0,0
DC43,DC10,DC43->DC10,2023-01-15,1812,1691
DC43,DC12,DC43->DC12,2023-01-15,0,0
DC43,DC14,DC43->DC14,2023-01-15,1676,1564
DC43,DC29,DC43->DC29,2023-01-15,0,0
DC43,DC3,DC43->DC3,2023-01-15,0,0
DC43,DC34,DC43->DC34,2023-01-15,0,0
DC43,DC35,DC43->DC35,2023-01-15,18,17
DC43,DC4,DC43->DC4,2023-01-15,9,8
DC43,DC40,DC43->DC40,2023-01-15,0,0
DC43,DC45,DC43->DC45,2023-01-15,0,0
DC43,DC5,DC43->DC5,2023-01-15,828,773
DC43,DC62,DC43->DC62,2023-01-15,1616,1508
DC43,DC64,DC43->DC64,2023-01-15,0,0
DC43,DC65,DC43->DC65,2023-01-15,0,0
DC43,DC70,DC43->DC70,2023-01-15,11,10
DC43,DC8,DC43->DC8,2023-01-15,5435,5071
DC43,DC9,DC43->DC9,2023-01-15,0,0
DC44,DC10,DC44->DC10,2023-01-15,5569,5196
DC44,DC12,DC44->DC12,2023-01-15,0,0
DC44,DC14,DC44->DC14,2023-01-15,3670,3424
DC44,DC29,DC44->DC29,2023-01-15,0,0
DC44,DC3,DC44->DC3,2023-01-15,0,0
DC44,DC32,DC44->DC32,2023-01-15,0,0
DC44,DC34,DC44->DC34,2023-01-15,0,0
DC44,DC35,DC44->DC35,2023-01-15,143,133
DC44,DC4,DC44->DC4,2023-01-15,19,18
DC44,DC40,DC44->DC40,2023-01-15,0,0
DC44,DC5,DC44->DC5,2023-01-15,2937,2740
DC44,DC62,DC44->DC62,2023-01-15,5082,4742
DC44,DC64,DC44->DC64,2023-01-15,0,0
DC44,DC65,DC44->DC65,2023-01-15,0,0
DC44,DC70,DC44->DC70,2023-01-15,514,480
DC44,DC8,DC44->DC8,2023-01-15,19410,18110
DC44,DC81,DC44->DC81,2023-01-15,0,0
DC44,DC9,DC44->DC9,2023-01-15,0,0
DC45,DC10,DC45->DC10,2023-01-15,0,0
DC45,DC12,DC45->DC12,2023-01-15,0,0
DC45,DC14,DC45->DC14,2023-01-15,0,0
DC45,DC29,DC45->DC29,2023-01-15,0,0
DC45,DC3,DC45->DC3,2023-01-15,0,0
DC45,DC35,DC45->DC35,2023-01-15,0,0
DC45,DC4,DC45->DC4,2023-01-15,0,0
DC45,DC5,DC45->DC5,2023-01-15,0,0
DC45,DC8,DC45->DC8,2023-01-15,0,0
DC45,DC81,DC45->DC81,2023-01-15,0,0
DC45,DC9,DC45->DC9,2023-01-15,0,0
DC46,DC10,DC46->DC10,2023-01-15,1775,1656
DC46,DC12,DC46->DC12,2023-01-15,0,0
DC46,DC13,DC46->DC13,2023-01-15,0,0
DC46,DC14,DC46->DC14,2023-01-15,1702,1588
DC46,DC29,DC46->DC29,2023-01-15,0,0
DC46,DC3,DC46->DC3,2023-01-15,0,0
DC46,DC32,DC46->DC32,2023-01-15,0,0
DC46,DC34,DC46->DC34,2023-01-15,0,0
DC46,DC35,DC46->DC35,2023-01-15,675,630
DC46,DC4,DC46->DC4,2023-01-15,3,3
DC46,DC40,DC46->DC40,2023-01-15,0,0
DC46,DC5,DC46->DC5,2023-01-15,1271,1186
DC46,DC52,DC46->DC52,2023-01-15,0,0
DC46,DC62,DC46->DC62,2023-01-15,1890,1763
DC46,DC64,DC46->DC64,2023-01-15,0,0
DC46,DC65,DC46->DC65,2023-01-15,0,0
DC46,DC70,DC46->DC70,2023-01-15,1348,1258
DC46,DC8,DC46->DC8,2023-01-15,7978,7444
DC46,DC81,DC46->DC81,2023-01-15,0,0
DC46,DC9,DC46->DC9,2023-01-15,0,0
DC47,DC10,DC47->DC10,2023-01-15,3379,3153
DC47,DC12,DC47->DC12,2023-01-15,0,0
DC47,DC14,DC47->DC14,2023-01-15,3119,2910
DC47,DC29,DC47->DC29,2023-01-15,0,0
DC47,DC3,DC47->DC3,2023-01-15,0,0
DC47,DC34,DC47->DC34,2023-01-15,0,0
DC47,DC35,DC47->DC35,2023-01-15,11,10
DC47,DC4,DC47->DC4,2023-01-15,12,11
DC47,DC40,DC47->DC40,2023-01-15,0,0
DC47,DC5,DC47->DC5,2023-01-15,1613,1505
DC47,DC62,DC47->DC62,2023-01-15,3282,3062
DC47,DC64,DC47->DC64,2023-01-15,0,0
DC47,DC65,DC47->DC65,2023-01-15,0,0
DC47,DC70,DC47->DC70,2023-01-15,16,15
DC47,DC8,DC47->DC8,2023-01-15,7534,7030
DC47,DC81,DC47->DC81,2023-01-15,0,0
DC47,DC9,DC47->DC9,2023-01-15,0,0
DC48,DC10,DC48->DC10,2023-01-15,3227,3011
DC48,DC12,DC48->DC12,2023-01-15,0,0
DC48,DC14,DC48->DC14,2023-01-15,2432,2269
DC48,DC29,DC48->DC29,2023-01-15,0,0
DC48,DC3,DC48->DC3,2023-01-15,0,0
DC48,DC32,DC48->DC32,2023-01-15,0,0
DC48,DC34,DC48->DC34,2023-01-15,0,0
DC48,DC35,DC48->DC35,2023-01-15,6,6
DC48,DC4,DC48->DC4,2023-01-15,6,6
DC48,DC40,DC48->DC40,2023-01-15,0,0
DC48,DC5,DC48->DC5,2023-01-15,1319,1231
DC48,DC50,DC48->DC50,2023-01-15,0,0
DC48,DC62,DC48->DC62,2023-01-15,2807,2619
DC48,DC64,DC48->DC64,2023-01-15,0,0
DC48,DC65,DC48->DC65,2023-01-15,0,0
DC48,DC70,DC48->DC70,2023-01-15,42,39
DC48,DC8,DC48->DC8,2023-01-15,7018,6548
DC48,DC9,DC48->DC9,2023-01-15,0,0
DC49,DC10,DC49->DC10,2023-01-15,0,0
DC49,DC12,DC49->DC12,2023-01-15,0,0
DC49,DC14,DC49->DC14,2023-01-15,0,0
DC49,DC3,DC49->DC3,2023-01-15,0,0
DC49,DC35,DC49->DC35,2023-01-15,0,0
DC49,DC5,DC49->DC5,2023-01-15,0,0
DC49,DC9,DC49->DC9,2023-01-15,0,0
DC5,DC10,DC5->DC10,2023-01-15,156,146
DC5,DC12,DC5->DC12,2023-01-15,0,0
DC5,DC14,DC5->DC14,2023-01-15,96,90
DC5,DC15,DC5->DC15,2023-01-15,0,0
DC5,DC19,DC5->DC19,2023-01-15,0,0
DC5,DC20,DC5->DC20,2023-01-15,0,0
DC5,DC21,DC5->DC21,2023-01-15,0,0
DC5,DC22,DC5->DC22,2023-01-15,0,0
DC5,DC23,DC5->DC23,2023-01-15,0,0
DC5,DC3,DC5->DC3,2023-01-15,0,0
DC5,DC30,DC5->DC30,2023-01-15,0,0
DC5,DC31,DC5->DC31,2023-01-15,0,0
DC5,DC32,DC5->DC32,2023-01-15,0,0
DC5,DC35,DC5->DC35,2023-01-15,0,0
DC5,DC36,DC5->DC36,2023-01-15,0,0
DC5,DC4,DC5->DC4,2023-01-15,1450,1353
DC5,DC40,DC5->DC40,2023-01-15,0,0
DC5,DC51,DC5->DC51,2023-01-15,0,0
DC5,DC61,DC5->DC61,2023-01-15,0,0
DC5,DC62,DC5->DC62,2023-01-15,129,120
DC5,DC70,DC5->DC70,2023-01-15,2,2
DC5,DC8,DC5->DC8,2023-01-15,6,6
DC5,DC9,DC5->DC9,2023-01-15,0,0
DC50,DC10,DC50->DC10,2023-01-15,1669,1557
DC50,DC12,DC50->DC12,2023-01-15,0,0
DC50,DC14,DC50->DC14,2023-01-15,1237,1154
DC50,DC29,DC50->DC29,2023-01-15,0,0
DC50,DC3,DC50->DC3,2023-01-15,0,0
DC50,DC32,DC50->DC32,2023-01-15,0,0
DC50,DC34,DC50->DC34,2023-01-15,0,0
DC50,DC35,DC50->DC35,2023-01-15,8,7
DC50,DC4,DC50->DC4,2023-01-15,2,2
DC50,DC40,DC50->DC40,2023-01-15,0,0
DC50,DC48,DC50->DC48,2023-01-15,0,0
DC50,DC5,DC50->DC5,2023-01-15,690,644
DC50,DC62,DC50->DC62,2023-01-15,1443,1346
DC50,DC64,DC50->DC64,2023-01-15,0,0
DC50,DC65,DC50->DC65,2023-01-15,0,0
DC50,DC70,DC50->DC70,2023-01-15,6,6
DC50,DC8,DC50->DC8,2023-01-15,3815,3560
DC50,DC9,DC50->DC9,2023-01-15,0,0
DC51,DC10,DC51->DC10,2023-01-15,5519,5149
DC51,DC12,DC51->DC12,2023-01-15,0,0
DC51,DC14,DC51->DC14,2023-01-15,5004,4669
DC51,DC29,DC51->DC29,2023-01-15,0,0
DC51,DC3,DC51->DC3,2023-01-15,0,0
DC51,DC32,DC51->DC32,2023-01-15,0,0
DC51,DC34,DC51->DC34,2023-01-15,0,0
DC51,DC35,DC51->DC35,2023-01-15,141,132
DC51,DC4,DC51->DC4,2023-01-15,13,12
DC51,DC40,DC51->DC40,2023-01-15,0,0
DC51,DC5,DC51->DC5,2023-01-15,3067,2862
DC51,DC62,DC51->DC62,2023-01-15,5662,5283
DC51,DC64,DC51->DC64,2023-01-15,0,0
DC51,DC65,DC51->DC65,2023-01-15,0,0
DC51,DC70,DC51->DC70,2023-01-15,155,145
DC51,DC8,DC51->DC8,2023-01-15,20754,19364
DC51,DC81,DC51->DC81,2023-01-15,0,0
DC51,DC9,DC51->DC9,2023-01-15,0,0
DC52,DC10,DC52->DC10,2023-01-15,62,58
DC52,DC14,DC52->DC14,2023-01-15,40,37
DC52,DC3,DC52->DC3,2023-01-15,0,0
DC52,DC35,DC52->DC35,2023-01-15,0,0
DC52,DC4,DC52->DC4,2023-01-15,0,0
DC52,DC40,DC52->DC40,2023-01-15,0,0
DC52,DC46,DC52->DC46,2023-01-15,0,0
DC52,DC5,DC52->DC5,2023-01-15,48,45
DC52,DC62,DC52->DC62,2023-01-15,62,58
DC52,DC64,DC52->DC64,2023-01-15,0,0
DC52,DC65,DC52->DC65,2023-01-15,0,0
DC52,DC70,DC52->DC70,2023-01-15,0,0
DC52,DC8,DC52->DC8,2023-01-15,196,183
DC52,DC9,DC52->DC9,2023-01-15,0,0
DC53,DC10,DC53->DC10,2023-01-15,740,690
DC53,DC14,DC53->DC14,2023-01-15,701,654
DC53,DC25,DC53->DC25,2023-01-15,0,0
DC53,DC3,DC53->DC3,2023-01-15,0,0
DC53,DC33,DC53->DC33,2023-01-15,0,0
DC53,DC35,DC53->DC35,2023-01-15,0,0
DC53,DC4,DC53->DC4,2023-01-15,11,10
DC53,DC5,DC53->DC5,2023-01-15,308,287
DC53,DC62,DC53->DC62,2023-01-15,671,626
DC53,DC64,DC53->DC64,2023-01-15,0,0
DC53,DC65,DC53->DC65,2023-01-15,0,0
DC53,DC70,DC53->DC70,2023-01-15,0,0
DC53,DC8,DC53->DC8,2023-01-15,3381,3155
DC54,DC23,DC54->DC23,2023-01-15,0,0
DC54,DC37,DC54->DC37,2023-01-15,0,0
DC55,DC10,DC55->DC10,2023-01-15,108,101
DC55,DC14,DC55->DC14,2023-01-15,39,36
DC55,DC20,DC55->DC20,2023-01-15,0,0
DC55,DC3,DC55->DC3,2023-01-15,0,0
DC55,DC33,DC55->DC33,2023-01-15,0,0
DC55,DC35,DC55->DC35,2023-01-15,0,0
DC55,DC4,DC55->DC4,2023-01-15,349,326
DC55,DC5,DC55->DC5,2023-01-15,43,40
DC55,DC62,DC55->DC62,2023-01-15,103,96
DC55,DC8,DC55->DC8,2023-01-15,1,1
DC55,DC9,DC55->DC9,2023-01-15,0,0
DC56,DC10,DC56->DC10,2023-01-15,0,0
DC56,DC12,DC56->DC12,2023-01-15,0,0
DC56,DC14,DC56->DC14,2023-01-15,0,0
DC56,DC3,DC56->DC3,2023-01-15,0,0
DC56,DC35,DC56->DC35,2023-01-15,0,0
DC56,DC4,DC56->DC4,2023-01-15,0,0
DC56,DC40,DC56->DC40,2023-01-15,0,0
DC56,DC5,DC56->DC5,2023-01-15,0,0
DC56,DC61,DC56->DC61,2023-01-15,0,0
DC56,DC62,DC56->DC62,2023-01-15,0,0
DC56,DC70,DC56->DC70,2023-01-15,43,40
DC56,DC8,DC56->DC8,2023-01-15,0,0
DC56,DC9,DC56->DC9,2023-01-15,0,0
DC57,DC10,DC57->DC10,2023-01-15,0,0
DC57,DC14,DC57->DC14,2023-01-15,0,0
DC57,DC32,DC57->DC32,2023-01-15,0,0
DC57,DC35,DC57->DC35,2023-01-15,0,0
DC57,DC4,DC57->DC4,2023-01-15,0,0
DC57,DC40,DC57->DC40,2023-01-15,0,0
DC57,DC5,DC57->DC5,2023-01-15,0,0
DC57,DC62,DC57->DC62,2023-01-15,0,0
DC57,DC70,DC57->DC70,2023-01-15,0,0
DC57,DC8,DC57->DC8,2023-01-15,0,0
DC58,DC10,DC58->DC10,2023-01-15,0,0
DC58,DC12,DC58->DC12,2023-01-15,0,0
DC58,DC14,DC58->DC14,2023-01-15,0,0
