场地1,场地2,edge,日期,预测货量,线路能力,分流增加货量,调整后货量,线路负荷率
DC25,DC76,DC25->DC76,2023-01-19,0,5,0.0,0.0,0.0
DC25,DC8,DC25->DC8,2023-01-19,19685,93188,0.0,19685.0,0.21123964458943212
DC25,DC81,DC25->DC81,2023-01-19,0,219,0.0,0.0,0.0
DC25,DC9,DC25->DC9,2023-01-19,0,126037,0.0,0.0,0.0
DC26,DC10,DC26->DC10,2023-01-19,2899,8082,0.0,2899.0,0.3586983419945558
DC26,DC12,DC26->DC12,2023-01-19,0,177,0.0,0.0,0.0
DC26,DC14,DC26->DC14,2023-01-19,2107,7471,0.0,2107.0,0.2820238254584393
DC26,DC3,DC26->DC3,2023-01-19,0,8033,0.0,0.0,0.0
DC26,DC32,DC26->DC32,2023-01-19,0,113,0.0,0.0,0.0
DC26,DC34,DC26->DC34,2023-01-19,0,2,0.0,0.0,0.0
DC26,DC35,DC26->DC35,2023-01-19,0,8989,0.0,0.0,0.0
DC26,DC4,DC26->DC4,2023-01-19,5,26989,0.0,5.0,0.00018526066175108378
DC26,DC40,DC26->DC40,2023-01-19,0,600,0.0,0.0,0.0
DC26,DC62,DC26->DC62,2023-01-19,2611,27667,0.0,2611.0,0.0943723569595547
DC26,DC64,DC26->DC64,2023-01-19,0,11493,0.0,0.0,0.0
DC26,DC65,DC26->DC65,2023-01-19,0,11121,0.0,0.0,0.0
DC26,DC70,DC26->DC70,2023-01-19,0,1976,0.0,0.0,0.0
DC26,DC8,DC26->DC8,2023-01-19,7335,31380,1226.0,8561.0,0.27281708094327595
DC26,DC81,DC26->DC81,2023-01-19,0,25,0.0,0.0,0.0
DC26,DC9,DC26->DC9,2023-01-19,0,27912,0.0,0.0,0.0
DC27,DC10,DC27->DC10,2023-01-19,7457,16133,0.0,7457.0,0.4622202938077233
DC27,DC14,DC27->DC14,2023-01-19,3928,15669,0.0,3928.0,0.2506860680324207
DC27,DC3,DC27->DC3,2023-01-19,0,36,0.0,0.0,0.0
DC27,DC32,DC27->DC32,2023-01-19,0,323,0.0,0.0,0.0
DC27,DC34,DC27->DC34,2023-01-19,0,3,0.0,0.0,0.0
DC27,DC35,DC27->DC35,2023-01-19,27,1317,0.0,27.0,0.02050113895216401
DC27,DC4,DC27->DC4,2023-01-19,83,237,0.0,83.0,0.350210970464135
DC27,DC40,DC27->DC40,2023-01-19,0,657,0.0,0.0,0.0
DC27,DC62,DC27->DC62,2023-01-19,4351,22037,0.0,4351.0,0.1974406679675092
DC27,DC64,DC27->DC64,2023-01-19,0,10905,0.0,0.0,0.0
DC27,DC65,DC27->DC65,2023-01-19,0,16032,2363.0,2363.0,0.14739271457085829
DC27,DC70,DC27->DC70,2023-01-19,58,2043,0.0,58.0,0.028389623103279492
DC27,DC8,DC27->DC8,2023-01-19,18202,57062,0.0,18202.0,0.31898636570747607
DC27,DC9,DC27->DC9,2023-01-19,0,3,0.0,0.0,0.0
DC28,DC10,DC28->DC10,2023-01-19,5087,60448,2242.0,7329.0,0.12124470619375331
DC28,DC12,DC28->DC12,2023-01-19,0,1018,0.0,0.0,0.0
DC28,DC14,DC28->DC14,2023-01-19,3541,15076,0.0,3541.0,0.2348766250994959
DC28,DC20,DC28->DC20,2023-01-19,0,2,0.0,0.0,0.0
DC28,DC23,DC28->DC23,2023-01-19,0,5,0.0,0.0,0.0
DC28,DC3,DC28->DC3,2023-01-19,0,7645,0.0,0.0,0.0
DC28,DC32,DC28->DC32,2023-01-19,0,119,0.0,0.0,0.0
DC28,DC34,DC28->DC34,2023-01-19,0,4,0.0,0.0,0.0
DC28,DC35,DC28->DC35,2023-01-19,14,1836,0.0,14.0,0.007625272331154684
DC28,DC4,DC28->DC4,2023-01-19,11601,59369,0.0,11601.0,0.1954050093483131
DC28,DC40,DC28->DC40,2023-01-19,0,1251,0.0,0.0,0.0
DC28,DC62,DC28->DC62,2023-01-19,3694,16141,0.0,3694.0,0.228858187225079
DC28,DC64,DC28->DC64,2023-01-19,0,7946,0.0,0.0,0.0
DC28,DC65,DC28->DC65,2023-01-19,0,5355,0.0,0.0,0.0
DC28,DC70,DC28->DC70,2023-01-19,13,3735,0.0,13.0,0.0034805890227576973
DC28,DC8,DC28->DC8,2023-01-19,104,24604,0.0,104.0,0.004226954966672086
DC28,DC81,DC28->DC81,2023-01-19,0,89,0.0,0.0,0.0
DC28,DC9,DC28->DC9,2023-01-19,0,223,0.0,0.0,0.0
DC29,DC36,DC29->DC36,2023-01-19,0,1,0.0,0.0,0.0
DC29,DC9,DC29->DC9,2023-01-19,0,1,0.0,0.0,0.0
DC3,DC10,DC3->DC10,2023-01-19,0,2011,0.0,0.0,0.0
DC3,DC12,DC3->DC12,2023-01-19,0,469,0.0,0.0,0.0
DC3,DC14,DC3->DC14,2023-01-19,0,242,0.0,0.0,0.0
DC3,DC19,DC3->DC19,2023-01-19,0,2,0.0,0.0,0.0
DC3,DC21,DC3->DC21,2023-01-19,0,21,0.0,0.0,0.0
DC3,DC22,DC3->DC22,2023-01-19,0,32,0.0,0.0,0.0
DC3,DC23,DC3->DC23,2023-01-19,0,24,0.0,0.0,0.0
DC3,DC28,DC3->DC28,2023-01-19,0,2,0.0,0.0,0.0
DC3,DC30,DC3->DC30,2023-01-19,0,1,0.0,0.0,0.0
DC3,DC35,DC3->DC35,2023-01-19,0,14,0.0,0.0,0.0
DC3,DC36,DC3->DC36,2023-01-19,0,20,0.0,0.0,0.0
DC3,DC38,DC3->DC38,2023-01-19,0,11,0.0,0.0,0.0
DC3,DC4,DC3->DC4,2023-01-19,0,24,0.0,0.0,0.0
DC3,DC40,DC3->DC40,2023-01-19,0,112,0.0,0.0,0.0
DC3,DC8,DC3->DC8,2023-01-19,0,3,0.0,0.0,0.0
DC3,DC9,DC3->DC9,2023-01-19,0,46,0.0,0.0,0.0
DC30,DC10,DC30->DC10,2023-01-19,3477,24659,0.0,3477.0,0.14100328480473662
DC30,DC12,DC30->DC12,2023-01-19,0,1036,0.0,0.0,0.0
DC30,DC14,DC30->DC14,2023-01-19,2515,7599,0.0,2515.0,0.33096460060534283
DC30,DC23,DC30->DC23,2023-01-19,0,6,0.0,0.0,0.0
DC30,DC3,DC30->DC3,2023-01-19,0,4008,0.0,0.0,0.0
DC30,DC32,DC30->DC32,2023-01-19,0,127,0.0,0.0,0.0
DC30,DC34,DC30->DC34,2023-01-19,0,4,0.0,0.0,0.0
DC30,DC35,DC30->DC35,2023-01-19,74,30682,0.0,74.0,0.002411837559481129
DC30,DC4,DC30->DC4,2023-01-19,10523,29680,1513.0,12036.0,0.4055256064690027
DC30,DC40,DC30->DC40,2023-01-19,0,781,0.0,0.0,0.0
DC30,DC62,DC30->DC62,2023-01-19,3468,9368,0.0,3468.0,0.370196413321947
DC30,DC64,DC30->DC64,2023-01-19,0,12926,0.0,0.0,0.0
DC30,DC65,DC30->DC65,2023-01-19,0,6456,0.0,0.0,0.0
DC30,DC67,DC30->DC67,2023-01-19,0,1,0.0,0.0,0.0
DC30,DC70,DC30->DC70,2023-01-19,129,15005,0.0,129.0,0.008597134288570476
DC30,DC8,DC30->DC8,2023-01-19,39,9740,0.0,39.0,0.004004106776180698
DC30,DC81,DC30->DC81,2023-01-19,0,359,0.0,0.0,0.0
DC30,DC9,DC30->DC9,2023-01-19,0,514,0.0,0.0,0.0
DC31,DC10,DC31->DC10,2023-01-19,301,4062,0.0,301.0,0.0741014278680453
DC31,DC12,DC31->DC12,2023-01-19,0,1123,0.0,0.0,0.0
DC31,DC14,DC31->DC14,2023-01-19,290,1943,0.0,290.0,0.14925373134328357
DC31,DC3,DC31->DC3,2023-01-19,0,226,0.0,0.0,0.0
DC31,DC32,DC31->DC32,2023-01-19,0,772,0.0,0.0,0.0
DC31,DC34,DC31->DC34,2023-01-19,0,2,0.0,0.0,0.0
DC31,DC35,DC31->DC35,2023-01-19,0,1919,0.0,0.0,0.0
DC31,DC37,DC31->DC37,2023-01-19,0,104,0.0,0.0,0.0
DC31,DC4,DC31->DC4,2023-01-19,1488,12492,1679.0,3167.0,0.25352225424271535
DC31,DC40,DC31->DC40,2023-01-19,0,1485,0.0,0.0,0.0
DC31,DC62,DC31->DC62,2023-01-19,691,3415,0.0,691.0,0.20234260614934113
DC31,DC64,DC31->DC64,2023-01-19,0,5932,0.0,0.0,0.0
DC31,DC65,DC31->DC65,2023-01-19,0,1525,0.0,0.0,0.0
DC31,DC70,DC31->DC70,2023-01-19,0,5105,0.0,0.0,0.0
DC31,DC76,DC31->DC76,2023-01-19,0,4,0.0,0.0,0.0
DC31,DC8,DC31->DC8,2023-01-19,8,16148,0.0,8.0,0.0004954173891503591
DC31,DC9,DC31->DC9,2023-01-19,0,781,0.0,0.0,0.0
DC32,DC10,DC32->DC10,2023-01-19,0,5,0.0,0.0,0.0
DC32,DC12,DC32->DC12,2023-01-19,0,11,0.0,0.0,0.0
DC32,DC14,DC32->DC14,2023-01-19,0,13,0.0,0.0,0.0
DC32,DC35,DC32->DC35,2023-01-19,0,23,0.0,0.0,0.0
DC32,DC40,DC32->DC40,2023-01-19,0,1323,0.0,0.0,0.0
DC32,DC70,DC32->DC70,2023-01-19,0,51,0.0,0.0,0.0
DC33,DC10,DC33->DC10,2023-01-19,0,513,0.0,0.0,0.0
DC33,DC14,DC33->DC14,2023-01-19,0,479,0.0,0.0,0.0
DC33,DC3,DC33->DC3,2023-01-19,0,42,0.0,0.0,0.0
DC33,DC4,DC33->DC4,2023-01-19,0,1631,0.0,0.0,0.0
DC33,DC62,DC33->DC62,2023-01-19,0,424,0.0,0.0,0.0
DC33,DC65,DC33->DC65,2023-01-19,0,1,0.0,0.0,0.0
DC33,DC8,DC33->DC8,2023-01-19,0,476,0.0,0.0,0.0
DC33,DC9,DC33->DC9,2023-01-19,0,244,0.0,0.0,0.0
DC34,DC10,DC34->DC10,2023-01-19,49,504,0.0,49.0,0.09722222222222222
DC34,DC12,DC34->DC12,2023-01-19,0,3608,0.0,0.0,0.0
DC34,DC14,DC34->DC14,2023-01-19,93,869,0.0,93.0,0.10701956271576525
DC34,DC3,DC34->DC3,2023-01-19,0,85,0.0,0.0,0.0
DC34,DC30,DC34->DC30,2023-01-19,0,1,0.0,0.0,0.0
DC34,DC32,DC34->DC32,2023-01-19,0,410,0.0,0.0,0.0
DC34,DC35,DC34->DC35,2023-01-19,363,1981,0.0,363.0,0.18324078748107017
DC34,DC4,DC34->DC4,2023-01-19,2,309,0.0,2.0,0.006472491909385114
DC34,DC40,DC34->DC40,2023-01-19,0,972,0.0,0.0,0.0
DC34,DC62,DC34->DC62,2023-01-19,88,507,0.0,88.0,0.17357001972386588
DC34,DC64,DC34->DC64,2023-01-19,0,2,0.0,0.0,0.0
DC34,DC67,DC34->DC67,2023-01-19,0,12,0.0,0.0,0.0
DC34,DC70,DC34->DC70,2023-01-19,631,6013,14.0,645.0,0.1072675868950607
DC34,DC8,DC34->DC8,2023-01-19,130,1935,0.0,130.0,0.06718346253229975
DC34,DC9,DC34->DC9,2023-01-19,0,438,0.0,0.0,0.0
DC35,DC10,DC35->DC10,2023-01-19,0,35,0.0,0.0,0.0
DC35,DC12,DC35->DC12,2023-01-19,0,1655,0.0,0.0,0.0
DC35,DC14,DC35->DC14,2023-01-19,0,29,0.0,0.0,0.0
DC35,DC17,DC35->DC17,2023-01-19,0,74,0.0,0.0,0.0
DC35,DC23,DC35->DC23,2023-01-19,0,109,0.0,0.0,0.0
DC35,DC3,DC35->DC3,2023-01-19,0,15,0.0,0.0,0.0
DC35,DC30,DC35->DC30,2023-01-19,0,19,0.0,0.0,0.0
DC35,DC32,DC35->DC32,2023-01-19,0,1564,0.0,0.0,0.0
DC35,DC34,DC35->DC34,2023-01-19,0,3,0.0,0.0,0.0
DC35,DC36,DC35->DC36,2023-01-19,0,1,0.0,0.0,0.0
DC35,DC4,DC35->DC4,2023-01-19,0,34,0.0,0.0,0.0
DC35,DC40,DC35->DC40,2023-01-19,0,1700,0.0,0.0,0.0
DC35,DC62,DC35->DC62,2023-01-19,0,143,0.0,0.0,0.0
DC35,DC67,DC35->DC67,2023-01-19,0,30,0.0,0.0,0.0
DC35,DC70,DC35->DC70,2023-01-19,13,3185,0.0,13.0,0.004081632653061225
DC35,DC8,DC35->DC8,2023-01-19,0,50,0.0,0.0,0.0
DC35,DC9,DC35->DC9,2023-01-19,0,52,0.0,0.0,0.0
DC36,DC10,DC36->DC10,2023-01-19,21634,251835,6817.0,28451.0,0.11297476522326126
DC36,DC12,DC36->DC12,2023-01-19,0,3646,0.0,0.0,0.0
DC36,DC14,DC36->DC14,2023-01-19,12391,54215,0.0,12391.0,0.2285529834916536
DC36,DC20,DC36->DC20,2023-01-19,0,7,0.0,0.0,0.0
DC36,DC23,DC36->DC23,2023-01-19,0,2,0.0,0.0,0.0
DC36,DC29,DC36->DC29,2023-01-19,0,86,0.0,0.0,0.0
DC36,DC3,DC36->DC3,2023-01-19,2,60870,0.0,2.0,3.285690816494168e-05
DC36,DC32,DC36->DC32,2023-01-19,0,450,0.0,0.0,0.0
DC36,DC33,DC36->DC33,2023-01-19,0,12,0.0,0.0,0.0
DC36,DC34,DC36->DC34,2023-01-19,0,6,0.0,0.0,0.0
DC36,DC35,DC36->DC35,2023-01-19,390,15980,0.0,390.0,0.024405506883604506
DC36,DC4,DC36->DC4,2023-01-19,47363,243230,0.0,47363.0,0.19472515725856185
DC36,DC40,DC36->DC40,2023-01-19,0,5003,0.0,0.0,0.0
DC36,DC62,DC36->DC62,2023-01-19,17358,61633,0.0,17358.0,0.28163483847938603
DC36,DC64,DC36->DC64,2023-01-19,0,101881,0.0,0.0,0.0
DC36,DC65,DC36->DC65,2023-01-19,0,57714,0.0,0.0,0.0
DC36,DC70,DC36->DC70,2023-01-19,619,5527,0.0,619.0,0.11199565768047766
DC36,DC8,DC36->DC8,2023-01-19,147,53861,0.0,147.0,0.0027292475074729397
DC36,DC81,DC36->DC81,2023-01-19,0,431,0.0,0.0,0.0
DC36,DC9,DC36->DC9,2023-01-19,0,969,0.0,0.0,0.0
DC37,DC10,DC37->DC10,2023-01-19,0,2367,0.0,0.0,0.0
DC37,DC14,DC37->DC14,2023-01-19,0,2216,0.0,0.0,0.0
DC37,DC3,DC37->DC3,2023-01-19,0,945,0.0,0.0,0.0
DC37,DC4,DC37->DC4,2023-01-19,0,769,0.0,0.0,0.0
DC37,DC54,DC37->DC54,2023-01-19,0,28,0.0,0.0,0.0
DC37,DC62,DC37->DC62,2023-01-19,0,4,0.0,0.0,0.0
DC37,DC8,DC37->DC8,2023-01-19,0,10,0.0,0.0,0.0
DC37,DC9,DC37->DC9,2023-01-19,0,352,0.0,0.0,0.0
DC38,DC10,DC38->DC10,2023-01-19,5080,63516,0.0,5080.0,0.07997984759745576
DC38,DC12,DC38->DC12,2023-01-19,0,6643,0.0,0.0,0.0
DC38,DC14,DC38->DC14,2023-01-19,5066,31801,0.0,5066.0,0.1593031665670891
DC38,DC22,DC38->DC22,2023-01-19,0,1,0.0,0.0,0.0
DC38,DC3,DC38->DC3,2023-01-19,0,11462,0.0,0.0,0.0
DC38,DC32,DC38->DC32,2023-01-19,0,488,0.0,0.0,0.0
DC38,DC34,DC38->DC34,2023-01-19,0,3,0.0,0.0,0.0
DC38,DC35,DC38->DC35,2023-01-19,1040,7910,0.0,1040.0,0.13147914032869784
DC38,DC4,DC38->DC4,2023-01-19,13342,100451,0.0,13342.0,0.13282097739196225
DC38,DC40,DC38->DC40,2023-01-19,0,3901,0.0,0.0,0.0
DC38,DC62,DC38->DC62,2023-01-19,5239,31191,0.0,5239.0,0.1679651181430541
DC38,DC64,DC38->DC64,2023-01-19,0,14273,0.0,0.0,0.0
DC38,DC65,DC38->DC65,2023-01-19,0,9942,0.0,0.0,0.0
DC38,DC70,DC38->DC70,2023-01-19,2209,13545,0.0,2209.0,0.1630860095976375
DC38,DC8,DC38->DC8,2023-01-19,70,14035,2491.0,2561.0,0.18247239045244032
DC38,DC81,DC38->DC81,2023-01-19,0,609,0.0,0.0,0.0
DC38,DC9,DC38->DC9,2023-01-19,0,794,0.0,0.0,0.0
DC39,DC10,DC39->DC10,2023-01-19,0,15,0.0,0.0,0.0
DC39,DC14,DC39->DC14,2023-01-19,0,3,0.0,0.0,0.0
DC39,DC4,DC39->DC4,2023-01-19,0,4,0.0,0.0,0.0
DC39,DC8,DC39->DC8,2023-01-19,0,10,0.0,0.0,0.0
DC39,DC9,DC39->DC9,2023-01-19,0,4,0.0,0.0,0.0
DC4,DC10,DC4->DC10,2023-01-19,83,12360,0.0,83.0,0.006715210355987055
DC4,DC14,DC4->DC14,2023-01-19,80,5983,0.0,80.0,0.013371218452281465
DC4,DC17,DC4->DC17,2023-01-19,0,14,0.0,0.0,0.0
DC4,DC19,DC4->DC19,2023-01-19,0,8,0.0,0.0,0.0
DC4,DC20,DC4->DC20,2023-01-19,0,14,0.0,0.0,0.0
DC4,DC21,DC4->DC21,2023-01-19,0,68,0.0,0.0,0.0
DC4,DC22,DC4->DC22,2023-01-19,0,9,0.0,0.0,0.0
DC4,DC23,DC4->DC23,2023-01-19,0,3519,11.0,11.0,0.00312588803637397
DC4,DC3,DC4->DC3,2023-01-19,0,4087,0.0,0.0,0.0
DC4,DC30,DC4->DC30,2023-01-19,0,174,0.0,0.0,0.0
DC4,DC34,DC4->DC34,2023-01-19,0,4,0.0,0.0,0.0
DC4,DC35,DC4->DC35,2023-01-19,0,90,0.0,0.0,0.0
DC4,DC36,DC4->DC36,2023-01-19,0,12,0.0,0.0,0.0
DC4,DC38,DC4->DC38,2023-01-19,0,14,0.0,0.0,0.0
DC4,DC40,DC4->DC40,2023-01-19,0,2,0.0,0.0,0.0
DC4,DC62,DC4->DC62,2023-01-19,34,7857,0.0,34.0,0.004327351406389207
DC4,DC64,DC4->DC64,2023-01-19,0,13,0.0,0.0,0.0
DC4,DC65,DC4->DC65,2023-01-19,0,1,0.0,0.0,0.0
DC4,DC70,DC4->DC70,2023-01-19,0,40,0.0,0.0,0.0
DC4,DC8,DC4->DC8,2023-01-19,111,27330,0.0,111.0,0.0040614709110867175
DC4,DC9,DC4->DC9,2023-01-19,0,9,0.0,0.0,0.0
DC40,DC10,DC40->DC10,2023-01-19,9,241,0.0,9.0,0.03734439834024896
DC40,DC12,DC40->DC12,2023-01-19,0,31454,0.0,0.0,0.0
DC40,DC14,DC40->DC14,2023-01-19,9,131,0.0,9.0,0.06870229007633588
DC40,DC21,DC40->DC21,2023-01-19,0,68,0.0,0.0,0.0
DC40,DC22,DC40->DC22,2023-01-19,0,28,0.0,0.0,0.0
DC40,DC3,DC40->DC3,2023-01-19,0,116,0.0,0.0,0.0
DC40,DC30,DC40->DC30,2023-01-19,0,7,0.0,0.0,0.0
DC40,DC32,DC40->DC32,2023-01-19,0,1854,0.0,0.0,0.0
DC40,DC34,DC40->DC34,2023-01-19,0,2,0.0,0.0,0.0
DC40,DC35,DC40->DC35,2023-01-19,1464,12275,0.0,1464.0,0.11926680244399185
DC40,DC4,DC40->DC4,2023-01-19,21,239,0.0,21.0,0.08786610878661087
DC40,DC62,DC40->DC62,2023-01-19,10,238,0.0,10.0,0.04201680672268908
DC40,DC67,DC40->DC67,2023-01-19,0,3,0.0,0.0,0.0
DC40,DC70,DC40->DC70,2023-01-19,2880,16173,0.0,2880.0,0.17807456872565386
DC40,DC8,DC40->DC8,2023-01-19,0,248,8.0,8.0,0.03225806451612903
DC40,DC9,DC40->DC9,2023-01-19,0,639,0.0,0.0,0.0
DC41,DC10,DC41->DC10,2023-01-19,0,12794,0.0,0.0,0.0
DC41,DC12,DC41->DC12,2023-01-19,0,1936,0.0,0.0,0.0
DC41,DC14,DC41->DC14,2023-01-19,0,4274,0.0,0.0,0.0
DC41,DC29,DC41->DC29,2023-01-19,0,187,0.0,0.0,0.0
DC41,DC3,DC41->DC3,2023-01-19,0,3997,0.0,0.0,0.0
DC41,DC35,DC41->DC35,2023-01-19,0,2033,0.0,0.0,0.0
DC41,DC40,DC41->DC40,2023-01-19,0,264,0.0,0.0,0.0
DC41,DC81,DC41->DC81,2023-01-19,0,50,0.0,0.0,0.0
DC41,DC9,DC41->DC9,2023-01-19,0,29520,0.0,0.0,0.0
DC42,DC10,DC42->DC10,2023-01-19,1303,7970,0.0,1303.0,0.16348808030112924
DC42,DC12,DC42->DC12,2023-01-19,0,3509,0.0,0.0,0.0
DC42,DC14,DC42->DC14,2023-01-19,1086,6875,0.0,1086.0,0.15796363636363636
DC42,DC29,DC42->DC29,2023-01-19,0,6,0.0,0.0,0.0
DC42,DC3,DC42->DC3,2023-01-19,0,2990,0.0,0.0,0.0
DC42,DC32,DC42->DC32,2023-01-19,0,120,0.0,0.0,0.0
DC42,DC34,DC42->DC34,2023-01-19,0,12,0.0,0.0,0.0
DC42,DC35,DC42->DC35,2023-01-19,33,1812,368.0,401.0,0.22130242825607063
DC42,DC4,DC42->DC4,2023-01-19,6,3542,0.0,6.0,0.0016939582156973462
DC42,DC40,DC42->DC40,2023-01-19,0,1186,0.0,0.0,0.0
DC42,DC62,DC42->DC62,2023-01-19,1298,6042,0.0,1298.0,0.21482952664680569
DC42,DC65,DC42->DC65,2023-01-19,0,232,0.0,0.0,0.0
DC42,DC70,DC42->DC70,2023-01-19,44,3112,0.0,44.0,0.014138817480719794
DC42,DC8,DC42->DC8,2023-01-19,3615,28457,0.0,3615.0,0.12703377024985066
DC42,DC81,DC42->DC81,2023-01-19,0,15,0.0,0.0,0.0
DC42,DC9,DC42->DC9,2023-01-19,0,15464,0.0,0.0,0.0
DC43,DC10,DC43->DC10,2023-01-19,1468,14094,0.0,1468.0,0.10415779764438768
DC43,DC12,DC43->DC12,2023-01-19,0,1601,0.0,0.0,0.0
DC43,DC14,DC43->DC14,2023-01-19,1437,15629,0.0,1437.0,0.09194446221767227
DC43,DC29,DC43->DC29,2023-01-19,0,174,0.0,0.0,0.0
DC43,DC3,DC43->DC3,2023-01-19,0,8061,0.0,0.0,0.0
DC43,DC34,DC43->DC34,2023-01-19,0,2,0.0,0.0,0.0
DC43,DC35,DC43->DC35,2023-01-19,16,5598,0.0,16.0,0.0028581636298678098
DC43,DC4,DC43->DC4,2023-01-19,8,3915,0.0,8.0,0.0020434227330779057
DC43,DC40,DC43->DC40,2023-01-19,0,195,0.0,0.0,0.0
DC43,DC45,DC43->DC45,2023-01-19,0,4,0.0,0.0,0.0
DC43,DC62,DC43->DC62,2023-01-19,1372,15976,844.0,2216.0,0.1387080620931397
DC43,DC64,DC43->DC64,2023-01-19,0,461,0.0,0.0,0.0
DC43,DC65,DC43->DC65,2023-01-19,0,824,0.0,0.0,0.0
DC43,DC70,DC43->DC70,2023-01-19,9,981,0.0,9.0,0.009174311926605505
DC43,DC8,DC43->DC8,2023-01-19,4775,44075,0.0,4775.0,0.10833806012478729
DC43,DC9,DC43->DC9,2023-01-19,0,27588,0.0,0.0,0.0
DC44,DC10,DC44->DC10,2023-01-19,4959,30393,0.0,4959.0,0.1631625703286941
DC44,DC12,DC44->DC12,2023-01-19,0,4076,0.0,0.0,0.0
DC44,DC14,DC44->DC14,2023-01-19,3376,31896,2769.0,6145.0,0.19265738650614497
DC44,DC29,DC44->DC29,2023-01-19,0,42,0.0,0.0,0.0
DC44,DC3,DC44->DC3,2023-01-19,0,31563,0.0,0.0,0.0
DC44,DC32,DC44->DC32,2023-01-19,0,42,0.0,0.0,0.0
DC44,DC34,DC44->DC34,2023-01-19,0,13,0.0,0.0,0.0
DC44,DC35,DC44->DC35,2023-01-19,404,10252,0.0,404.0,0.03940694498634413
DC44,DC4,DC44->DC4,2023-01-19,17,15640,0.0,17.0,0.0010869565217391304
DC44,DC40,DC44->DC40,2023-01-19,0,3999,0.0,0.0,0.0
DC44,DC62,DC44->DC62,2023-01-19,4976,28498,0.0,4976.0,0.17460874447329638
DC44,DC64,DC44->DC64,2023-01-19,0,37,0.0,0.0,0.0
DC44,DC65,DC44->DC65,2023-01-19,0,792,0.0,0.0,0.0
DC44,DC70,DC44->DC70,2023-01-19,1375,7843,0.0,1375.0,0.1753155680224404
DC44,DC8,DC44->DC8,2023-01-19,18999,192275,0.0,18999.0,0.09881159797165519
DC44,DC81,DC44->DC81,2023-01-19,0,401,0.0,0.0,0.0
DC44,DC9,DC44->DC9,2023-01-19,0,124459,0.0,0.0,0.0
DC45,DC10,DC45->DC10,2023-01-19,0,106,0.0,0.0,0.0
DC45,DC12,DC45->DC12,2023-01-19,0,1568,0.0,0.0,0.0
DC45,DC14,DC45->DC14,2023-01-19,0,5569,0.0,0.0,0.0
DC45,DC29,DC45->DC29,2023-01-19,0,15,0.0,0.0,0.0
DC45,DC3,DC45->DC3,2023-01-19,0,5242,0.0,0.0,0.0
DC45,DC35,DC45->DC35,2023-01-19,0,11042,0.0,0.0,0.0
DC45,DC4,DC45->DC4,2023-01-19,0,3684,0.0,0.0,0.0
DC45,DC8,DC45->DC8,2023-01-19,0,4054,0.0,0.0,0.0
DC45,DC81,DC45->DC81,2023-01-19,0,447,0.0,0.0,0.0
DC45,DC9,DC45->DC9,2023-01-19,0,20473,0.0,0.0,0.0
DC46,DC10,DC46->DC10,2023-01-19,1651,20616,0.0,1651.0,0.08008343034536282
DC46,DC12,DC46->DC12,2023-01-19,0,8128,0.0,0.0,0.0
DC46,DC13,DC46->DC13,2023-01-19,0,3,0.0,0.0,0.0
DC46,DC14,DC46->DC14,2023-01-19,1444,7004,1255.0,2699.0,0.3853512278697887
DC46,DC29,DC46->DC29,2023-01-19,0,60,0.0,0.0,0.0
DC46,DC3,DC46->DC3,2023-01-19,0,13926,0.0,0.0,0.0
DC46,DC32,DC46->DC32,2023-01-19,0,504,0.0,0.0,0.0
DC46,DC34,DC46->DC34,2023-01-19,0,6,0.0,0.0,0.0
DC46,DC35,DC46->DC35,2023-01-19,589,11814,0.0,589.0,0.04985610292872863
DC46,DC4,DC46->DC4,2023-01-19,3,12927,0.0,3.0,0.00023207240659085636
DC46,DC40,DC46->DC40,2023-01-19,0,2387,0.0,0.0,0.0
DC46,DC52,DC46->DC52,2023-01-19,0,49,0.0,0.0,0.0
DC46,DC62,DC46->DC62,2023-01-19,1615,15091,0.0,1615.0,0.10701742760585779
DC46,DC64,DC46->DC64,2023-01-19,0,8,0.0,0.0,0.0
DC46,DC65,DC46->DC65,2023-01-19,0,796,0.0,0.0,0.0
DC46,DC70,DC46->DC70,2023-01-19,1458,12023,0.0,1458.0,0.12126757048989437
DC46,DC8,DC46->DC8,2023-01-19,8113,60686,0.0,8113.0,0.13368816530995617
DC46,DC81,DC46->DC81,2023-01-19,0,1751,0.0,0.0,0.0
DC46,DC9,DC46->DC9,2023-01-19,0,37361,0.0,0.0,0.0
DC47,DC10,DC47->DC10,2023-01-19,2908,20874,0.0,2908.0,0.13931206285331033
DC47,DC12,DC47->DC12,2023-01-19,0,71112,0.0,0.0,0.0
DC47,DC14,DC47->DC14,2023-01-19,2647,64007,1386.0,4033.0,0.0630087334197822
DC47,DC29,DC47->DC29,2023-01-19,0,628,0.0,0.0,0.0
DC47,DC3,DC47->DC3,2023-01-19,0,14104,0.0,0.0,0.0
DC47,DC34,DC47->DC34,2023-01-19,0,2,0.0,0.0,0.0
DC47,DC35,DC47->DC35,2023-01-19,19,130449,0.0,19.0,0.00014565079073047704
DC47,DC4,DC47->DC4,2023-01-19,10,9400,0.0,10.0,0.0010638297872340426
DC47,DC40,DC47->DC40,2023-01-19,0,28631,0.0,0.0,0.0
DC47,DC62,DC47->DC62,2023-01-19,2942,32160,0.0,2942.0,0.09148009950248756
DC47,DC64,DC47->DC64,2023-01-19,0,231,0.0,0.0,0.0
DC47,DC65,DC47->DC65,2023-01-19,0,1648,0.0,0.0,0.0
