日期,平均流量_m3s,最大流量_m3s,平均含沙量_kgm3,最大含沙量_kgm3,含沙观测数
2018-12-16,420.25,502,0.745,0.745,1
2018-12-17,432.4166666666667,532,0.591,0.591,1
2018-12-18,400.77777777777777,460,0.434,0.434,1
2018-12-19,392.7142857142857,467,0.658,0.658,1
2018-12-20,361.75,420,0.772,0.772,1
2018-12-21,393.6666666666667,454,0.794,0.794,1
2018-12-22,364.0,422,0.585,0.585,1
2018-12-23,362.1666666666667,429,0.601,0.601,1
2018-12-24,383.6666666666667,422,0.799,0.799,1
2018-12-25,403.3333333333333,462,0.886,0.886,1
2018-12-26,357.3333333333333,372,0.81,0.81,1
2018-12-27,384.1666666666667,408,0.91,0.91,1
2018-12-28,356.1666666666667,372,0.723,0.723,1
2018-12-29,391.1666666666667,403,0.911,0.911,1
2018-12-30,404.0,408,0.839,0.839,1
2018-12-31,390.85714285714283,396,0.808,0.882,2
2019-01-01,385.42857142857144,390,0.9063333333333334,0.922,3
2019-01-02,369.3333333333333,377,0.891,0.891,1
2019-01-03,356.5,364,0.833,0.833,1
2019-01-04,348.5,353,0.683,0.683,1
2019-01-05,333.5,360,0.679,0.679,1
2019-01-06,353.1666666666667,360,0.808,0.808,1
2019-01-07,343.14285714285717,347,0.728,0.728,1
2019-01-08,331.3333333333333,340,0.725,0.725,1
2019-01-09,319.0,320,0.702,0.702,1
2019-01-10,317.42857142857144,320,0.724,0.724,1
2019-01-11,318.0,320,0.827,0.827,1
2019-01-12,307.1666666666667,320,0.859,0.859,1
2019-01-13,325.5,333,0.855,0.855,1
2019-01-14,339.0,347,0.915,0.915,1
2019-01-15,343.6666666666667,347,0.823,0.823,1
2019-01-16,335.1666666666667,342,0.824,0.824,1
2019-01-17,333.6666666666667,337,0.895,0.895,1
2019-01-18,329.7142857142857,333,0.762,0.762,1
2019-01-19,337.5,347,1.08,1.08,1
2019-01-20,347.8333333333333,352,0.764,0.764,1
2019-01-21,350.3333333333333,352,0.853,0.853,1
2019-01-22,344.5,347,0.953,0.953,1
2019-01-23,345.3333333333333,352,0.862,0.862,1
2019-01-24,324.6666666666667,333,0.925,0.925,1
2019-01-25,309.6666666666667,312,0.979,0.979,1
2019-01-26,309.8333333333333,315,0.734,0.734,1
2019-01-27,305.5,310,0.934,0.934,1
2019-01-28,299.8333333333333,302,0.805,0.805,1
2019-01-29,297.0,299,0.917,0.917,1
2019-01-30,298.1666666666667,299,0.822,0.822,1
2019-01-31,463.8333333333333,664,1.6,1.6,1
2019-02-01,667.875,684,1.64,1.64,1
2019-02-02,679.1666666666666,714,2.38,2.38,1
2019-02-03,672.5,704,1.96,1.96,1
2019-02-04,624.2857142857143,655,1.7,1.7,1
2019-02-05,600.3333333333334,645,1.75,1.75,1
2019-02-06,575.8571428571429,645,1.09,1.09,1
2019-02-07,629.0,744,1.26,1.26,1
2019-02-08,603.9166666666666,689,1.34,1.34,1
2019-02-09,608.625,662,1.02,1.02,1
2019-02-10,676.6923076923077,737,1.38,1.38,1
2019-02-11,768.8461538461538,865,1.74,1.74,1
2019-02-12,735.3333333333334,776,2.24,2.24,1
2019-02-13,740.1666666666666,953,2.2,2.2,1
2019-02-14,724.8571428571429,891,2.33,2.33,1
2019-02-15,698.625,719,1.88,1.88,1
2019-02-16,798.3333333333334,979,2.19,2.19,1
2019-02-17,799.25,967,2.78,2.78,1
2019-02-18,960.4615384615385,1100,3.39,3.7,2
2019-02-19,1195.0,1240,3.31,3.31,1
2019-02-20,996.25,1110,3.85,3.85,1
2019-02-21,956.0833333333334,1050,3.47,3.47,1
2019-02-22,945.6666666666666,986,3.66,3.66,1
2019-02-23,804.0,854,3.14,3.14,1
2019-02-24,797.3571428571429,1020,2.94,2.94,1
2019-02-25,630.4,726,2.33,2.33,1
2019-02-26,572.3571428571429,681,1.75,1.75,1
2019-02-27,608.2941176470588,668,1.38,1.38,1
2019-02-28,566.9230769230769,661,1.2,1.2,1
2019-03-01,673.5833333333334,814,1.48,1.48,1
2019-03-02,762.3333333333334,774,1.8,1.8,1
2019-03-03,760.6666666666666,794,2.03,2.03,1
2019-03-04,940.6666666666666,978,2.86,2.86,1
2019-03-05,971.5714285714286,986,3.33,3.33,1
2019-03-06,929.5,953,2.86,2.86,1
2019-03-07,868.8571428571429,894,2.34,2.34,1
2019-03-08,845.0,864,2.08,2.08,1
2019-03-09,824.7142857142857,845,2.02,2.02,1
2019-03-10,911.375,969,2.18,2.18,1
2019-03-11,1008.4166666666666,1030,2.76,2.76,1
2019-03-12,1033.3333333333333,1040,3.07,3.07,1
2019-03-13,1020.0,1030,3.14,3.14,1
2019-03-14,1004.4285714285714,1020,3.02,3.07,2
2019-03-15,1025.0,1040,3.32,3.32,1
2019-03-16,1006.6666666666666,1020,3.62,3.62,1
2019-03-17,997.8333333333334,1010,2.87,2.87,1
2019-03-18,984.5,1000,2.86,2.86,1
2019-03-19,953.8333333333334,969,2.7,2.7,1
2019-03-20,979.1666666666666,995,2.66,2.66,1
2019-03-21,993.0,1030,3.0,3.0,1
2019-03-22,1028.3333333333333,1040,3.1,3.1,1
2019-03-23,1048.3333333333333,1090,3.37,3.37,1
2019-03-24,1103.3333333333333,1150,4.51,4.51,1
2019-03-25,1138.3333333333333,1180,4.8,4.8,1
2019-03-26,1163.3333333333333,1180,4.67,4.67,1
2019-03-27,1133.3333333333333,1150,4.8,4.8,1
2019-03-28,1136.6666666666667,1150,4.59,4.59,1
2019-03-29,1158.5714285714287,1190,4.29,4.29,1
2019-03-30,1175.0,1180,3.86,3.86,1
2019-03-31,1171.6666666666667,1190,3.49,3.49,1
2019-04-01,1188.3333333333333,1200,3.36,3.36,1
2019-04-02,1208.5714285714287,1230,3.44,3.44,1
2019-04-03,1201.6666666666667,1210,3.83,3.83,1
2019-04-04,1185.0,1190,4.02,4.02,1
2019-04-05,1195.0,1210,4.48,4.48,1
2019-04-06,1165.0,1200,3.95,3.95,1
2019-04-07,1135.0,1160,3.56,3.56,1
2019-04-08,1131.6666666666667,1140,3.4,3.4,1
2019-04-09,1130.0,1150,3.35,3.35,1
2019-04-10,1160.0,1180,3.71,3.71,1
2019-04-11,1176.6666666666667,1180,3.4,3.4,1
2019-04-12,1156.6666666666667,1180,3.31,3.31,1
2019-04-13,1156.6666666666667,1170,3.07,3.07,1
2019-04-14,1165.0,1180,3.42,3.42,1
2019-04-15,1156.6666666666667,1180,3.0,3.0,1
2019-04-16,1143.3333333333333,1150,3.0,3.0,1
2019-04-17,1125.7142857142858,1150,2.705,2.81,2
2019-04-18,1096.6666666666667,1110,3.08,3.08,1
2019-04-19,1080.0,1090,2.97,2.97,1
2019-04-20,1096.6666666666667,1110,3.05,3.05,1
2019-04-21,1096.6666666666667,1110,3.09,3.09,1
2019-04-22,1101.6666666666667,1110,2.65,2.65,1
2019-04-23,1138.3333333333333,1170,2.45,2.45,1
2019-04-24,1225.0,1240,3.08,3.08,1
2019-04-25,1206.6666666666667,1220,3.89,3.89,1
2019-04-26,1205.0,1220,3.94,3.94,1
2019-04-27,1245.0,1260,3.08,3.08,1
2019-04-28,1178.3333333333333,1240,3.41,3.41,1
2019-04-29,1183.3333333333333,1190,3.45,3.45,1
2019-04-30,1156.6666666666667,1180,3.18,3.18,1
2019-05-01,1116.6666666666667,1140,2.79,2.79,1
2019-05-02,1101.4285714285713,1130,3.04,3.04,1
2019-05-03,1080.0,1110,2.61,2.61,1
2019-05-04,1131.6666666666667,1150,3.23,3.23,1
2019-05-05,1161.6666666666667,1190,2.93,2.93,1
2019-05-06,1190.0,1200,3.12,3.12,1
2019-05-07,1221.4285714285713,1260,3.02,3.02,1
2019-05-08,1215.0,1240,3.18,3.18,1
2019-05-09,1200.0,1220,3.12,3.12,1
2019-05-10,1130.0,1150,3.08,3.08,1
2019-05-11,1101.6666666666667,1120,3.34,3.34,1
2019-05-12,1188.3333333333333,1200,3.21,3.21,1
2019-05-13,1218.3333333333333,1230,3.51,3.51,1
2019-05-14,1253.3333333333333,1270,3.81,3.81,1
2019-05-15,1255.0,1270,3.43,3.43,1
2019-05-16,1256.6666666666667,1270,2.99,2.99,1
2019-05-17,1218.3333333333333,1250,3.11,3.11,1
2019-05-18,1224.2857142857142,1240,3.665,3.71,2
2019-05-19,1238.3333333333333,1260,3.75,3.75,1
2019-05-20,1225.0,1280,3.47,3.47,1
2019-05-21,1176.6666666666667,1190,3.27,3.27,1
2019-05-22,1150.0,1160,3.05,3.05,1
2019-05-23,1145.0,1150,3.46,3.46,1
2019-05-24,1133.3333333333333,1150,3.25,3.25,1
2019-05-25,1143.3333333333333,1210,3.13,3.13,1
2019-05-26,1302.2222222222222,1380,3.8,3.8,1
2019-05-27,1407.142857142857,1420,4.19,4.19,1
2019-05-28,1388.3333333333333,1410,4.16,4.16,1
2019-05-29,1366.6666666666667,1380,3.75,3.75,1
2019-05-30,1290.0,1300,3.32,3.32,1
2019-05-31,1316.6666666666667,1330,3.39,3.39,1
2019-06-01,1293.3333333333333,1310,3.72,3.72,1
2019-06-02,1278.3333333333333,1310,3.09,3.09,1
2019-06-03,1206.6666666666667,1270,3.49,3.49,1
2019-06-04,1231.6666666666667,1260,3.5,3.5,1
2019-06-05,1245.7142857142858,1260,3.32,3.32,1
2019-06-06,1250.0,1300,3.55,3.55,1
2019-06-07,1266.6666666666667,1290,3.25,3.25,1
2019-06-08,1207.142857142857,1270,3.0,3.0,1
2019-06-09,1016.8571428571429,1110,2.18,2.18,1
2019-06-10,1209.0,1290,2.51,2.51,1
2019-06-11,1326.25,1350,3.36,3.36,1
2019-06-12,1215.0,1300,2.99,2.99,1
2019-06-13,1241.6666666666667,1250,2.72,2.72,1
2019-06-14,1201.4285714285713,1230,2.3499999999999996,2.38,2
2019-06-15,1160.0,1180,2.44,2.44,1
2019-06-16,1181.6666666666667,1210,2.6,2.6,1
2019-06-17,1125.0,1140,2.59,2.59,1
2019-06-18,1201.6666666666667,1240,2.44,2.44,1
2019-06-19,1178.3333333333333,1250,2.69,2.69,1
2019-06-20,1225.7142857142858,1250,2.56,2.56,1
2019-06-21,1187.142857142857,1200,2.67,2.67,1
2019-06-22,1268.75,1340,2.42,2.42,1
2019-06-23,1768.5,2200,4.41,4.41,1
2019-06-24,2576.25,2950,8.92,9.24,2
2019-06-25,3318.75,3600,7.25,7.83,2
2019-06-26,3522.5,3690,5.65,5.76,2
2019-06-27,3398.75,3470,6.0,6.0,1
2019-06-28,3391.25,3470,5.44,5.44,1
2019-06-29,3520.0,3580,5.68,5.68,1
2019-06-30,3570.4347826086955,3610,5.33,5.33,1
2019-07-01,3586.6666666666665,3620,5.11,5.11,1
2019-07-02,3525.0,3630,4.89,4.89,1
2019-07-03,3540.8333333333335,3600,5.17,5.17,1
2019-07-04,3346.3636363636365,3440,4.98,4.98,1
2019-07-05,3260.8333333333335,3290,6.26,6.26,1
2019-07-06,3183.3333333333335,3230,6.9,6.9,1
2019-07-07,3141.6666666666665,3160,6.65,6.65,1
2019-07-08,3148.3333333333335,3180,5.7,5.7,1
2019-07-09,3353.3333333333335,3420,5.79,5.79,1
2019-07-10,3439.1666666666665,3460,7.04,7.04,1
2019-07-11,3598.4615384615386,3770,6.6,6.86,2
2019-07-12,3379.1666666666665,3430,8.89,8.89,1
2019-07-13,2997.8571428571427,3230,15.866666666666667,18.7,3
2019-07-14,2588.4615384615386,2700,18.2,18.9,3
2019-07-15,2514.1666666666665,2590,18.8,18.8,1
2019-07-16,2345.0,2450,20.9,20.9,1
2019-07-17,2165.8333333333335,2220,20.9,21.3,2
2019-07-18,2261.6666666666665,2320,28.7,30.5,4
2019-07-19,2636.4285714285716,2730,25.5,27.1,5
2019-07-20,2750.8333333333335,2760,24.2,24.2,1
2019-07-21,2783.3333333333335,2790,16.8,16.8,1
2019-07-22,2710.769230769231,2800,22.5,24.3,2
2019-07-23,2305.8333333333335,2390,24.2,24.2,1
2019-07-24,2488.3333333333335,2720,23.9,23.9,1
2019-07-25,2727.5,2740,24.1,24.1,1
2019-07-26,2719.1666666666665,2760,20.2,20.2,1
2019-07-27,3003.3333333333335,3170,20.8,20.8,1
2019-07-28,3207.5,3250,24.1,24.1,1
2019-07-29,2729.230769230769,2930,21.0,21.0,1
2019-07-30,2397.5,2440,22.0,22.0,1
2019-07-31,2340.0,2380,20.1,20.1,1
2019-08-01,2715.0,2880,19.2,20.2,3
2019-08-02,2706.6666666666665,2810,17.5,17.5,1
2019-08-03,2195.8333333333335,2620,16.2,16.2,1
2019-08-04,1499.2857142857142,1560,12.166666666666666,13.1,3
2019-08-05,1474.1666666666667,1500,11.0,11.0,1
2019-08-06,1455.8333333333333,1470,10.8,10.8,1
2019-08-07,2223.529411764706,2810,15.9,15.9,1
2019-08-08,3406.6666666666665,3810,21.5,21.5,1
2019-08-09,4079.5833333333335,4280,17.9,17.9,1
2019-08-10,4158.333333333333,4310,19.8,19.8,1
2019-08-11,3548.75,4270,20.733333333333334,21.4,3
2019-08-12,1466.6666666666667,2140,19.3,19.3,1
2019-08-13,992.6666666666666,1130,14.2,14.2,1
2019-08-14,828.9166666666666,900,10.2,10.2,1
2019-08-15,584.0833333333334,724,7.1,7.1,1
2019-08-16,459.5,483,7.22,7.22,1
2019-08-17,434.8333333333333,447,6.58,6.58,1
2019-08-18,436.0,516,4.17,4.17,1
2019-08-19,515.1666666666666,521,2.55,2.55,1
2019-08-20,498.5,506,1.62,1.62,1
2019-08-21,473.1666666666667,492,1.15,1.15,1
2019-08-22,446.0,453,1.08,1.08,1
2019-08-23,433.8333333333333,444,0.909,0.909,1
2019-08-24,457.5,468,1.1,1.1,1
2019-08-25,452.0,473,1.21,1.21,1
2019-08-26,431.3333333333333,470,1.04,1.04,1
2019-08-27,481.0,487,1.37,1.37,1
2019-08-28,461.3333333333333,470,1.1,1.1,1
2019-08-29,466.8333333333333,475,1.16,1.16,1
2019-08-30,446.5,458,,,0
2019-08-31,445.5,475,1.08,1.08,1
2019-09-01,554.375,562,1.5766666666666669,1.69,3
2019-09-02,562.0,576,1.71,1.71,1
2019-09-03,772.0,827,2.87,2.87,1
2019-09-04,1203.6666666666667,1480,5.4,5.4,1
2019-09-05,1291.6666666666667,1430,6.54,6.54,1
2019-09-06,1085.0,1160,13.8,13.8,1
2019-09-07,1058.3333333333333,1070,23.1,23.1,1
2019-09-08,964.25,1040,13.55,13.7,2
2019-09-09,975.0,1060,6.99,6.99,1
2019-09-10,996.3333333333334,1080,5.0,5.0,1
2019-09-11,1236.1538461538462,1300,5.64,5.64,1
2019-09-12,1309.1666666666667,1360,6.28,6.28,1
2019-09-13,1238.3333333333333,1280,6.35,6.35,1
2019-09-14,1211.6666666666667,1260,6.8,6.8,1
2019-09-15,1402.25,2000,7.86,7.86,1
2019-09-16,2447.5,2690,22.6,22.6,1
2019-09-17,2883.846153846154,3090,15.4,15.4,1
2019-09-18,3447.5,3710,14.3,14.3,1
2019-09-19,3874.1666666666665,3980,15.5,15.5,1
2019-09-20,3744.1666666666665,3820,12.6,12.6,1
2019-09-21,3725.0,3770,13.0,13.0,1
2019-09-22,3754.1666666666665,3820,11.5,11.5,1
2019-09-23,3824.1666666666665,3930,11.65,12.3,2
2019-09-24,3224.1666666666665,3750,9.73,9.73,1
2019-09-25,2261.6666666666665,2580,12.1,12.1,1
2019-09-26,1743.3333333333333,1920,9.01,9.01,1
2019-09-27,1485.0,1800,7.17,7.17,1
2019-09-28,2085.8333333333335,2220,11.1,11.1,1
2019-09-29,2000.8333333333333,2050,7.52,7.52,1
2019-09-30,2012.5,2050,7.93,7.93,1
2019-10-01,1783.3333333333333,1990,8.3,8.3,1
2019-10-02,1510.0,1590,6.97,6.97,1
2019-10-03,1425.0,1460,5.39,5.39,1
2019-10-04,1376.6666666666667,1400,6.45,6.45,1
2019-10-05,1438.3333333333333,1480,6.45,6.45,1
2019-10-06,1530.0,1570,7.08,7.08,1
2019-10-07,1613.3333333333333,1630,8.06,8.06,1
2019-10-08,1603.3333333333333,1610,6.44,6.44,1
2019-10-09,1561.6666666666667,1620,6.39,6.39,1
2019-10-10,1513.3333333333333,1590,6.12,6.12,1
2019-10-11,1721.6666666666667,1840,9.12,9.12,1
2019-10-12,1888.3333333333333,1910,9.48,9.48,1
2019-10-13,1811.6666666666667,1840,7.89,7.89,1
2019-10-14,1765.0,1790,6.05,6.05,1
2019-10-15,1806.6666666666667,1880,5.71,5.71,1
2019-10-16,1931.6666666666667,1990,8.18,8.18,1
2019-10-17,1978.75,2040,7.195,7.31,2
2019-10-18,1890.0,1910,6.73,6.73,1
2019-10-19,1811.6666666666667,1830,5.58,5.58,1
2019-10-20,1698.3333333333333,1770,6.28,6.28,1
2019-10-21,1480.0,1550,5.72,5.72,1
2019-10-22,1302.5,1420,5.4366666666666665,5.81,3
2019-10-23,971.8333333333334,1090,4.33,4.33,1
2019-10-24,840.3333333333334,847,3.4,3.4,1
2019-10-25,819.0,837,2.98,2.98,1
2019-10-26,788.5,808,2.83,2.83,1
2019-10-27,743.6666666666666,770,2.62,2.62,1
2019-10-28,759.5,778,2.3,2.3,1
2019-10-29,755.0,768,2.8,2.8,1
2019-10-30,729.7142857142857,741,2.36,2.36,1
2019-10-31,726.1666666666666,741,2.14,2.14,1
2019-11-01,724.6666666666666,732,2.3,2.3,1
2019-11-02,714.1666666666666,722,2.55,2.55,1
2019-11-03,695.6666666666666,708,2.31,2.31,1
2019-11-04,680.3333333333334,687,1.97,1.97,1
2019-11-05,673.3333333333334,683,2.73,2.73,1
2019-11-06,672.8333333333334,675,2.7,2.7,1
2019-11-07,664.1666666666666,671,2.26,2.26,1
2019-11-08,658.8333333333334,671,2.57,2.57,1
2019-11-09,653.3333333333334,666,2.47,2.47,1
2019-11-10,646.6666666666666,650,2.58,2.58,1
2019-11-11,656.8571428571429,662,2.13,2.32,2
2019-11-12,649.3333333333334,658,2.48,2.48,1
2019-11-13,659.3333333333334,662,2.59,2.59,1
2019-11-14,650.6666666666666,658,2.15,2.15,1
2019-11-15,501.7142857142857,576,3.67,3.67,1
2019-11-16,524.6666666666666,599,2.12,2.12,1
2019-11-17,533.5714285714286,646,1.8,1.8,1
2019-11-18,474.5,521,1.58,1.58,1
2019-11-19,487.1666666666667,526,1.75,1.75,1
2019-11-20,465.0,511,1.56,1.56,1
2019-11-21,451.1666666666667,473,1.53,1.53,1
2019-11-22,424.8333333333333,483,1.32,1.32,1
2019-11-23,425.8333333333333,473,1.31,1.31,1
2019-11-24,410.3333333333333,417,1.33,1.33,1
2019-11-25,441.8333333333333,526,1.84,1.84,1
2019-11-26,392.1666666666667,414,1.33,1.33,1
2019-11-27,413.3333333333333,447,0.983,0.983,1
2019-11-28,418.5,443,1.19,1.19,1
2019-11-29,428.1666666666667,461,1.0,1.0,1
2019-11-30,439.8333333333333,466,1.39,1.39,1
2019-12-01,420.5,443,1.28,1.28,1
2019-12-02,409.6666666666667,419,1.26,1.26,1
2019-12-03,419.5,466,1.7,1.7,1
2019-12-04,451.3333333333333,538,1.35,1.35,1
2019-12-05,459.8333333333333,487,1.1,1.1,1
2019-12-06,461.7142857142857,507,1.605,1.66,2
2019-12-07,435.6666666666667,438,1.52,1.52,1
2019-12-08,413.8333333333333,479,1.45,1.45,1
2019-12-09,391.5,428,1.3,1.3,1
2019-12-10,393.57142857142856,408,1.34,1.34,1
2019-12-11,378.5,419,1.38,1.38,1
2019-12-12,412.5,451,1.36,1.36,1
2019-12-13,419.0,442,1.34,1.34,1
2019-12-14,438.0,465,1.32,1.32,1
2019-12-15,429.6666666666667,456,1.65,1.65,1
2019-12-16,433.6666666666667,465,1.34,1.34,1
2019-12-17,429.3333333333333,442,1.38,1.38,1
2019-12-18,457.6666666666667,507,1.24,1.24,1
2019-12-19,413.5,456,1.5,1.5,1
2019-12-20,397.0,425,1.2,1.2,1
2019-12-21,382.1666666666667,404,1.43,1.43,1
2019-12-22,362.8333333333333,383,1.12,1.12,1
2019-12-23,344.14285714285717,347,1.12,1.12,1
2019-12-24,387.6666666666667,404,0.876,0.876,1
2019-12-25,388.8333333333333,413,1.05,1.05,1
2019-12-26,381.1666666666667,417,0.821,0.821,1
2019-12-27,405.6666666666667,446,1.11,1.11,1
2019-12-28,523.0,587,1.58,1.58,1
2019-12-29,442.1666666666667,473,1.85,1.85,1
2019-12-30,461.0,479,1.7,1.7,1
2019-12-31,518.375,640,1.8599999999999999,1.98,2
2020-01-01,508.5,524,1.635,1.74,2
2020-01-02,490.3333333333333,600,1.6,1.6,1
2020-01-03,421.14285714285717,540,1.46,1.46,1
2020-01-04,385.875,425,1.0750000000000002,1.12,2
2020-01-05,391.5,432,1.29,1.29,1
2020-01-06,381.5,419,0.94,0.94,1
2020-01-07,385.6666666666667,395,0.877,0.877,1
2020-01-08,464.6666666666667,540,1.15,1.15,1
2020-01-09,440.5,524,0.99,0.99,1
2020-01-10,419.875,507,1.21,1.21,1
2020-01-11,366.1666666666667,383,1.03,1.03,1
2020-01-12,354.6666666666667,370,0.971,0.971,1
2020-01-13,359.8333333333333,376,1.02,1.02,1
2020-01-14,358.6666666666667,367,0.999,0.999,1
2020-01-15,366.1666666666667,380,0.971,0.971,1
2020-01-16,356.1666666666667,364,0.971,0.971,1
2020-01-17,350.3333333333333,355,1.02,1.02,1
2020-01-18,349.3333333333333,361,0.98,0.98,1
2020-01-19,339.3333333333333,342,0.804,0.804,1
2020-01-20,340.8333333333333,345,0.99,0.99,1
2020-01-21,335.8333333333333,340,0.797,0.797,1
2020-01-22,331.0,333,0.781,0.781,1
2020-01-23,324.3333333333333,328,0.768,0.768,1
2020-01-24,327.1666666666667,331,0.814,0.814,1
2020-01-25,338.8333333333333,340,0.771,0.771,1
2020-01-26,336.1666666666667,342,1.1,1.1,1
2020-01-27,354.5,367,0.961,0.961,1
2020-01-28,380.8333333333333,389,1.13,1.13,1
2020-01-29,373.8333333333333,389,0.909,0.909,1
2020-01-30,365.0,371,0.89,0.89,1
2020-01-31,367.8333333333333,375,0.959,0.959,1
2020-02-01,353.3333333333333,367,1.05,1.05,1
2020-02-02,339.8333333333333,344,0.99,0.99,1
2020-02-03,334.8333333333333,339,0.949,0.949,1
2020-02-04,337.0,344,0.855,0.855,1
2020-02-05,326.6666666666667,329,0.885,0.885,1
2020-02-06,330.0,332,0.876,0.876,1
2020-02-07,331.0,332,0.942,0.942,1
2020-02-08,357.1666666666667,385,1.14,1.14,1
2020-02-09,403.1666666666667,424,1.5,1.5,1
2020-02-10,405.1666666666667,413,1.4,1.4,1
2020-02-11,368.14285714285717,385,1.27,1.27,1
2020-02-12,339.6666666666667,346,1.27,1.27,1
2020-02-13,326.0,337,0.931,0.931,1
2020-02-14,313.1666666666667,323,,,0
2020-02-15,348.125,367,,,0
2020-02-16,370.14285714285717,389,,,0
2020-02-17,378.25,398,1.11,1.11,1
2020-02-18,362.6666666666667,385,,,0
2020-02-19,420.0,465,,,0
2020-02-20,464.0,494,1.18,1.18,1
2020-02-21,423.3333333333333,480,,,0
2020-02-22,405.2857142857143,475,,,0
2020-02-23,448.8333333333333,480,,,0
2020-02-24,384.1666666666667,398,,,0
2020-02-25,452.0,480,3.6,3.68,2
2020-02-26,484.85714285714283,503,3.8200000000000003,3.89,2
2020-02-27,520.5,549,2.77,2.94,2
2020-02-28,491.8181818181818,561,,,0
2020-02-29,494.5,527,1.58,1.58,1
2020-03-01,660.25,733,,,0
2020-03-02,668.5,682,2.6399999999999997,2.76,2
2020-03-03,648.1666666666666,664,3.08,3.17,2
2020-03-04,692.6666666666666,743,3.26,3.29,2
2020-03-05,685.0,691,3.6833333333333336,3.71,3
2020-03-06,705.5,720,3.65,3.65,1
2020-03-07,726.375,789,,,0
2020-03-08,655.3333333333334,682,3.49,3.49,1
2020-03-09,661.3333333333334,710,,,0
2020-03-10,673.4285714285714,710,4.44,4.44,1
2020-03-11,632.1428571428571,647,3.51,3.51,1
2020-03-12,628.0,638,,,0
2020-03-13,631.2857142857143,673,2.61,2.61,1
2020-03-14,614.3333333333334,621,,,0
2020-03-15,613.1666666666666,629,,,0
2020-03-16,605.5,673,,,0
2020-03-17,630.8333333333334,638,2.33,2.33,1
2020-03-18,610.6666666666666,629,,,0
2020-03-19,642.7777777777778,701,,,0
2020-03-20,587.6666666666666,605,2.28,2.28,1
2020-03-21,614.3333333333334,629,,,0
2020-03-22,634.0,647,,,0
2020-03-23,756.7777777777778,833,,,0
2020-03-24,869.0,896,4.61,4.61,1
2020-03-25,921.6666666666666,954,4.44,4.44,1
2020-03-26,954.3333333333334,999,,,0
2020-03-27,951.5,979,4.45,4.45,1
2020-03-28,1030.25,1110,4.84,4.84,1
2020-03-29,965.8333333333334,1020,,,0
2020-03-30,1013.1666666666666,1030,,,0
2020-03-31,1028.3333333333333,1040,4.47,4.47,1
2020-04-01,1000.8571428571429,1050,,,0
2020-04-02,1061.4285714285713,1100,,,0
2020-04-03,976.8333333333334,1040,4.47,4.47,1
2020-04-04,948.1666666666666,999,,,0
2020-04-05,960.6666666666666,999,4.56,4.56,1
2020-04-06,888.8333333333334,964,,,0
2020-04-07,825.0,843,3.56,3.56,1
2020-04-08,857.5,896,,,0
2020-04-09,827.5,834,,,0
2020-04-10,958.3333333333334,1120,3.01,3.01,1
2020-04-11,1117.142857142857,1250,4.85,4.85,1
2020-04-12,1220.0,1250,7.26,7.26,1
2020-04-13,1255.0,1290,8.25,8.25,1
2020-04-14,1290.0,1350,8.58,8.58,1
2020-04-15,1278.3333333333333,1340,9.05,9.05,1
2020-04-16,1235.0,1310,,,0
2020-04-17,1251.6666666666667,1310,7.93,7.93,1
2020-04-18,1260.0,1300,,,0
2020-04-19,1295.7142857142858,1390,,,0
2020-04-20,1323.75,1370,8.88,8.88,1
2020-04-21,1390.0,1430,,,0
2020-04-22,1451.4285714285713,1540,7.81,7.81,1
2020-04-23,1600.0,1620,,,0
2020-04-24,1650.0,1670,11.7,11.7,1
2020-04-25,1635.0,1650,11.4,11.4,1
2020-04-26,1645.0,1670,,,0
2020-04-27,1627.142857142857,1700,11.2,11.2,1
2020-04-28,1595.0,1660,,,0
2020-04-29,1451.6666666666667,1540,,,0
2020-04-30,1338.3333333333333,1400,5.83,5.83,1
2020-05-01,1266.6666666666667,1280,5.48,5.48,1
2020-05-02,1240.0,1260,,,0
2020-05-03,1236.6666666666667,1250,6.17,6.17,1
2020-05-04,1205.0,1220,,,0
2020-05-05,1218.5714285714287,1260,6.41,6.41,1
2020-05-06,1255.0,1300,6.56,6.56,1
2020-05-07,1250.0,1250,,,0
2020-05-08,1281.6666666666667,1310,,,0
2020-05-09,1334.2857142857142,1360,6.92,6.92,1
2020-05-10,1305.0,1340,5.48,5.48,1
2020-05-11,1278.3333333333333,1290,,,0
2020-05-12,1251.6666666666667,1270,,,0
2020-05-13,1218.5714285714287,1270,4.88,4.88,1
2020-05-14,1131.6666666666667,1140,3.61,3.61,1
2020-05-15,1178.75,1260,,,0
2020-05-16,1130.0,1150,,,0
2020-05-17,1141.6666666666667,1160,4.2,4.2,1
2020-05-18,1150.0,1190,,,0
2020-05-19,1115.0,1130,,,0
2020-05-20,1120.0,1150,4.77,4.77,1
2020-05-21,1110.0,1140,,,0
2020-05-22,1116.6666666666667,1150,,,0
2020-05-23,1108.3333333333333,1130,5.01,5.01,1
2020-05-24,1003.6666666666666,1050,,,0
2020-05-25,949.0,964,,,0
2020-05-26,923.0,934,3.41,3.41,1
2020-05-27,907.0,934,2.97,2.97,1
2020-05-28,893.0,905,,,0
2020-05-29,917.8333333333334,924,3.45,3.45,1
2020-05-30,909.2857142857143,924,,,0
2020-05-31,946.2857142857143,999,3.72,3.72,1
2020-06-01,973.3333333333334,1010,3.11,3.11,1
2020-06-02,981.5,999,3.51,3.51,1
2020-06-03,989.1666666666666,1010,3.72,3.72,1
