方案,日期,原线路,需求类型,替代场地1,替代场地2,替代线路,分流货量
min_changed_plus_5,2023-01-16,DC31->DC5,入DC5,DC31,DC4,DC31->DC4,129
min_changed_plus_5,2023-01-16,DC34->DC5,入DC5,DC34,DC14,DC34->DC14,11
min_changed_plus_5,2023-01-16,DC36->DC5,入DC5,DC36,DC14,DC36->DC14,7395
min_changed_plus_5,2023-01-16,DC38->DC5,入DC5,DC38,DC62,DC38->DC62,2733
min_changed_plus_5,2023-01-16,DC4->DC5,入DC5,DC4,DC62,DC4->DC62,13
min_changed_plus_5,2023-01-16,DC40->DC5,入DC5,DC40,DC9,DC40->DC9,8
min_changed_plus_5,2023-01-16,DC42->DC5,入DC5,DC42,DC9,DC42->DC9,410
min_changed_plus_5,2023-01-16,DC43->DC5,入DC5,DC43,DC14,DC43->DC14,858
min_changed_plus_5,2023-01-16,DC44->DC5,入DC5,DC44,DC3,DC44->DC3,3198
min_changed_plus_5,2023-01-16,DC46->DC5,入DC5,DC46,DC35,DC46->DC35,1250
min_changed_plus_5,2023-01-16,DC47->DC5,入DC5,DC47,DC62,DC47->DC62,1738
min_changed_plus_5,2023-01-16,DC48->DC5,入DC5,DC48,DC8,DC48->DC8,1360
min_changed_plus_5,2023-01-16,DC5->DC10,出DC5,DC20,DC10,DC20->DC10,165
min_changed_plus_5,2023-01-16,DC5->DC14,出DC5,DC50,DC14,DC50->DC14,108
min_changed_plus_5,2023-01-16,DC5->DC4,出DC5,DC17,DC4,DC17->DC4,2004
min_changed_plus_5,2023-01-16,DC5->DC62,出DC5,DC26,DC62,DC26->DC62,134
min_changed_plus_5,2023-01-16,DC5->DC70,出DC5,DC35,DC70,DC35->DC70,4
min_changed_plus_5,2023-01-16,DC5->DC8,出DC5,DC68,DC8,DC68->DC8,6
min_changed_plus_5,2023-01-16,DC50->DC5,入DC5,DC50,DC14,DC50->DC14,817
min_changed_plus_5,2023-01-16,DC51->DC5,入DC5,DC51,DC9,DC51->DC9,3371
min_changed_plus_5,2023-01-16,DC52->DC5,入DC5,DC52,DC35,DC52->DC35,47
min_changed_plus_5,2023-01-16,DC53->DC5,入DC5,DC53,DC8,DC53->DC8,395
min_changed_plus_5,2023-01-16,DC55->DC5,入DC5,DC55,DC14,DC55->DC14,45
min_changed_plus_5,2023-01-16,DC59->DC5,入DC5,DC59,DC64,DC59->DC64,407
min_changed_plus_5,2023-01-16,DC60->DC5,入DC5,DC60,DC14,DC60->DC14,1206
min_changed_plus_5,2023-01-16,DC62->DC5,入DC5,DC62,DC8,DC62->DC8,5321
min_changed_plus_5,2023-01-16,DC68->DC5,入DC5,DC68,DC8,DC68->DC8,116
min_changed_plus_5,2023-01-16,DC69->DC5,入DC5,DC69,DC14,DC69->DC14,13
min_changed_plus_5,2023-01-16,DC7->DC5,入DC5,DC7,DC3,DC7->DC3,184
min_changed_plus_5,2023-01-16,DC71->DC5,入DC5,DC71,DC35,DC71->DC35,74
min_changed_plus_5,2023-01-16,DC73->DC5,入DC5,DC73,DC62,DC73->DC62,3664
min_changed_plus_5,2023-01-16,DC8->DC5,入DC5,DC8,DC14,DC8->DC14,1322
min_changed_plus_5,2023-01-16,DC8->DC5,入DC5,DC8,DC3,DC8->DC3,6755
min_changed_plus_0,2023-01-17,DC10->DC5,入DC5,DC10,DC4,DC10->DC4,7258
min_changed_plus_0,2023-01-17,DC14->DC5,入DC5,DC14,DC9,DC14->DC9,15107
min_changed_plus_0,2023-01-17,DC15->DC5,入DC5,DC15,DC62,DC15->DC62,3135
min_changed_plus_0,2023-01-17,DC17->DC5,入DC5,DC17,DC4,DC17->DC4,8199
min_changed_plus_0,2023-01-17,DC19->DC5,入DC5,DC19,DC4,DC19->DC4,5020
min_changed_plus_0,2023-01-17,DC20->DC5,入DC5,DC20,DC4,DC20->DC4,5386
min_changed_plus_0,2023-01-17,DC22->DC5,入DC5,DC22,DC65,DC22->DC65,5371
min_changed_plus_0,2023-01-17,DC23->DC5,入DC5,DC23,DC10,DC23->DC10,7589
min_changed_plus_0,2023-01-17,DC25->DC5,入DC5,DC25,DC64,DC25->DC64,5630
min_changed_plus_0,2023-01-17,DC26->DC5,入DC5,DC26,DC62,DC26->DC62,1510
min_changed_plus_0,2023-01-17,DC27->DC5,入DC5,DC27,DC8,DC27->DC8,2933
min_changed_plus_0,2023-01-17,DC28->DC5,入DC5,DC28,DC62,DC28->DC62,2431
min_changed_plus_0,2023-01-17,DC30->DC5,入DC5,DC30,DC4,DC30->DC4,1601
min_changed_plus_0,2023-01-17,DC31->DC5,入DC5,DC31,DC10,DC31->DC10,116
min_changed_plus_0,2023-01-17,DC34->DC5,入DC5,DC34,DC8,DC34->DC8,11
min_changed_plus_0,2023-01-17,DC36->DC5,入DC5,DC36,DC14,DC36->DC14,7306
min_changed_plus_0,2023-01-17,DC38->DC5,入DC5,DC38,DC14,DC38->DC14,2662
min_changed_plus_0,2023-01-17,DC4->DC5,入DC5,DC4,DC8,DC4->DC8,12
min_changed_plus_0,2023-01-17,DC40->DC5,入DC5,DC40,DC8,DC40->DC8,9
min_changed_plus_0,2023-01-17,DC42->DC5,入DC5,DC42,DC14,DC42->DC14,408
min_changed_plus_0,2023-01-17,DC43->DC5,入DC5,DC43,DC10,DC43->DC10,846
min_changed_plus_0,2023-01-17,DC44->DC5,入DC5,DC44,DC62,DC44->DC62,3070
min_changed_plus_0,2023-01-17,DC46->DC5,入DC5,DC46,DC62,DC46->DC62,1215
min_changed_plus_0,2023-01-17,DC47->DC5,入DC5,DC47,DC14,DC47->DC14,1756
min_changed_plus_0,2023-01-17,DC48->DC5,入DC5,DC48,DC62,DC48->DC62,1335
min_changed_plus_0,2023-01-17,DC5->DC10,出DC5,DC69,DC10,DC69->DC10,159
min_changed_plus_0,2023-01-17,DC5->DC14,出DC5,DC42,DC14,DC42->DC14,101
min_changed_plus_0,2023-01-17,DC5->DC4,出DC5,DC19,DC4,DC19->DC4,1759
min_changed_plus_0,2023-01-17,DC5->DC62,出DC5,DC28,DC62,DC28->DC62,122
min_changed_plus_0,2023-01-17,DC5->DC70,出DC5,DC52,DC70,DC52->DC70,4
min_changed_plus_0,2023-01-17,DC5->DC8,出DC5,DC27,DC8,DC27->DC8,6
min_changed_plus_0,2023-01-17,DC50->DC5,入DC5,DC50,DC62,DC50->DC62,843
min_changed_plus_0,2023-01-17,DC51->DC5,入DC5,DC51,DC62,DC51->DC62,3282
min_changed_plus_0,2023-01-17,DC52->DC5,入DC5,DC52,DC70,DC52->DC70,49
min_changed_plus_0,2023-01-17,DC53->DC5,入DC5,DC53,DC14,DC53->DC14,343
min_changed_plus_0,2023-01-17,DC55->DC5,入DC5,DC55,DC14,DC55->DC14,42
min_changed_plus_0,2023-01-17,DC59->DC5,入DC5,DC59,DC70,DC59->DC70,386
min_changed_plus_0,2023-01-17,DC60->DC5,入DC5,DC60,DC62,DC60->DC62,1162
min_changed_plus_0,2023-01-17,DC62->DC5,入DC5,DC62,DC8,DC62->DC8,5198
min_changed_plus_0,2023-01-17,DC68->DC5,入DC5,DC68,DC14,DC68->DC14,105
min_changed_plus_0,2023-01-17,DC69->DC5,入DC5,DC69,DC10,DC69->DC10,11
min_changed_plus_0,2023-01-17,DC7->DC5,入DC5,DC7,DC62,DC7->DC62,177
min_changed_plus_0,2023-01-17,DC71->DC5,入DC5,DC71,DC70,DC71->DC70,71
min_changed_plus_0,2023-01-17,DC73->DC5,入DC5,DC73,DC14,DC73->DC14,3557
min_changed_plus_0,2023-01-17,DC8->DC5,入DC5,DC8,DC10,DC8->DC10,7887
min_changed_plus_2,2023-01-17,DC10->DC5,入DC5,DC10,DC4,DC10->DC4,7258
min_changed_plus_2,2023-01-17,DC14->DC5,入DC5,DC14,DC9,DC14->DC9,15107
min_changed_plus_2,2023-01-17,DC15->DC5,入DC5,DC15,DC14,DC15->DC14,3135
min_changed_plus_2,2023-01-17,DC17->DC5,入DC5,DC17,DC4,DC17->DC4,8199
min_changed_plus_2,2023-01-17,DC19->DC5,入DC5,DC19,DC4,DC19->DC4,5020
min_changed_plus_2,2023-01-17,DC20->DC5,入DC5,DC20,DC10,DC20->DC10,5386
min_changed_plus_2,2023-01-17,DC22->DC5,入DC5,DC22,DC65,DC22->DC65,5371
min_changed_plus_2,2023-01-17,DC23->DC5,入DC5,DC23,DC10,DC23->DC10,7589
min_changed_plus_2,2023-01-17,DC25->DC5,入DC5,DC25,DC64,DC25->DC64,5630
min_changed_plus_2,2023-01-17,DC26->DC5,入DC5,DC26,DC62,DC26->DC62,1510
min_changed_plus_2,2023-01-17,DC27->DC5,入DC5,DC27,DC8,DC27->DC8,2933
min_changed_plus_2,2023-01-17,DC28->DC5,入DC5,DC28,DC64,DC28->DC64,2431
min_changed_plus_2,2023-01-17,DC30->DC5,入DC5,DC30,DC3,DC30->DC3,1601
min_changed_plus_2,2023-01-17,DC31->DC5,入DC5,DC31,DC4,DC31->DC4,116
min_changed_plus_2,2023-01-17,DC34->DC5,入DC5,DC34,DC14,DC34->DC14,11
min_changed_plus_2,2023-01-17,DC36->DC5,入DC5,DC36,DC14,DC36->DC14,7306
min_changed_plus_2,2023-01-17,DC38->DC5,入DC5,DC38,DC62,DC38->DC62,2662
min_changed_plus_2,2023-01-17,DC4->DC5,入DC5,DC4,DC62,DC4->DC62,12
min_changed_plus_2,2023-01-17,DC40->DC5,入DC5,DC40,DC9,DC40->DC9,9
min_changed_plus_2,2023-01-17,DC42->DC5,入DC5,DC42,DC9,DC42->DC9,408
min_changed_plus_2,2023-01-17,DC43->DC5,入DC5,DC43,DC14,DC43->DC14,846
min_changed_plus_2,2023-01-17,DC44->DC5,入DC5,DC44,DC3,DC44->DC3,3070
min_changed_plus_2,2023-01-17,DC46->DC5,入DC5,DC46,DC35,DC46->DC35,1215
min_changed_plus_2,2023-01-17,DC47->DC5,入DC5,DC47,DC62,DC47->DC62,1756
min_changed_plus_2,2023-01-17,DC48->DC5,入DC5,DC48,DC8,DC48->DC8,1335
min_changed_plus_2,2023-01-17,DC5->DC10,出DC5,DC20,DC10,DC20->DC10,159
min_changed_plus_2,2023-01-17,DC5->DC14,出DC5,DC43,DC14,DC43->DC14,101
min_changed_plus_2,2023-01-17,DC5->DC4,出DC5,DC19,DC4,DC19->DC4,1759
min_changed_plus_2,2023-01-17,DC5->DC62,出DC5,DC26,DC62,DC26->DC62,122
min_changed_plus_2,2023-01-17,DC5->DC70,出DC5,DC35,DC70,DC35->DC70,4
min_changed_plus_2,2023-01-17,DC5->DC8,出DC5,DC68,DC8,DC68->DC8,6
min_changed_plus_2,2023-01-17,DC50->DC5,入DC5,DC50,DC14,DC50->DC14,843
min_changed_plus_2,2023-01-17,DC51->DC5,入DC5,DC51,DC9,DC51->DC9,3282
min_changed_plus_2,2023-01-17,DC52->DC5,入DC5,DC52,DC35,DC52->DC35,49
min_changed_plus_2,2023-01-17,DC53->DC5,入DC5,DC53,DC8,DC53->DC8,343
min_changed_plus_2,2023-01-17,DC55->DC5,入DC5,DC55,DC14,DC55->DC14,42
min_changed_plus_2,2023-01-17,DC59->DC5,入DC5,DC59,DC64,DC59->DC64,386
min_changed_plus_2,2023-01-17,DC60->DC5,入DC5,DC60,DC14,DC60->DC14,1162
min_changed_plus_2,2023-01-17,DC62->DC5,入DC5,DC62,DC8,DC62->DC8,5198
min_changed_plus_2,2023-01-17,DC68->DC5,入DC5,DC68,DC8,DC68->DC8,105
min_changed_plus_2,2023-01-17,DC69->DC5,入DC5,DC69,DC14,DC69->DC14,11
min_changed_plus_2,2023-01-17,DC7->DC5,入DC5,DC7,DC3,DC7->DC3,177
min_changed_plus_2,2023-01-17,DC71->DC5,入DC5,DC71,DC35,DC71->DC35,71
min_changed_plus_2,2023-01-17,DC73->DC5,入DC5,DC73,DC62,DC73->DC62,3557
min_changed_plus_2,2023-01-17,DC8->DC5,入DC5,DC8,DC14,DC8->DC14,1245
min_changed_plus_2,2023-01-17,DC8->DC5,入DC5,DC8,DC3,DC8->DC3,6642
min_changed_plus_5,2023-01-17,DC10->DC5,入DC5,DC10,DC4,DC10->DC4,7258
min_changed_plus_5,2023-01-17,DC14->DC5,入DC5,DC14,DC9,DC14->DC9,15107
min_changed_plus_5,2023-01-17,DC15->DC5,入DC5,DC15,DC14,DC15->DC14,3135
min_changed_plus_5,2023-01-17,DC17->DC5,入DC5,DC17,DC4,DC17->DC4,8199
min_changed_plus_5,2023-01-17,DC19->DC5,入DC5,DC19,DC4,DC19->DC4,5020
min_changed_plus_5,2023-01-17,DC20->DC5,入DC5,DC20,DC10,DC20->DC10,5386
min_changed_plus_5,2023-01-17,DC22->DC5,入DC5,DC22,DC65,DC22->DC65,5371
min_changed_plus_5,2023-01-17,DC23->DC5,入DC5,DC23,DC10,DC23->DC10,7589
min_changed_plus_5,2023-01-17,DC25->DC5,入DC5,DC25,DC64,DC25->DC64,5630
min_changed_plus_5,2023-01-17,DC26->DC5,入DC5,DC26,DC62,DC26->DC62,1510
min_changed_plus_5,2023-01-17,DC27->DC5,入DC5,DC27,DC8,DC27->DC8,2933
min_changed_plus_5,2023-01-17,DC28->DC5,入DC5,DC28,DC64,DC28->DC64,2431
min_changed_plus_5,2023-01-17,DC30->DC5,入DC5,DC30,DC3,DC30->DC3,1601
min_changed_plus_5,2023-01-17,DC31->DC5,入DC5,DC31,DC4,DC31->DC4,116
min_changed_plus_5,2023-01-17,DC34->DC5,入DC5,DC34,DC14,DC34->DC14,11
min_changed_plus_5,2023-01-17,DC36->DC5,入DC5,DC36,DC14,DC36->DC14,7306
min_changed_plus_5,2023-01-17,DC38->DC5,入DC5,DC38,DC62,DC38->DC62,2662
min_changed_plus_5,2023-01-17,DC4->DC5,入DC5,DC4,DC62,DC4->DC62,12
min_changed_plus_5,2023-01-17,DC40->DC5,入DC5,DC40,DC9,DC40->DC9,9
min_changed_plus_5,2023-01-17,DC42->DC5,入DC5,DC42,DC9,DC42->DC9,408
min_changed_plus_5,2023-01-17,DC43->DC5,入DC5,DC43,DC14,DC43->DC14,846
min_changed_plus_5,2023-01-17,DC44->DC5,入DC5,DC44,DC3,DC44->DC3,3070
min_changed_plus_5,2023-01-17,DC46->DC5,入DC5,DC46,DC35,DC46->DC35,1215
min_changed_plus_5,2023-01-17,DC47->DC5,入DC5,DC47,DC62,DC47->DC62,1756
min_changed_plus_5,2023-01-17,DC48->DC5,入DC5,DC48,DC8,DC48->DC8,1335
min_changed_plus_5,2023-01-17,DC5->DC10,出DC5,DC20,DC10,DC20->DC10,159
min_changed_plus_5,2023-01-17,DC5->DC14,出DC5,DC43,DC14,DC43->DC14,101
min_changed_plus_5,2023-01-17,DC5->DC4,出DC5,DC19,DC4,DC19->DC4,1759
min_changed_plus_5,2023-01-17,DC5->DC62,出DC5,DC26,DC62,DC26->DC62,122
min_changed_plus_5,2023-01-17,DC5->DC70,出DC5,DC35,DC70,DC35->DC70,4
min_changed_plus_5,2023-01-17,DC5->DC8,出DC5,DC68,DC8,DC68->DC8,6
min_changed_plus_5,2023-01-17,DC50->DC5,入DC5,DC50,DC14,DC50->DC14,843
min_changed_plus_5,2023-01-17,DC51->DC5,入DC5,DC51,DC9,DC51->DC9,3282
min_changed_plus_5,2023-01-17,DC52->DC5,入DC5,DC52,DC35,DC52->DC35,49
min_changed_plus_5,2023-01-17,DC53->DC5,入DC5,DC53,DC8,DC53->DC8,343
min_changed_plus_5,2023-01-17,DC55->DC5,入DC5,DC55,DC14,DC55->DC14,42
min_changed_plus_5,2023-01-17,DC59->DC5,入DC5,DC59,DC64,DC59->DC64,386
min_changed_plus_5,2023-01-17,DC60->DC5,入DC5,DC60,DC14,DC60->DC14,1162
min_changed_plus_5,2023-01-17,DC62->DC5,入DC5,DC62,DC8,DC62->DC8,5198
min_changed_plus_5,2023-01-17,DC68->DC5,入DC5,DC68,DC8,DC68->DC8,105
min_changed_plus_5,2023-01-17,DC69->DC5,入DC5,DC69,DC14,DC69->DC14,11
min_changed_plus_5,2023-01-17,DC7->DC5,入DC5,DC7,DC3,DC7->DC3,177
min_changed_plus_5,2023-01-17,DC71->DC5,入DC5,DC71,DC35,DC71->DC35,71
min_changed_plus_5,2023-01-17,DC73->DC5,入DC5,DC73,DC62,DC73->DC62,3557
min_changed_plus_5,2023-01-17,DC8->DC5,入DC5,DC8,DC14,DC8->DC14,1245
min_changed_plus_5,2023-01-17,DC8->DC5,入DC5,DC8,DC3,DC8->DC3,6642
min_changed_plus_0,2023-01-18,DC10->DC5,入DC5,DC10,DC4,DC10->DC4,7089
min_changed_plus_0,2023-01-18,DC14->DC5,入DC5,DC14,DC9,DC14->DC9,14965
min_changed_plus_0,2023-01-18,DC15->DC5,入DC5,DC15,DC14,DC15->DC14,2987
min_changed_plus_0,2023-01-18,DC17->DC5,入DC5,DC17,DC8,DC17->DC8,8069
min_changed_plus_0,2023-01-18,DC19->DC5,入DC5,DC19,DC14,DC19->DC14,4857
min_changed_plus_0,2023-01-18,DC20->DC5,入DC5,DC20,DC10,DC20->DC10,5317
min_changed_plus_0,2023-01-18,DC22->DC5,入DC5,DC22,DC65,DC22->DC65,5377
min_changed_plus_0,2023-01-18,DC23->DC5,入DC5,DC23,DC10,DC23->DC10,7652
min_changed_plus_0,2023-01-18,DC25->DC5,入DC5,DC25,DC64,DC25->DC64,5426
min_changed_plus_0,2023-01-18,DC26->DC5,入DC5,DC26,DC62,DC26->DC62,1433
min_changed_plus_0,2023-01-18,DC27->DC5,入DC5,DC27,DC8,DC27->DC8,2665
min_changed_plus_0,2023-01-18,DC28->DC5,入DC5,DC28,DC4,DC28->DC4,2245
min_changed_plus_0,2023-01-18,DC30->DC5,入DC5,DC30,DC70,DC30->DC70,1532
min_changed_plus_0,2023-01-18,DC31->DC5,入DC5,DC31,DC4,DC31->DC4,116
min_changed_plus_0,2023-01-18,DC34->DC5,入DC5,DC34,DC14,DC34->DC14,10
min_changed_plus_0,2023-01-18,DC36->DC5,入DC5,DC36,DC14,DC36->DC14,7171
min_changed_plus_0,2023-01-18,DC38->DC5,入DC5,DC38,DC62,DC38->DC62,2541
min_changed_plus_0,2023-01-18,DC4->DC5,入DC5,DC4,DC10,DC4->DC10,12
min_changed_plus_0,2023-01-18,DC40->DC5,入DC5,DC40,DC9,DC40->DC9,8
min_changed_plus_0,2023-01-18,DC42->DC5,入DC5,DC42,DC9,DC42->DC9,382
min_changed_plus_0,2023-01-18,DC43->DC5,入DC5,DC43,DC14,DC43->DC14,781
min_changed_plus_0,2023-01-18,DC44->DC5,入DC5,DC44,DC14,DC44->DC14,2842
min_changed_plus_0,2023-01-18,DC46->DC5,入DC5,DC46,DC35,DC46->DC35,1272
min_changed_plus_0,2023-01-18,DC47->DC5,入DC5,DC47,DC4,DC47->DC4,1559
min_changed_plus_0,2023-01-18,DC48->DC5,入DC5,DC48,DC10,DC48->DC10,1205
min_changed_plus_0,2023-01-18,DC5->DC10,出DC5,DC69,DC10,DC69->DC10,153
min_changed_plus_0,2023-01-18,DC5->DC14,出DC5,DC43,DC14,DC43->DC14,93
min_changed_plus_0,2023-01-18,DC5->DC4,出DC5,DC47,DC4,DC47->DC4,1871
min_changed_plus_0,2023-01-18,DC5->DC62,出DC5,DC55,DC62,DC55->DC62,110
min_changed_plus_0,2023-01-18,DC5->DC70,出DC5,DC30,DC70,DC30->DC70,5
min_changed_plus_0,2023-01-18,DC5->DC8,出DC5,DC53,DC8,DC53->DC8,6
min_changed_plus_0,2023-01-18,DC50->DC5,入DC5,DC50,DC14,DC50->DC14,765
min_changed_plus_0,2023-01-18,DC51->DC5,入DC5,DC51,DC9,DC51->DC9,3095
min_changed_plus_0,2023-01-18,DC52->DC5,入DC5,DC52,DC35,DC52->DC35,59
min_changed_plus_0,2023-01-18,DC53->DC5,入DC5,DC53,DC8,DC53->DC8,311
min_changed_plus_0,2023-01-18,DC55->DC5,入DC5,DC55,DC62,DC55->DC62,41
min_changed_plus_0,2023-01-18,DC59->DC5,入DC5,DC59,DC64,DC59->DC64,347
min_changed_plus_0,2023-01-18,DC60->DC5,入DC5,DC60,DC14,DC60->DC14,1064
min_changed_plus_0,2023-01-18,DC62->DC5,入DC5,DC62,DC8,DC62->DC8,4967
min_changed_plus_0,2023-01-18,DC68->DC5,入DC5,DC68,DC8,DC68->DC8,100
min_changed_plus_0,2023-01-18,DC69->DC5,入DC5,DC69,DC10,DC69->DC10,11
min_changed_plus_0,2023-01-18,DC7->DC5,入DC5,DC7,DC3,DC7->DC3,173
min_changed_plus_0,2023-01-18,DC71->DC5,入DC5,DC71,DC4,DC71->DC4,60
min_changed_plus_0,2023-01-18,DC73->DC5,入DC5,DC73,DC4,DC73->DC4,3301
min_changed_plus_0,2023-01-18,DC8->DC5,入DC5,DC8,DC10,DC8->DC10,7859
min_changed_plus_2,2023-01-18,DC10->DC5,入DC5,DC10,DC4,DC10->DC4,7089
min_changed_plus_2,2023-01-18,DC14->DC5,入DC5,DC14,DC9,DC14->DC9,14965
min_changed_plus_2,2023-01-18,DC15->DC5,入DC5,DC15,DC14,DC15->DC14,2987
min_changed_plus_2,2023-01-18,DC17->DC5,入DC5,DC17,DC4,DC17->DC4,8069
min_changed_plus_2,2023-01-18,DC19->DC5,入DC5,DC19,DC4,DC19->DC4,4857
min_changed_plus_2,2023-01-18,DC20->DC5,入DC5,DC20,DC10,DC20->DC10,5317
min_changed_plus_2,2023-01-18,DC22->DC5,入DC5,DC22,DC65,DC22->DC65,5377
min_changed_plus_2,2023-01-18,DC23->DC5,入DC5,DC23,DC10,DC23->DC10,7652
min_changed_plus_2,2023-01-18,DC25->DC5,入DC5,DC25,DC64,DC25->DC64,5426
min_changed_plus_2,2023-01-18,DC26->DC5,入DC5,DC26,DC62,DC26->DC62,1433
min_changed_plus_2,2023-01-18,DC27->DC5,入DC5,DC27,DC8,DC27->DC8,2665
min_changed_plus_2,2023-01-18,DC28->DC5,入DC5,DC28,DC64,DC28->DC64,2245
min_changed_plus_2,2023-01-18,DC30->DC5,入DC5,DC30,DC3,DC30->DC3,1532
min_changed_plus_2,2023-01-18,DC31->DC5,入DC5,DC31,DC4,DC31->DC4,116
min_changed_plus_2,2023-01-18,DC34->DC5,入DC5,DC34,DC14,DC34->DC14,10
min_changed_plus_2,2023-01-18,DC36->DC5,入DC5,DC36,DC14,DC36->DC14,7171
min_changed_plus_2,2023-01-18,DC38->DC5,入DC5,DC38,DC62,DC38->DC62,2541
min_changed_plus_2,2023-01-18,DC4->DC5,入DC5,DC4,DC62,DC4->DC62,12
min_changed_plus_2,2023-01-18,DC40->DC5,入DC5,DC40,DC9,DC40->DC9,8
min_changed_plus_2,2023-01-18,DC42->DC5,入DC5,DC42,DC9,DC42->DC9,382
min_changed_plus_2,2023-01-18,DC43->DC5,入DC5,DC43,DC14,DC43->DC14,781
min_changed_plus_2,2023-01-18,DC44->DC5,入DC5,DC44,DC3,DC44->DC3,2842
min_changed_plus_2,2023-01-18,DC46->DC5,入DC5,DC46,DC35,DC46->DC35,1272
min_changed_plus_2,2023-01-18,DC47->DC5,入DC5,DC47,DC62,DC47->DC62,1559
min_changed_plus_2,2023-01-18,DC48->DC5,入DC5,DC48,DC8,DC48->DC8,1205
min_changed_plus_2,2023-01-18,DC5->DC10,出DC5,DC20,DC10,DC20->DC10,153
min_changed_plus_2,2023-01-18,DC5->DC14,出DC5,DC43,DC14,DC43->DC14,93
min_changed_plus_2,2023-01-18,DC5->DC4,出DC5,DC17,DC4,DC17->DC4,1871
min_changed_plus_2,2023-01-18,DC5->DC62,出DC5,DC26,DC62,DC26->DC62,110
min_changed_plus_2,2023-01-18,DC5->DC70,出DC5,DC35,DC70,DC35->DC70,5
min_changed_plus_2,2023-01-18,DC5->DC8,出DC5,DC68,DC8,DC68->DC8,6
min_changed_plus_2,2023-01-18,DC50->DC5,入DC5,DC50,DC14,DC50->DC14,765
min_changed_plus_2,2023-01-18,DC51->DC5,入DC5,DC51,DC9,DC51->DC9,3095
min_changed_plus_2,2023-01-18,DC52->DC5,入DC5,DC52,DC35,DC52->DC35,59
min_changed_plus_2,2023-01-18,DC53->DC5,入DC5,DC53,DC8,DC53->DC8,311
min_changed_plus_2,2023-01-18,DC55->DC5,入DC5,DC55,DC14,DC55->DC14,41
min_changed_plus_2,2023-01-18,DC59->DC5,入DC5,DC59,DC64,DC59->DC64,347
min_changed_plus_2,2023-01-18,DC60->DC5,入DC5,DC60,DC14,DC60->DC14,1064
min_changed_plus_2,2023-01-18,DC62->DC5,入DC5,DC62,DC8,DC62->DC8,4967
min_changed_plus_2,2023-01-18,DC68->DC5,入DC5,DC68,DC8,DC68->DC8,100
min_changed_plus_2,2023-01-18,DC69->DC5,入DC5,DC69,DC14,DC69->DC14,11
min_changed_plus_2,2023-01-18,DC7->DC5,入DC5,DC7,DC3,DC7->DC3,173
min_changed_plus_2,2023-01-18,DC71->DC5,入DC5,DC71,DC35,DC71->DC35,60
min_changed_plus_2,2023-01-18,DC73->DC5,入DC5,DC73,DC62,DC73->DC62,3301
min_changed_plus_2,2023-01-18,DC8->DC5,入DC5,DC8,DC14,DC8->DC14,1410
min_changed_plus_2,2023-01-18,DC8->DC5,入DC5,DC8,DC3,DC8->DC3,6449
min_changed_plus_5,2023-01-18,DC10->DC5,入DC5,DC10,DC4,DC10->DC4,7089
min_changed_plus_5,2023-01-18,DC14->DC5,入DC5,DC14,DC9,DC14->DC9,14965
min_changed_plus_5,2023-01-18,DC15->DC5,入DC5,DC15,DC14,DC15->DC14,2987
min_changed_plus_5,2023-01-18,DC17->DC5,入DC5,DC17,DC4,DC17->DC4,8069
min_changed_plus_5,2023-01-18,DC19->DC5,入DC5,DC19,DC4,DC19->DC4,4857
min_changed_plus_5,2023-01-18,DC20->DC5,入DC5,DC20,DC10,DC20->DC10,5317
min_changed_plus_5,2023-01-18,DC22->DC5,入DC5,DC22,DC65,DC22->DC65,5377
min_changed_plus_5,2023-01-18,DC23->DC5,入DC5,DC23,DC10,DC23->DC10,7652
min_changed_plus_5,2023-01-18,DC25->DC5,入DC5,DC25,DC64,DC25->DC64,5426
min_changed_plus_5,2023-01-18,DC26->DC5,入DC5,DC26,DC62,DC26->DC62,1433
min_changed_plus_5,2023-01-18,DC27->DC5,入DC5,DC27,DC8,DC27->DC8,2665
min_changed_plus_5,2023-01-18,DC28->DC5,入DC5,DC28,DC64,DC28->DC64,2245
min_changed_plus_5,2023-01-18,DC30->DC5,入DC5,DC30,DC3,DC30->DC3,1532
min_changed_plus_5,2023-01-18,DC31->DC5,入DC5,DC31,DC4,DC31->DC4,116
min_changed_plus_5,2023-01-18,DC34->DC5,入DC5,DC34,DC14,DC34->DC14,10
min_changed_plus_5,2023-01-18,DC36->DC5,入DC5,DC36,DC14,DC36->DC14,7171
min_changed_plus_5,2023-01-18,DC38->DC5,入DC5,DC38,DC62,DC38->DC62,2541
min_changed_plus_5,2023-01-18,DC4->DC5,入DC5,DC4,DC62,DC4->DC62,12
min_changed_plus_5,2023-01-18,DC40->DC5,入DC5,DC40,DC9,DC40->DC9,8
min_changed_plus_5,2023-01-18,DC42->DC5,入DC5,DC42,DC9,DC42->DC9,382
min_changed_plus_5,2023-01-18,DC43->DC5,入DC5,DC43,DC14,DC43->DC14,781
min_changed_plus_5,2023-01-18,DC44->DC5,入DC5,DC44,DC3,DC44->DC3,2842
min_changed_plus_5,2023-01-18,DC46->DC5,入DC5,DC46,DC35,DC46->DC35,1272
min_changed_plus_5,2023-01-18,DC47->DC5,入DC5,DC47,DC62,DC47->DC62,1559
min_changed_plus_5,2023-01-18,DC48->DC5,入DC5,DC48,DC8,DC48->DC8,1205
min_changed_plus_5,2023-01-18,DC5->DC10,出DC5,DC20,DC10,DC20->DC10,153
