task_id,latitude,longitude,price,completed,members_2km,tasks_2km,competition_index
A0773,23.0732836216131,114.023446723923,85.0,1,3,0,0.0
A0774,23.0863688268226,113.950534371144,72.0,1,1,1,0.6703200460356393
A0775,23.138716748176,113.111198007171,85.0,1,2,5,1.1271413067652891
A0776,22.9880788465572,114.02085788919,66.0,1,6,0,0.0
A0777,23.0432640719596,112.92608125962,85.0,1,1,2,1.0672055127397497
A0778,23.061022998073,112.922148208607,80.0,1,1,2,2.9009653525117796
A0779,22.9408117474556,113.945322628052,72.0,1,3,2,1.5488116360940265
A0780,22.9958708444062,113.762143365587,72.0,1,2,3,1.1570928357700228
A0781,22.9133414171648,113.84836931568,72.0,1,3,1,1.0
A0782,22.9733332699073,113.730314028056,67.5,1,3,2,2.1051709180756477
A0783,23.1127608293168,112.929911359432,70.0,1,0,1,1.0
A0784,23.1235871810544,113.164835494985,68.0,1,2,2,30.70491826807873
A0785,23.0591386340413,113.743130759118,66.0,1,5,4,3.9148457541475663
A0786,23.0681283794355,113.025536318701,80.0,1,0,1,0.1353352832366127
A0787,23.0972442086687,113.752357670924,71.0,1,0,0,0.0
A0788,23.1988536579718,113.185160535684,85.0,1,1,1,0.0450492023935578
A0789,23.0934829483957,113.182621538042,85.0,1,6,3,2.3678794411714423
A0790,23.2319069152492,113.089087363288,85.0,1,1,2,1.1353352832366128
A0791,23.0627911897857,113.062378415671,85.0,0,2,4,0.19328870014099897
A0792,23.062334149945,113.105684107343,66.5,1,5,3,3.4428055163203397
A0793,23.1097103215366,113.180840492262,85.0,1,7,6,2.4446502165594137
A0794,23.2292311126214,113.082718812903,85.0,1,1,2,1.1353352832366128
A0795,23.1150190928058,112.930563684639,70.0,1,0,1,1.0
A0796,23.1152677456473,113.116939915803,85.0,1,3,4,3.3678794411714423
A0797,22.8025686356877,113.287397853538,85.0,1,0,1,0.07427357821433388
A0798,23.0600749433877,112.921689887746,85.0,1,1,3,1.435084953911192
A0799,23.1502912237444,113.109264614765,67.5,1,3,4,36.325793794843605
A0800,23.110656485148,113.130968681083,85.0,1,4,3,2.3678794411714423
A0801,23.0650595011001,113.057277936699,72.0,1,1,3,14.764932246913894
A0802,22.9359515728405,113.899085229213,80.0,1,0,1,0.1353352832366127
A0803,23.1145839344212,113.861314181041,72.0,1,3,1,1.0
A0804,22.9067297737592,113.847587430565,72.0,1,4,1,1.0
A0805,22.909766201816,114.074039829211,80.0,1,2,0,0.0
A0806,23.1146532512226,113.836965417065,72.0,1,5,1,1.0
A0807,23.0390982506854,113.773177736349,65.5,1,13,2,2.0
A0808,22.8467040067956,114.159286453825,85.0,1,3,7,0.43405769344379636
A0809,23.1152677456473,113.116939915803,85.0,1,3,4,3.3678794411714423
A0810,22.8640296541497,113.139840112737,72.0,1,1,1,0.6703200460356393
A0811,22.9662958675475,113.090602899005,72.0,0,6,6,6.0
A0812,22.964117958076,113.089718547773,72.0,0,6,6,6.0
A0813,22.9588149646884,113.08996379955,72.0,0,8,7,7.0
A0814,22.8896740066287,113.081987000235,74.0,0,4,0,0.0
A0815,23.1127516798931,113.12539121536,80.0,1,3,4,10.87312731383618
A0816,22.9642070520217,113.095785867576,72.0,0,6,6,6.0
A0817,22.9604996933944,113.107183817611,72.0,0,4,6,6.0
A0818,23.0636785372865,113.05707444984,72.0,0,1,3,14.764932246913894
A0819,22.9653213803937,113.092568377088,72.0,0,6,6,6.0
A0820,23.0095891526153,113.085642361659,72.0,0,5,3,0.9065970886442942
A0821,22.7898213335287,113.164103868266,74.0,0,0,0,0.0
A0822,23.0418187677355,113.088398158149,72.0,0,6,7,2.0223722267508464
A0823,22.9681791710674,113.097867107594,72.0,0,5,6,6.0
A0824,22.9945666637602,113.140925647573,72.0,0,6,3,0.8203229688878213
A0825,22.9788820160337,113.016650621057,72.0,0,2,2,1.2191316821296658
A0826,22.9456383638471,113.09004145357,72.0,0,4,1,1.0
A0827,23.0666723454291,113.154870338644,65.5,1,2,3,3.547976434395987
A0828,23.0128081082158,113.760312199449,66.0,1,4,2,4.2249543407725065
A0829,23.1790300071117,112.876192460885,80.0,1,3,1,0.1353352832366127
A0830,23.1234111293555,113.151774758095,85.0,1,4,1,0.03337326996032608
A0831,23.0440623974563,113.125784041664,65.5,0,11,9,8.90483741803596
A0832,22.8332623991325,113.280151555364,72.0,1,4,2,0.7505231760294238
A0833,22.8146759735082,113.827731195748,85.0,1,6,2,0.04851302231105268
A0834,23.0636739781751,113.771188397476,65.5,1,10,3,3.0
A0835,23.1232943054161,113.110382335887,85.0,1,1,4,3.3678794411714423
